,Unnamed: 0,type,taxes,area,garage,pricePerSqFt,mlsNumber,lotSize,levels,built,maintenance,address,bath,beds,parking,listingDate,listingPrice,soldDate,soldPrice
1234,1234,Townhouse,"$3,150",1208 sqft,Yes,"$1,033",R2625350,,Residential,2009.0,,"302 W 1st Ave, Vancouver, BC",2.0,2.0,1.0,12/10/2021,"$1,249,000",29/10/2021,"$1,232,500"
1235,1235,Single Family Residence,"$7,398",1877 sqft,Yes,$958,R2869166,,Residential,1996.0,,"7798 Prince Albert St, Vancouver, BC",3.0,5.0,2.0,09/04/2024,"$1,799,000",-,Not Sold Yet
1236,1236,Townhouse,"$4,241",1216 sqft,Yes,"$1,314",R2822094,,Residential,2021.0,,"3227 St. Catherines St, Vancouver, BC",2.0,3.0,1.0,04/10/2023,"$1,599,000",-,-
1237,1237,Apartment/Condominium,"$1,885",524 sqft,Yes,"$1,287",R2627735,,Residential,2004.0,,"2402 - 977 Mainland St, Vancouver, BC",1.0,1.0,1.0,18/10/2021,"$674,500",29/10/2021,"$660,000"
1238,1238,Apartment/Condominium,"$2,896",1276 sqft,Yes,"$1,166",R2584718,,Residential,2000.0,,"401 - 2175 Salal Dr, Vancouver, BC",2.0,3.0,0.0,23/05/2021,"$1,488,000",29/10/2021,"$1,370,000"
1239,1239,Apartment/Condominium,,843 sqft,Yes,"$1,250",R2614305,,Residential,2021.0,,"108 - 5733 Alberta St, Vancouver, BC",2.0,2.0,1.0,31/08/2021,"$1,053,750",29/10/2021,"$970,000"
1240,1240,Apartment/Condominium,"$2,090",854 sqft,Yes,"$1,017",R2625245,,Residential,1989.0,,"311 - 1515 W 2nd Ave, Vancouver, BC",1.0,1.0,1.0,11/10/2021,"$868,800",30/10/2021,"$855,000"
1241,1241,Apartment/Condominium,"$1,740",763 sqft,Yes,$865,R2626369,,Residential,1975.0,,"309 - 1877 W 5th Ave, Vancouver, BC",1.0,1.0,1.0,17/10/2021,"$660,000",30/10/2021,"$665,000"
1242,1242,Apartment/Condominium,"$1,632",1076 sqft,Yes,$649,R2626786,,Residential,1991.0,,"102 - 2333 Clark Dr, Vancouver, BC",1.0,2.0,1.0,17/10/2021,"$699,000",30/10/2021,"$680,000"
1243,1243,Apartment/Condominium,"$4,574",1384 sqft,Yes,"$1,147",R2873216,,Residential,2020.0,,"403 - 7878 Granville St, Vancouver, BC",2.0,3.0,2.0,21/04/2024,"$1,588,000",-,Not Sold Yet
1244,1244,Apartment/Condominium,"$5,079",2611 sqft,Yes,$841,R2795171,,Residential,1981.0,,"2301 - 738 Broughton St, Vancouver, BC",3.0,2.0,2.0,04/07/2023,"$2,198,000",-,-
1245,1245,Single Family Residence,"$7,555",2964 sqft,No,$636,R2755150,,Residential,1909.0,,"743 E 15th Ave, Vancouver, BC",4.0,9.0,2.0,21/02/2023,"$1,888,000",13/03/2023,"$1,800,000"
1246,1246,Single Family Residence,"$9,955",3800 sqft,Yes,$944,R2410034,,Residential,1961.0,,"6069 Fremlin St, Vancouver, BC",3.0,4.0,2.0,29/09/2019,"$3,588,000",30/10/2021,"$3,488,000"
1247,1247,Apartment/Condominium,"$2,259",760 sqft,Yes,"$1,036",R2625882,,Residential,1998.0,,"3105 - 1008 Cambie St, Vancouver, BC",1.0,1.0,1.0,13/10/2021,"$788,000",30/10/2021,"$777,000"
1248,1248,Townhouse,"$4,623",1454 sqft,Yes,"$1,237",R2628313,,Residential,2006.0,,"2462 Sasamat St, Vancouver, BC",2.0,3.0,2.0,24/10/2021,"$1,799,900",31/10/2021,"$1,868,000"
1249,1249,Single Family Residence,"$7,335",3206 sqft,Yes,$742,R2628584,,Residential,2010.0,,"3359 Wellington Ave, Vancouver, BC",6.0,7.0,4.0,23/10/2021,"$2,380,000",31/10/2021,"$2,450,000"
1250,1250,Townhouse,"$4,644",2039 sqft,Yes,$978,R2628683,,Residential,2004.0,,"865 59 Th Ave W, Vancouver, BC",3.0,4.0,2.0,25/10/2021,"$1,995,000",31/10/2021,"$1,929,000"
1251,1251,Single Family Residence,"$5,567",1782 sqft,No,$841,R2628684,,Residential,1912.0,,"5295 Prince Albert St, Vancouver, BC",2.0,4.0,2.0,24/10/2021,"$1,499,000",31/10/2021,"$1,662,888"
1252,1252,Single Family Residence,"$5,257",2503 sqft,Yes,$758,R2628062,,Residential,1915.0,,"5824 Ontario St, Vancouver, BC",2.0,5.0,0.0,21/10/2021,"$1,899,000",31/10/2021,"$1,930,000"
1253,1253,Single Family Residence,"$6,286",1694 sqft,Yes,"$1,168",R2611455,,Residential,1947.0,,"2275 E 40th Ave, Vancouver, BC",1.0,3.0,1.0,22/08/2021,"$1,980,000",31/10/2021,"$2,103,000"
1254,1254,Apartment/Condominium,"$1,882",721 sqft,No,$956,R2625047,,Residential,2011.0,,"606 - 833 Seymour St, Vancouver, BC",1.0,1.0,0.0,11/10/2021,"$689,900",31/10/2021,"$693,000"
1255,1255,Single Family Residence,"$5,874",2103 sqft,No,$802,R2586052,,Residential,1912.0,,"1532 E 2nd Ave, Vancouver, BC",3.0,8.0,0.0,24/05/2021,"$1,688,000",31/10/2021,"$1,550,000"
1256,1256,Multi Family,"$5,558",1610 sqft,Yes,"$1,055",R2628466,,Residential,2021.0,,"2747 E 54th Ave, Vancouver, BC",3.0,4.0,2.0,24/10/2021,"$1,699,900",01/11/2021,"$1,619,000"
1257,1257,Apartment/Condominium,"$1,884",640 sqft,Yes,"$1,093",R2628037,,Residential,1987.0,,"302 - 947 Nicola St, Vancouver, BC",1.0,1.0,1.0,21/10/2021,"$700,000",01/11/2021,"$765,000"
1258,1258,Apartment/Condominium,$608,928 sqft,Yes,$484,R2792025,,Residential,1994.0,,"10 - 2468 Broadway E, Vancouver, BC",2.0,2.0,1.0,21/06/2023,"$450,000",22/08/2023,"$449,000"
1259,1259,Townhouse,"$4,524",1518 sqft,Yes,"$1,112",R2628636,,Residential,2004.0,,"912 W 13th Ave, Vancouver, BC",2.0,3.0,1.0,25/10/2021,"$1,689,000",01/11/2021,"$1,725,000"
1260,1260,Single Family Residence,"$6,795",1480 sqft,No,"$1,140",R2850594,,Residential,1927.0,,"3625 Monmouth Ave, Vancouver, BC",2.0,4.0,2.0,15/02/2024,"$1,688,000",-,-
1261,1261,Apartment/Condominium,,1230 sqft,Yes,"$1,470",R2629363,,Residential,2021.0,,"PH4 - 488 W 58 Th Ave, Vancouver, BC",2.0,3.0,2.0,26/10/2021,"$1,808,900",01/11/2021,"$1,660,000"
1262,1262,Apartment/Condominium,"$2,160",755 sqft,Yes,$911,R2628791,,Residential,1995.0,,"1506 - 811 Helmcken St, Vancouver, BC",2.0,2.0,1.0,25/10/2021,"$688,000",01/11/2021,"$720,000"
1263,1263,Townhouse,"$3,542",1384 sqft,Yes,$967,R2628680,,Residential,2005.0,,"335 W 59th Ave, Vancouver, BC",2.0,3.0,2.0,25/10/2021,"$1,339,000",01/11/2021,"$1,400,000"
1264,1264,Townhouse,,925 sqft,No,$955,R2631338,,Residential,2022.0,,"4803 Slocan St, Vancouver, BC",2.0,3.0,0.0,01/11/2021,"$884,000",01/11/2021,"$884,000"
1265,1265,Townhouse,"$3,627",1279 sqft,Yes,"$1,015",R2629026,,Residential,2019.0,,"7813 Oak St, Vancouver, BC",2.0,3.0,1.0,26/10/2021,"$1,299,000",01/11/2021,"$1,300,000"
1266,1266,Apartment/Condominium,"$2,063",762 sqft,Yes,$996,R2666939,,Residential,2000.0,,"209 - 6198 Ash St, Vancouver, BC",1.0,1.0,2.0,20/03/2022,"$759,000",-,-
1267,1267,Apartment/Condominium,"$1,611",528 sqft,Yes,"$1,113",R2628579,,Residential,1996.0,,"508 - 555 Jervis St, Vancouver, BC",1.0,1.0,1.0,24/10/2021,"$588,000",01/11/2021,"$606,000"
1268,1268,Apartment/Condominium,"$3,979",1176 sqft,Yes,"$1,103",R2628374,,Residential,2010.0,,"2203 - 833 Homer St, Vancouver, BC",2.0,2.0,1.0,24/10/2021,"$1,298,000",01/11/2021,"$1,284,000"
1269,1269,Apartment/Condominium,"$1,905",750 sqft,Yes,$932,R2615461,,Residential,2012.0,,"1011 - 66 W Cordova St, Vancouver, BC",2.0,2.0,1.0,06/09/2021,"$699,000",01/11/2021,"$683,000"
1270,1270,Apartment/Condominium,"$2,055",819 sqft,Yes,"$1,036",R2628820,,Residential,2003.0,,"307 - 2680 Arbutus St, Vancouver, BC",1.0,2.0,1.0,25/10/2021,"$849,000",01/11/2021,"$880,000"
1271,1271,Apartment/Condominium,"$3,779",1402 sqft,Yes,$962,R2629350,,Residential,1990.0,,"W404 - 688 W 12th Ave, Vancouver, BC",2.0,2.0,2.0,27/10/2021,"$1,350,000",01/11/2021,"$1,350,000"
1272,1272,Apartment/Condominium,"$1,855",511 sqft,Yes,"$1,600",R2791257,,Residential,2019.0,,"1202 - 89 Nelson St, Vancouver, BC",1.0,1.0,1.0,20/06/2023,"$818,000",-,-
1273,1273,Apartment/Condominium,"$4,919",1475 sqft,Yes,"$1,186",R2620482,,Residential,2014.0,,"1301 - 110 Switchmen St, Vancouver, BC",2.0,3.0,3.0,22/09/2021,"$1,750,000",02/11/2021,"$1,725,000"
1274,1274,Apartment/Condominium,"$1,879",663 sqft,Yes,"$1,069",R2616538,,Residential,1994.0,,"1103 - 1050 Burrard St, Vancouver, BC",1.0,1.0,1.0,09/09/2021,"$709,000",02/11/2021,"$690,000"
1275,1275,Apartment/Condominium,"$2,502",1121 sqft,Yes,$801,R2628303,,Residential,2011.0,,"204 - 1637 E Pender St, Vancouver, BC",1.0,2.0,1.0,24/10/2021,"$899,000",02/11/2021,"$900,000"
1276,1276,Apartment/Condominium,"$3,042",739 sqft,Yes,"$1,487",R2885213,,Residential,2019.0,,"3904 - 1283 Howe St, Vancouver, BC",2.0,2.0,1.0,20/05/2024,"$1,099,000",-,Not Sold Yet
1277,1277,Apartment/Condominium,"$5,161",1168 sqft,Yes,"$1,540",R2621058,,Residential,2019.0,,"202 - 6168 East Blvd, Vancouver, BC",2.0,2.0,2.0,26/09/2021,"$1,799,000",02/11/2021,"$1,760,000"
1278,1278,Apartment/Condominium,"$2,122",781 sqft,Yes,"$1,152",R2626119,,Residential,2004.0,,"1603 - 120 Milross Ave, Vancouver, BC",1.0,2.0,1.0,14/10/2021,"$899,900",02/11/2021,"$850,000"
1279,1279,Apartment/Condominium,"$2,338",794 sqft,Yes,$982,R2597634,,Residential,2005.0,,"2004 - 550 Taylor St, Vancouver, BC",2.0,2.0,1.0,29/06/2021,"$779,900",02/11/2021,"$775,000"
1280,1280,Multi Family,"$5,349",1330 sqft,Yes,"$1,127",R2632398,,Residential,2021.0,,"528 Kaslo St, Vancouver, BC",2.0,3.0,2.0,03/11/2021,"$1,499,900",03/11/2021,"$1,501,900"
1281,1281,Apartment/Condominium,"$1,950",1277 sqft,Yes,$920,R2628907,,Residential,1995.0,,"501 - 5775 Hampton Pl, Vancouver, BC",2.0,2.0,2.0,25/10/2021,"$1,175,000",03/11/2021,"$1,148,000"
1282,1282,Apartment/Condominium,"$2,990",1237 sqft,Yes,$869,R2630278,,Residential,1990.0,,"702 - 789 Jervis St, Vancouver, BC",2.0,2.0,2.0,30/10/2021,"$1,075,000",03/11/2021,"$1,070,000"
1283,1283,Apartment/Condominium,"$5,097",1485 sqft,Yes,"$1,138",R2629154,,Residential,2014.0,,"1901 - 110 Switchmen St, Vancouver, BC",2.0,3.0,2.0,24/10/2021,"$1,690,000",03/11/2021,"$1,672,000"
1284,1284,Apartment/Condominium,"$2,163",846 sqft,Yes,"$1,034",R2624052,,Residential,1995.0,,"3E - 199 Drake St, Vancouver, BC",2.0,2.0,1.0,05/10/2021,"$874,900",03/11/2021,"$855,000"
1285,1285,Single Family Residence,"$6,299",1277 sqft,Yes,"$1,564",R2622979,,Residential,1906.0,,"254 E 16th Ave, Vancouver, BC",1.0,3.0,1.0,30/09/2021,"$1,998,000",03/11/2021,"$2,015,000"
1286,1286,Townhouse,,1320 sqft,Yes,"$1,234",R2625605,,Residential,2023.0,,"7657 Granville St, Vancouver, BC",2.0,3.0,1.0,13/10/2021,"$1,629,000",03/11/2021,"$1,629,000"
1287,1287,Apartment/Condominium,"$1,908",920 sqft,Yes,$759,R2621479,,Residential,2012.0,,"101 - 2008 E 54 Th Ave, Vancouver, BC",2.0,2.0,1.0,26/09/2021,"$699,000",03/11/2021,"$675,000"
1288,1288,Apartment/Condominium,"$3,495",1106 sqft,Yes,"$1,174",R2624295,,Residential,1994.0,,"2803 - 1155 Homer St, Vancouver, BC",2.0,2.0,2.0,04/10/2021,"$1,299,000",04/11/2021,"$1,260,000"
1289,1289,Apartment/Condominium,,-,No,,R2875976,,Residential Lease,,,"402 - 6963 Victoria Dr, Vancouver, BC",2.0,2.0,1.0,26/04/2024,"$2,690",14/05/2024,"$2,690"
1290,1290,Apartment/Condominium,"$2,338",1140 sqft,Yes,$789,R2622164,,Residential,1975.0,,"102 - 1266 W 13th Ave, Vancouver, BC",1.0,2.0,1.0,27/09/2021,"$899,900",04/11/2021,"$885,000"
1291,1291,Apartment/Condominium,"$2,651",1091 sqft,Yes,$905,R2618831,,Residential,2006.0,,"313 - 328 E 11th Ave, Vancouver, BC",2.0,2.0,1.0,16/09/2021,"$988,000",04/11/2021,"$991,000"
1292,1292,Single Family Residence,"$7,508",1929 sqft,No,"$1,270",R2670873,,Residential,1930.0,,"6408 Vine St, Vancouver, BC",2.0,4.0,0.0,28/03/2022,"$2,450,000",-,-
1293,1293,Single Family Residence,"$5,652",2188 sqft,Yes,$867,R2631266,,Residential,1978.0,,"3120 E 21 St Ave, Vancouver, BC",2.0,5.0,5.0,04/11/2021,"$1,899,000",04/11/2021,"$1,880,000"
1294,1294,Apartment/Condominium,,1743 sqft,Yes,"$1,427",R2617597,,Residential,2021.0,,"604 - 6733 Cambie St, Vancouver, BC",3.0,4.0,2.0,12/09/2021,"$2,488,000",04/11/2021,"$2,242,857"
1295,1295,Apartment/Condominium,"$1,380",688 sqft,Yes,$725,R2631080,,Residential,1977.0,,"202 - 1516 Charles St, Vancouver, BC",1.0,1.0,1.0,02/11/2021,"$499,000",04/11/2021,"$499,000"
1296,1296,Apartment/Condominium,,941 sqft,Yes,$867,R2616720,,Residential,2024.0,,"310 - 310 Hastings St W, Vancouver, BC",2.0,2.0,1.0,09/09/2021,"$815,900",05/11/2021,"$790,000"
1297,1297,Single Family Residence,"$8,424",3879 sqft,Yes,$770,R2594214,,Residential,2001.0,,"423 E 49th Ave, Vancouver, BC",5.0,9.0,4.0,16/06/2021,"$2,990,000",05/11/2021,"$2,850,000"
1298,1298,Single Family Residence,"$6,451",2474 sqft,Yes,$921,R2612276,,Residential,2010.0,,"2749 E 8 Th Ave, Vancouver, BC",4.0,6.0,0.0,22/08/2021,"$2,280,000",05/11/2021,"$2,250,000"
1299,1299,Apartment/Condominium,"$1,969",584 sqft,Yes,"$1,265",R2630125,,Residential,2016.0,,"825 - 68 Smithe St, Vancouver, BC",1.0,1.0,1.0,31/10/2021,"$738,900",05/11/2021,"$755,000"
1300,1300,Apartment/Condominium,"$2,241",760 sqft,Yes,"$1,036",R2894345,,Residential,2016.0,,"1704 - 8131 Nunavut Lane, Vancouver, BC",2.0,2.0,1.0,11/06/2024,"$788,000",-,Not Sold Yet
1301,1301,Townhouse,"$3,428",1272 sqft,Yes,"$1,076",R2629593,,Residential,2008.0,,"1121 Homer St, Vancouver, BC",2.0,2.0,1.0,28/10/2021,"$1,369,000",05/11/2021,"$1,360,000"
1302,1302,Apartment/Condominium,"$2,531",1250 sqft,Yes,$779,R2613186,,Residential,1994.0,,"503 - 503 W 16th Ave, Vancouver, BC",2.0,2.0,1.0,29/08/2021,"$974,500",05/11/2021,"$974,500"
1303,1303,Apartment/Condominium,"$2,569",1062 sqft,Yes,"$1,059",R2576541,,Residential,1992.0,,"501 - 789 Jervis St, Vancouver, BC",2.0,2.0,2.0,04/05/2021,"$1,125,000",05/11/2021,"$1,038,000"
1304,1304,Apartment/Condominium,"$1,716",590 sqft,Yes,"$1,098",R2628880,,Residential,2009.0,,"909 - 233 Robson St, Vancouver, BC",1.0,1.0,1.0,25/10/2021,"$648,000",06/11/2021,"$638,000"
1305,1305,Multi Family,"$4,953",1653 sqft,Yes,"$1,088",R2829875,,Residential,2021.0,,"2749 54 Th Ave E, Vancouver, BC",3.0,4.0,2.0,01/11/2023,"$1,799,000",-,-
1306,1306,Apartment/Condominium,"$1,546",779 sqft,Yes,$741,R2627435,,Residential,2013.0,,"303 - 3133 Riverwalk Ave, Vancouver, BC",1.0,1.0,1.0,19/10/2021,"$578,000",06/11/2021,"$570,000"
1307,1307,Apartment/Condominium,"$2,502",1229 sqft,Yes,"$1,170",R2610274,,Residential,2011.0,,"1706 - 5782 Berton Ave, Vancouver, BC",2.0,3.0,2.0,16/08/2021,"$1,438,000",06/11/2021,"$1,350,000"
1308,1308,Apartment/Condominium,"$1,635",483 sqft,No,"$1,302",R2883279,,Residential,2018.0,,"1109 - 8189 Cambie St, Vancouver, BC",1.0,1.0,0.0,14/05/2024,"$629,000",-,Not Sold Yet
1309,1309,Apartment/Condominium,,439 sqft,No,"$1,571",R2623846,,Residential,2021.0,,"2705 - 5058 Joyce St, Vancouver, BC",1.0,1.0,0.0,05/10/2021,"$690,000",06/11/2021,"$665,000"
1310,1310,Apartment/Condominium,"$1,250",533 sqft,Yes,"$1,078",R2722445,,Residential,2003.0,,"410 - 189 Ontario Pl, Vancouver, BC",1.0,1.0,1.0,11/09/2022,"$575,000",19/09/2022,"$542,500"
1311,1311,Apartment/Condominium,"$1,584",691 sqft,Yes,$722,R2629999,,Residential,1980.0,,"201 - 1169 Nelson St, Vancouver, BC",1.0,1.0,1.0,31/10/2021,"$499,000",06/11/2021,"$520,000"
1312,1312,Townhouse,"$4,729",1280 sqft,Yes,"$1,717",R2630022,,Residential,1911.0,,"5 - 1855 Vine St, Vancouver, BC",1.0,2.0,2.0,31/10/2021,"$2,198,000",07/11/2021,"$2,225,000"
1313,1313,Apartment/Condominium,"$2,481",735 sqft,Yes,"$1,149",R2630377,,Residential,2007.0,,"2508 - 977 Mainland St, Vancouver, BC",2.0,2.0,1.0,01/11/2021,"$845,000",07/11/2021,"$888,000"
1314,1314,Apartment/Condominium,"$2,089",704 sqft,Yes,"$1,015",R2626779,,Residential,2016.0,,"2009 - 5665 Boundary Rd, Vancouver, BC",1.0,2.0,1.0,16/10/2021,"$715,000",07/11/2021,"$700,000"
1315,1315,Townhouse,"$3,400",1758 sqft,No,$738,R2620115,,Residential,2018.0,,"2412 Dundas St, Vancouver, BC",3.0,4.0,1.0,20/09/2021,"$1,298,000",07/11/2021,"$1,250,000"
1316,1316,Townhouse,,1434 sqft,Yes,"$1,011",R2622736,,Residential,2020.0,,"534 King Edward Ave W, Vancouver, BC",3.0,3.0,1.0,30/09/2021,"$1,450,000",07/11/2021,"$1,380,000"
1317,1317,Apartment/Condominium,"$4,734",1223 sqft,Yes,"$1,380",R2627815,,Residential,1998.0,,"1101 - 535 Nicola St, Vancouver, BC",2.0,2.0,1.0,20/10/2021,"$1,688,000",07/11/2021,"$1,620,000"
1318,1318,Townhouse,"$2,361",1596 sqft,Yes,$510,R2630334,,Residential,1983.0,,"3329 Flagstaff Pl, Vancouver, BC",2.0,3.0,2.0,01/11/2021,"$814,900",07/11/2021,"$875,000"
1319,1319,Apartment/Condominium,,977 sqft,Yes,"$1,253",R2578332,,Residential,2023.0,,"509 - 5608 Berton Ave, Vancouver, BC",2.0,2.0,0.0,09/05/2021,"$1,224,800",07/11/2021,"$1,224,800"
1320,1320,Apartment/Condominium,"$1,961",886 sqft,Yes,$867,R2629981,,Residential,1993.0,,"413 - 3480 Main St, Vancouver, BC",2.0,2.0,1.0,31/10/2021,"$769,000",07/11/2021,"$810,000"
1321,1321,Townhouse,"$3,409",1443 sqft,Yes,$944,R2867877,,Residential,2004.0,,"3278 Clermont Mews, Vancouver, BC",2.0,3.0,2.0,07/04/2024,"$1,363,000",-,-
1322,1322,Apartment/Condominium,"$1,230",530 sqft,Yes,$943,R2630085,,Residential,2018.0,,"609 - 8538 River District Cross, Vancouver, BC",1.0,1.0,1.0,31/10/2021,"$499,800",07/11/2021,"$550,000"
1323,1323,Apartment/Condominium,"$3,034",1215 sqft,Yes,"$1,010",R2630596,,Residential,2006.0,,"804 - 2055 Yukon St, Vancouver, BC",2.0,2.0,1.0,01/11/2021,"$1,228,000",07/11/2021,"$1,226,500"
1324,1324,Single Family Residence,"$10,347",2412 sqft,Yes,"$1,446",R2616628,,Residential,1925.0,,"2072 W 43 Rd Ave, Vancouver, BC",2.0,3.0,0.0,08/09/2021,"$3,488,000",07/11/2021,"$3,265,000"
1325,1325,Apartment/Condominium,"$1,407",650 sqft,Yes,$769,R2629949,,Residential,1985.0,,"103 - 985 W 10th Ave, Vancouver, BC",1.0,1.0,1.0,31/10/2021,"$499,900",07/11/2021,"$520,000"
1326,1326,Apartment/Condominium,"$2,097",1100 sqft,Yes,$680,R2629907,,Residential,1995.0,,"206 - 1820 E Kent Ave S, Vancouver, BC",2.0,2.0,2.0,31/10/2021,"$749,000",07/11/2021,"$761,000"
1327,1327,Apartment/Condominium,"$2,697",842 sqft,Yes,$948,R2629440,,Residential,2014.0,,"1605 - 8588 Cornish St, Vancouver, BC",2.0,2.0,1.0,27/10/2021,"$799,000",07/11/2021,"$901,000"
1328,1328,Apartment/Condominium,"$2,621",891 sqft,Yes,"$1,066",R2628346,,Residential,2014.0,,"105 - 1618 Quebec St, Vancouver, BC",2.0,2.0,2.0,24/10/2021,"$950,000",08/11/2021,"$950,000"
1329,1329,Apartment/Condominium,"$3,028",1123 sqft,Yes,"$1,235",R2750005,,Residential,1995.0,,"907 - 1328 Homer St, Vancouver, BC",2.0,2.0,1.0,30/01/2023,"$1,388,000",22/03/2023,"$1,388,000"
1330,1330,Apartment/Condominium,"$1,903",575 sqft,Yes,"$1,354",R2622966,,Residential,1998.0,,"PH4 - 933 Seymour St, Vancouver, BC",1.0,1.0,1.0,03/10/2021,"$778,888",08/11/2021,"$755,000"
1331,1331,Apartment/Condominium,"$2,607",912 sqft,Yes,"$1,073",R2630963,,Residential,1986.0,,"307 - 1490 Pennyfarthing Dr, Vancouver, BC",1.0,1.0,1.0,03/11/2021,"$979,000",08/11/2021,"$990,000"
1332,1332,Apartment/Condominium,"$1,385",419 sqft,Yes,"$1,190",R2628266,,Residential,1999.0,,"1305 - 1003 Burnaby St, Vancouver, BC",1.0,0.0,1.0,24/10/2021,"$499,000",08/11/2021,"$490,000"
1333,1333,Apartment/Condominium,"$6,728",1665 sqft,Yes,"$1,920",R2630065,,Residential,1999.0,,"401 - 1725 Balsam St, Vancouver, BC",2.0,3.0,3.0,31/10/2021,"$3,198,000",08/11/2021,"$3,475,000"
1334,1334,Apartment/Condominium,"$1,729",541 sqft,No,$922,R2629946,,Residential,2000.0,,"304 - 1072 Hamilton St, Vancouver, BC",1.0,1.0,0.0,31/10/2021,"$499,000",08/11/2021,"$568,000"
1335,1335,Apartment/Condominium,"$2,294",854 sqft,Yes,$936,R2629937,,Residential,1992.0,,"303 - 1272 Comox St, Vancouver, BC",2.0,2.0,1.0,31/10/2021,"$799,900",08/11/2021,"$817,000"
1336,1336,Apartment/Condominium,"$2,613",753 sqft,Yes,"$1,228",R2626493,,Residential,2019.0,,"1606 - 433 Marine Dr Sw, Vancouver, BC",2.0,2.0,1.0,17/10/2021,"$924,900",08/11/2021,"$930,000"
1337,1337,Single Family Residence,"$5,600",1760 sqft,Yes,"$1,068",R2632853,,Residential,1942.0,,"8380 Beatrice St, Vancouver, BC",2.0,0.0,4.0,08/11/2021,"$1,880,000",08/11/2021,"$1,880,000"
1338,1338,Single Family Residence,,3437 sqft,No,$811,R2608782,,Residential,2020.0,,"2996 E 6th Ave, Vancouver, BC",7.0,10.0,1.0,09/08/2021,"$2,788,000",08/11/2021,"$2,605,000"
1339,1339,Single Family Residence,"$2,588",2400 sqft,No,$687,R2542092,,Residential,1980.0,,"1357 E 53rd Ave, Vancouver, BC",4.0,6.0,4.0,21/02/2021,"$1,649,000",08/11/2021,"$1,695,000"
1340,1340,Apartment/Condominium,"$1,909",842 sqft,Yes,"$1,008",R2630002,,Residential,2001.0,,"308 - 2338 Western Pky, Vancouver, BC",2.0,2.0,1.0,31/10/2021,"$849,000",08/11/2021,"$865,000"
1341,1341,Apartment/Condominium,"$1,537",877 sqft,Yes,$683,R2607638,,Residential,1994.0,,"306 - 3668 Rae Ave, Vancouver, BC",2.0,2.0,2.0,05/08/2021,"$599,000",08/11/2021,"$610,000"
1342,1342,Apartment/Condominium,"$1,253",496 sqft,Yes,"$1,610",R2628594,,Residential,2021.0,,"1416 - 1768 Cook St, Vancouver, BC",1.0,1.0,1.0,24/10/2021,"$799,000",08/11/2021,"$738,000"
1343,1343,Single Family Residence,"$9,384",2462 sqft,Yes,"$1,340",R2631961,,Residential,1997.0,,"3737 W 21st Ave, Vancouver, BC",4.0,5.0,3.0,08/11/2021,"$3,299,900",08/11/2021,"$3,299,900"
1344,1344,Single Family Residence,"$11,810",3352 sqft,Yes,"$1,461",R2621811,,Residential,2001.0,,"3860 Ontario St, Vancouver, BC",3.0,5.0,3.0,27/09/2021,"$4,898,000",09/11/2021,"$4,650,000"
1345,1345,Apartment/Condominium,"$1,710",630 sqft,Yes,$933,R2603935,,Residential,1999.0,,"1705 - 1189 Howe St, Vancouver, BC",1.0,1.0,2.0,19/07/2021,"$588,000",09/11/2021,"$580,000"
1346,1346,Single Family Residence,"$6,584",2978 sqft,Yes,$904,R2625838,,Residential,1988.0,,"8315 Tugboat Pl, Vancouver, BC",2.0,3.0,2.0,13/10/2021,"$2,695,000",09/11/2021,"$2,650,000"
1347,1347,Apartment/Condominium,"$1,509",717 sqft,Yes,$683,R2630052,,Residential,1976.0,,"414 - 2366 Wall St, Vancouver, BC",1.0,1.0,1.0,31/10/2021,"$489,900",09/11/2021,"$530,199"
1348,1348,Apartment/Condominium,"$2,005",948 sqft,Yes,$791,R2630162,,Residential,2013.0,,"413 - 3133 Riverwalk Ave, Vancouver, BC",2.0,2.0,2.0,31/10/2021,"$749,900",09/11/2021,"$876,000"
1349,1349,Apartment/Condominium,"$1,859",505 sqft,Yes,"$1,421",R2632331,,Residential,2019.0,,"2305 - 433 Marine Dr Sw, Vancouver, BC",1.0,1.0,1.0,09/11/2021,"$718,000",09/11/2021,"$710,000"
1350,1350,Townhouse,"$4,020",1690 sqft,Yes,"$1,040",R2617567,,Residential,1981.0,,"38 - 4900 Cartier St, Vancouver, BC",2.0,3.0,2.0,13/09/2021,"$1,759,000",09/11/2021,"$1,720,000"
1351,1351,Apartment/Condominium,"$2,824",606 sqft,Yes,"$1,646",R2623363,,Residential,2008.0,,"3207 - 1111 Alberni St, Vancouver, BC",1.0,1.0,1.0,04/10/2021,"$998,000",09/11/2021,"$967,000"
1352,1352,Apartment/Condominium,"$2,212",1053 sqft,Yes,$806,R2625121,,Residential,2018.0,,"216 - 3289 Riverwalk Ave, Vancouver, BC",2.0,3.0,1.0,11/10/2021,"$849,000",10/11/2021,"$779,000"
1353,1353,Apartment/Condominium,"$2,349",898 sqft,Yes,"$1,223",R2726465,,Residential,1996.0,,"1203 - 1200 Alberni St, Vancouver, BC",2.0,2.0,1.0,25/09/2022,"$1,099,000",04/10/2022,"$1,105,000"
1354,1354,Single Family Residence,"$10,200",3135 sqft,Yes,$988,R2629871,,Residential,1995.0,,"3033 W 21 St Ave, Vancouver, BC",4.0,5.0,3.0,31/10/2021,"$3,099,000",10/11/2021,"$3,390,000"
