mlsId,beds,baths,address,sqFt,parking,taxes,pricePerSqFt,yearBuilt,propertyType,listingDate,listingPrice
R2901949,1,1,"688 Abbott St, Vancouver, BC, Canada",586.0,1,1699.0,1160.0,2007.0,Condo,02/07/2024,680000.0
R2901843,2,2,"673 Market Hill, Vancouver, BC, Canada",1413.0,1,2675.0,601.0,1978.0,Condo,02/07/2024,849900.0
R2900384,1,1,"2390 Mcgill St, Vancouver, BC, Canada",645.0,1,1053.0,758.0,1982.0,Condo,01/07/2024,489000.0
R2900448,2,1,"8495 Jellicoe St, Vancouver, BC, Canada",863.0,2,1894.0,821.0,1997.0,Condo,01/07/2024,709000.0
R2900539,6,4,"813 Windermere St, Vancouver, BC, Canada",2223.0,2,7897.0,832.0,2001.0,SingleFamily,01/07/2024,1850000.0
R2900899,7,5,"3607 Marine Dr Sw, Vancouver, BC, Canada",5992.0,2,10447.0,1268.0,1990.0,SingleFamily,01/07/2024,7600000.0
R2901509,2,2,"1236 Bidwell St, Vancouver, BC, Canada",1755.0,2,6067.0,1452.0,1977.0,Condo,01/07/2024,2549000.0
R2901103,4,2,"2525 Woodland Dr, Vancouver, BC, Canada",1546.0,2,3201.0,921.0,2012.0,Townhouse,01/07/2024,1425000.0
R2901117,4,2,"3220 E 48th Ave, Vancouver, BC, Canada",1736.0,2,6956.0,921.0,1949.0,SingleFamily,01/07/2024,1599800.0
R2901727,2,2,"8131 Nunavut Lane, Vancouver, BC, Canada",762.0,1,2258.0,1073.0,2016.0,Condo,01/07/2024,818000.0
R2900960,5,2,"4955 Somerville St, Vancouver, BC, Canada",2381.0,1,6551.0,918.0,1979.0,SingleFamily,01/07/2024,2188000.0
R2901358,1,1,"3595 W 18Th Ave, Vancouver, BC, Canada",672.0,1,1863.0,1188.0,2007.0,Condo,01/07/2024,798800.0
R2900889,2,2,"150 E Cordova St, Vancouver, BC, Canada",831.0,1,2653.0,1203.0,2016.0,Condo,01/07/2024,999999.0
R2900460,2,2,"1678 Pullman Porter St, Vancouver, BC, Canada",820.0,1,3048.0,1328.0,2018.0,Condo,01/07/2024,1089000.0
R2900692,1,1,"180 E 2nd Ave, Vancouver, BC, Canada",477.0,0,1641.0,1190.0,2021.0,Condo,01/07/2024,568000.0
R2900744,2,2,"3639 W 16th Ave, Vancouver, BC, Canada",1126.0,2,5233.0,1632.0,2021.0,Condo,01/07/2024,1838000.0
R2900367,1,1,"36 Water St, Vancouver, BC, Canada",662.0,1,2036.0,1048.0,2008.0,Condo,01/07/2024,693888.0
R2900618,3,1,"88 W 16th Ave, Vancouver, BC, Canada",1358.0,1,2764.0,1177.0,1988.0,MultiFamily,01/07/2024,1599000.0
R2902335,6,8,"1155 W 54th Ave, Vancouver, BC, Canada",8672.0,0,55819.0,1485.0,2009.0,SingleFamily,01/07/2024,12880000.0
R2900882,7,7,"3637 Marine Dr Sw, Vancouver, BC, Canada",4524.0,3,13332.0,1503.0,2014.0,SingleFamily,01/07/2024,6800000.0
R2901280,1,1,"1280 Richards St, Vancouver, BC, Canada",1373.0,2,4736.0,1200.0,2008.0,Condo,01/07/2024,1648000.0
R2900432,1,1,"2215 Dundas St, Vancouver, BC, Canada",584.0,1,1192.0,719.0,1983.0,Condo,01/07/2024,420000.0
R2900594,2,2,"198 Aquarius Mews, Vancouver, BC, Canada",1000.0,1,3181.0,1470.0,1999.0,Condo,01/07/2024,1470000.0
R2901238,2,2,"7433 Cambie St, Vancouver, BC, Canada",1160.0,2,4763.0,1379.0,2022.0,Condo,01/07/2024,1599900.0
R2900761,3,2,"1885 W 62nd Ave, Vancouver, BC, Canada",1882.0,3,9855.0,1327.0,1948.0,SingleFamily,01/07/2024,2499000.0
R2900648,9,8,"2237 W 37th Ave, Vancouver, BC, Canada",7026.0,4,24794.0,1135.0,2017.0,SingleFamily,01/07/2024,7980000.0
R2901568,5,4,"5879 Gray Ave, Vancouver, BC, Canada",2434.0,2,4177.0,1063.0,2009.0,Townhouse,01/07/2024,2588000.0
R2900510,2,2,"1408 Strathmore Mews, Vancouver, BC, Canada",1138.0,2,4274.0,1449.0,2003.0,Condo,01/07/2024,1649000.0
R2900452,1,1,"1408 Strathmore Mews, Vancouver, BC, Canada",724.0,1,2163.0,1132.0,2002.0,Condo,01/07/2024,819888.0
R2900819,3,1,"90 W 16th Ave, Vancouver, BC, Canada",1292.0,1,2886.0,1237.0,1987.0,Townhouse,01/07/2024,1599000.0
R2900912,5,3,"7575 Selkirk St, Vancouver, BC, Canada",2140.0,2,8159.0,1069.0,1912.0,SingleFamily,01/07/2024,2289000.0
R2900624,3,3,"3189St. George St, Vancouver, BC, Canada",1341.0,1,3771.0,968.0,2014.0,Townhouse,01/07/2024,1299000.0
R2901592,1,1,"833 Seymour St, Vancouver, BC, Canada",586.0,0,1841.0,1124.0,2010.0,Condo,01/07/2024,659000.0
R2901168,3,2,"3205 Carolina St, Vancouver, BC, Canada",1356.0,1,5201.0,1326.0,2007.0,MultiFamily,01/07/2024,1799000.0
R2901150,4,2,"3221 Napier St, Vancouver, BC, Canada",1718.0,1,6739.0,988.0,1954.0,SingleFamily,01/07/2024,1699000.0
R2900598,2,2,"1188 Howe St, Vancouver, BC, Canada",821.0,1,2041.0,973.0,1994.0,Condo,01/07/2024,799000.0
R2901690,2,2,"108 E 1st Ave, Vancouver, BC, Canada",858.0,1,2895.0,1199.0,2014.0,Condo,01/07/2024,1028800.0
R2900545,2,2,"431 Pacific St, Vancouver, BC, Canada",1368.0,2,3857.0,986.0,1989.0,Condo,01/07/2024,1349900.0
R2901567,3,2,"1560 Homer Mews, Vancouver, BC, Canada",2067.0,2,18134.0,2853.0,2010.0,Condo,01/07/2024,5898000.0
R2901326,1,1,"535 Smithe St, Vancouver, BC, Canada",605.0,1,1955.0,1289.0,2010.0,Condo,01/07/2024,779900.0
R2900762,3,2,"120 Milross Ave, Vancouver, BC, Canada",1700.0,3,6229.0,1588.0,2004.0,Condo,01/07/2024,2699900.0
R2900860,2,2,"583 Beach Cres, Vancouver, BC, Canada",1159.0,1,4202.0,1164.0,2005.0,Condo,01/07/2024,1350000.0
R2901093,1,1,"1355 4Th Ave W, Vancouver, BC, Canada",661.0,1,1807.0,1104.0,1985.0,Condo,01/07/2024,729900.0
R2902143,1,1,"16 Lakewood Dr, Vancouver, BC, Canada",585.0,1,1136.0,717.0,1981.0,Condo,01/07/2024,420000.0
R2902195,2,2,"610 Granville St, Vancouver, BC, Canada",845.0,1,2817.0,1159.0,2006.0,Condo,01/07/2024,980000.0
R2900862,1,1,"8988 Hudson St, Vancouver, BC, Canada",639.0,1,1604.0,935.0,2004.0,Condo,01/07/2024,598000.0
R2900772,2,2,"1571 W 57th Ave, Vancouver, BC, Canada",1225.0,2,4660.0,1386.0,2019.0,Condo,30/06/2024,1698000.0
R2899784,4,2,"2431 Parker St, Vancouver, BC, Canada",2114.0,4,6447.0,898.0,1976.0,SingleFamily,30/06/2024,1900000.0
R2900563,1,1,"1238 Burrard St, Vancouver, BC, Canada",551.0,1,1618.0,1215.0,2003.0,Condo,30/06/2024,670000.0
R2900826,7,3,"6891 Heather St, Vancouver, BC, Canada",3491.0,2,12338.0,1256.0,1960.0,SingleFamily,30/06/2024,4388000.0
R2900362,2,2,"1310 7Th Ave W, Vancouver, BC, Canada",1308.0,1,3437.0,1064.0,1982.0,Townhouse,30/06/2024,1392000.0
R2901050,1,1,"1011 King Edward Ave W, Vancouver, BC, Canada",663.0,1,1510.0,977.0,1997.0,Condo,30/06/2024,648000.0
R2901383,1,1,"433 Marine Dr Sw, Vancouver, BC, Canada",580.0,1,1980.0,1281.0,2019.0,Condo,30/06/2024,743000.0
R2902730,4,3,"3418 W 20th Ave, Vancouver, BC, Canada",2416.0,2,11695.0,1567.0,2004.0,SingleFamily,29/06/2024,3788000.0
R2901153,4,2,"252 W 23Rd Ave, Vancouver, BC, Canada",2775.0,2,9788.0,1513.0,1940.0,SingleFamily,28/06/2024,4200000.0
R2901487,6,3,"2155 E 44th Ave, Vancouver, BC, Canada",2286.0,3,6975.0,874.0,1988.0,SingleFamily,29/06/2024,1998000.0
R2900340,2,2,"2889 E 1st Ave, Vancouver, BC, Canada",843.0,1,2002.0,1042.0,2019.0,Condo,29/06/2024,879000.0
R2901315,4,3,"4055 W 14th Ave, Vancouver, BC, Canada",2381.0,2,13277.0,1595.0,1928.0,SingleFamily,28/06/2024,3799000.0
R2900081,2,2,"1633 W 10th Ave, Vancouver, BC, Canada",1291.0,2,3604.0,952.0,1991.0,Condo,27/06/2024,1230000.0
R2900083,4,2,"3373 Queens Ave, Vancouver, BC, Canada",2400.0,0,6622.0,704.0,1963.0,SingleFamily,27/06/2024,1690000.0
R2899941,3,3,"583 61St Ave E, Vancouver, BC, Canada",1282.0,2,6103.0,1130.0,2024.0,MultiFamily,26/06/2024,1449000.0
R2899750,6,3,"1419 30Th Ave E, Vancouver, BC, Canada",1814.0,1,7414.0,1317.0,1953.0,SingleFamily,27/06/2024,2390000.0
R2899921,4,3,"1929 Broadway E, Vancouver, BC, Canada",1978.0,2,6929.0,1769.0,1948.0,SingleFamily,26/06/2024,3500000.0
R2900207,5,3,"7939 Cartier St, Vancouver, BC, Canada",2583.0,2,8588.0,1068.0,1993.0,SingleFamily,26/06/2024,2760000.0
R2899998,1,1,"550 Pacific St, Vancouver, BC, Canada",768.0,1,2364.0,1041.0,2005.0,Condo,27/06/2024,799800.0
R2899654,8,4,"5675 Rupert St, Vancouver, BC, Canada",3621.0,6,6697.0,966.0,1957.0,SingleFamily,26/06/2024,3500000.0
R2899699,4,3,"3224 Marmion Ave, Vancouver, BC, Canada",1689.0,1,6824.0,946.0,2023.0,MultiFamily,26/06/2024,1599000.0
R2900145,4,2,"3771 King Edward Ave W, Vancouver, BC, Canada",2324.0,2,8176.0,1140.0,1928.0,SingleFamily,25/06/2024,2650000.0
R2899490,2,2,"1678 Pullman Porter St, Vancouver, BC, Canada",1203.0,1,4480.0,1783.0,2018.0,Condo,25/06/2024,2145000.0
R2899735,1,1,"89 Nelson St, Vancouver, BC, Canada",513.0,1,1203.0,1557.0,2019.0,Condo,25/06/2024,799000.0
R2899978,4,2,"6809 Arbutus St, Vancouver, BC, Canada",2715.0,4,16113.0,2136.0,1941.0,SingleFamily,25/06/2024,5800000.0
R2899979,1,1,"438 Seymour St, Vancouver, BC, Canada",567.0,1,1537.0,969.0,1996.0,Condo,25/06/2024,549900.0
R2899916,1,1,"5608 Berton Ave, Vancouver, BC, Canada",533.0,1,1114.0,1679.0,2023.0,Condo,25/06/2024,895000.0
R2899989,5,3,"585 E 61St Ave, Vancouver, BC, Canada",1585.0,2,6103.0,1008.0,2024.0,MultiFamily,26/06/2024,1599000.0
R2899569,2,2,"2063 10Th Ave W, Vancouver, BC, Canada",1235.0,1,4129.0,1367.0,2017.0,Townhouse,25/06/2024,1689000.0
R2899593,6,3,"7247 Inverness St, Vancouver, BC, Canada",2450.0,0,7236.0,795.0,1967.0,SingleFamily,25/06/2024,1950000.0
R2899581,1,1,"87 Nelson St, Vancouver, BC, Canada",533.0,0,1602.0,1123.0,2019.0,Condo,25/06/2024,599000.0
R2899468,2,2,"1200 Alberni St, Vancouver, BC, Canada",888.0,1,2358.0,977.0,1996.0,Condo,25/06/2024,868000.0
R2899726,3,2,"1068 15Th Ave W, Vancouver, BC, Canada",1115.0,1,4200.0,1399.0,2023.0,Townhouse,25/06/2024,1560000.0
R2900299,1,1,"555 Jervis St, Vancouver, BC, Canada",527.0,1,1727.0,1420.0,1996.0,Condo,25/06/2024,748800.0
R2899078,2,2,"198 Aquarius Mews, Vancouver, BC, Canada",1273.0,1,4566.0,1484.0,1999.0,Condo,24/06/2024,1890000.0
R2899237,2,2,"5770 Oak St, Vancouver, BC, Canada",1270.0,1,3059.0,967.0,2002.0,Condo,24/06/2024,1229000.0
R2898753,1,1,"2828 Main St, Vancouver, BC, Canada",591.0,1,1763.0,1098.0,2008.0,Condo,24/06/2024,649000.0
R2899476,3,2,"1625 E 8th Ave, Vancouver, BC, Canada",1502.0,0,6292.0,1165.0,1923.0,SingleFamily,24/06/2024,1750000.0
R2899008,2,2,"7428 Alberta St, Vancouver, BC, Canada",922.0,1,3278.0,1387.0,2019.0,Condo,24/06/2024,1279000.0
R2899095,1,1,"128 W Cordova St, Vancouver, BC, Canada",651.0,0,1769.0,967.0,2009.0,Condo,24/06/2024,629900.0
R2899032,1,1,"1133 Hornby St, Vancouver, BC, Canada",535.0,1,1774.0,1173.0,2017.0,Condo,24/06/2024,628000.0
R2899153,4,4,"207 W 19th Ave, Vancouver, BC, Canada",3083.0,2,10596.0,1070.0,1937.0,SingleFamily,24/06/2024,3300000.0
R2898935,2,2,"3538 Sawmill Cres, Vancouver, BC, Canada",833.0,1,2680.0,1152.0,2022.0,Condo,24/06/2024,959800.0
R2899370,1,1,"2268 W 12th Ave, Vancouver, BC, Canada",624.0,1,1702.0,911.0,1996.0,Condo,24/06/2024,569000.0
R2898727,5,2,"4429 W 13th Ave, Vancouver, BC, Canada",2062.0,6,11744.0,1741.0,1923.0,SingleFamily,24/06/2024,3590000.0
R2898872,1,1,"928 Homer St, Vancouver, BC, Canada",520.0,1,1821.0,1269.0,2007.0,Condo,24/06/2024,660000.0
R2898946,4,2,"3271 E Georgia St, Vancouver, BC, Canada",1429.0,3,6836.0,1083.0,1929.0,SingleFamily,24/06/2024,1549000.0
R2898718,6,5,"1591 Nanton Ave, Vancouver, BC, Canada",4979.0,6,23434.0,1340.0,1927.0,SingleFamily,24/06/2024,6675000.0
R2899896,3,3,"2710 E 1st Ave, Vancouver, BC, Canada",1550.0,0,3101.0,967.0,2024.0,MultiFamily,24/06/2024,1499777.0
R2899191,3,3,"2710 E 1st Ave, Vancouver, BC, Canada",1550.0,0,6101.0,999.0,2024.0,MultiFamily,24/06/2024,1549777.0
R2899521,1,1,"2268 W Broadway, Vancouver, BC, Canada",663.0,1,2005.0,1205.0,2008.0,Condo,24/06/2024,799000.0
R2899085,6,7,"1269 W 51st Ave, Vancouver, BC, Canada",5206.0,4,25453.0,1129.0,2007.0,SingleFamily,24/06/2024,5880000.0
R2899115,4,2,"2305 Ferndale St, Vancouver, BC, Canada",1468.0,0,6266.0,1089.0,1926.0,SingleFamily,24/06/2024,1599000.0
R2899236,4,3,"3707 W 23rd Ave, Vancouver, BC, Canada",2473.0,2,11187.0,1415.0,1997.0,SingleFamily,24/06/2024,3500000.0
R2898741,2,2,"1033 Marinaside Cres, Vancouver, BC, Canada",1359.0,2,5662.0,1838.0,2002.0,Condo,24/06/2024,2499000.0
R2898702,4,3,"6975 Prescott St, Vancouver, BC, Canada",2254.0,8,19268.0,3460.0,2024.0,SingleFamily,24/06/2024,7800000.0
R2898293,1,1,"1783 Manitoba St, Vancouver, BC, Canada",722.0,1,2533.0,1229.0,2015.0,Condo,23/06/2024,888000.0
R2898339,4,3,"3183 E Kent Ave N, Vancouver, BC, Canada",1865.0,2,4235.0,830.0,2012.0,Townhouse,23/06/2024,1549000.0
R2898520,1,1,"3088 W 41st Ave, Vancouver, BC, Canada",915.0,1,2027.0,959.0,2000.0,Condo,23/06/2024,878000.0
R2898300,8,8,"2433 W 22Nd Ave, Vancouver, BC, Canada",5435.0,1,34816.0,1431.0,2020.0,SingleFamily,23/06/2024,7780000.0
R2898663,3,1,"3680 Rae Ave, Vancouver, BC, Canada",985.0,0,1958.0,810.0,1991.0,Condo,23/06/2024,798000.0
R2898589,3,4,"2340 E 4th Ave, Vancouver, BC, Canada",1484.0,2,6951.0,1381.0,2024.0,MultiFamily,23/06/2024,2050000.0
R2898557,2,2,"128 W Cordova St, Vancouver, BC, Canada",1175.0,1,2833.0,808.0,2009.0,Condo,23/06/2024,950000.0
R2898402,1,1,"180 E 2nd Ave, Vancouver, BC, Canada",554.0,1,1791.0,1326.0,2021.0,Condo,23/06/2024,735000.0
R2898456,4,3,"3123 W 27Th Ave, Vancouver, BC, Canada",2564.0,2,10956.0,1435.0,1996.0,SingleFamily,23/06/2024,3680000.0
R2898164,2,1,"819 Hamilton St, Vancouver, BC, Canada",722.0,1,2130.0,1037.0,1998.0,Condo,23/06/2024,749000.0
R2898539,2,1,"2015 Haro St, Vancouver, BC, Canada",1069.0,1,1989.0,830.0,1948.0,Condo,23/06/2024,888000.0
R2898918,0,1,"1289 Hornby St, Vancouver, BC, Canada",452.0,0,1952.0,1438.0,2022.0,Condo,23/06/2024,650000.0
R2898156,1,1,"1484 Charles St, Vancouver, BC, Canada",671.0,1,1683.0,892.0,1975.0,Condo,23/06/2024,599000.0
R2898535,3,2,"1088 Quebec St, Vancouver, BC, Canada",1496.0,2,4202.0,1102.0,1997.0,Condo,23/06/2024,1649000.0
R2898264,1,1,"53 W Hastings St, Vancouver, BC, Canada",764.0,0,1674.0,719.0,2008.0,Condo,23/06/2024,550000.0
R2898590,3,4,"2338 4Th Ave E, Vancouver, BC, Canada",1568.0,2,6951.0,1307.0,2024.0,MultiFamily,23/06/2024,2050000.0
R2898181,1,1,"4550 Fraser St, Vancouver, BC, Canada",733.0,1,2144.0,1008.0,2011.0,Condo,23/06/2024,739000.0
R2898854,3,3,"582 W 16th Ave, Vancouver, BC, Canada",1697.0,0,7998.0,1413.0,1910.0,SingleFamily,23/06/2024,2398000.0
R2898466,1,1,"3557 Sawmill Cres, Vancouver, BC, Canada",660.0,1,1755.0,1012.0,2018.0,Condo,23/06/2024,668000.0
R2898538,1,1,"1188 W Pender St, Vancouver, BC, Canada",619.0,1,2077.0,1210.0,2009.0,Condo,23/06/2024,749000.0
R2898577,5,6,"2335 W 18th Ave, Vancouver, BC, Canada",4700.0,5,25076.0,1527.0,2017.0,SingleFamily,23/06/2024,7180000.0
R2898419,1,1,"1529 W 6th Ave, Vancouver, BC, Canada",824.0,1,2550.0,969.0,1997.0,Condo,23/06/2024,799000.0
R2898426,1,1,"1365 Davie St, Vancouver, BC, Canada",553.0,1,2642.0,1443.0,2021.0,Condo,23/06/2024,798000.0
R2898540,3,2,"1425 Lamey's Mill Rd, Vancouver, BC, Canada",1819.0,2,3046.0,659.0,1982.0,Condo,23/06/2024,1199000.0
R2898263,1,1,"360 E 36th Ave, Vancouver, BC, Canada",772.0,1,1718.0,841.0,1994.0,Condo,23/06/2024,649900.0
R2898487,1,1,"1055 Richards St, Vancouver, BC, Canada",593.0,1,1969.0,1264.0,2009.0,Condo,23/06/2024,749900.0
R2898455,3,2,"3820 Welwyn St, Vancouver, BC, Canada",1469.0,1,4204.0,1055.0,2006.0,Townhouse,23/06/2024,1549900.0
R2898173,1,1,"8131 Nunavut Lane, Vancouver, BC, Canada",451.0,1,1769.0,1248.0,2016.0,Condo,23/06/2024,563000.0
R2898347,5,3,"6749 Tisdall St, Vancouver, BC, Canada",3228.0,2,10643.0,1021.0,1958.0,SingleFamily,23/06/2024,3299000.0
R2898154,4,2,"2694 King Edward Ave W, Vancouver, BC, Canada",2976.0,2,9462.0,1102.0,1953.0,SingleFamily,23/06/2024,3280000.0
R2898146,4,3,"5637 Cypress St, Vancouver, BC, Canada",3981.0,3,19486.0,1223.0,1932.0,SingleFamily,23/06/2024,4870000.0
R2898212,2,2,"2103 W 45th Ave, Vancouver, BC, Canada",1032.0,1,2678.0,1114.0,2004.0,Condo,20/06/2024,1150000.0
R2898221,1,1,"1283 Howe St, Vancouver, BC, Canada",541.0,1,2183.0,1441.0,2019.0,Condo,20/06/2024,780000.0
R2897846,1,1,"2255 W 8th Ave, Vancouver, BC, Canada",695.0,1,1671.0,969.0,1975.0,Condo,20/06/2024,674000.0
R2897945,1,1,"4463 W 10th Ave, Vancouver, BC, Canada",878.0,1,2447.0,1172.0,2007.0,Condo,20/06/2024,1029600.0
R2898379,3,1,"360 E 24th Ave, Vancouver, BC, Canada",1404.0,0,6971.0,1636.0,1948.0,SingleFamily,20/06/2024,2298000.0
R2897946,2,2,"1512 Atlas Lane, Vancouver, BC, Canada",1456.0,2,4521.0,1366.0,2015.0,Townhouse,20/06/2024,1989000.0
R2898616,2,2,"4091 Springtree Dr, Vancouver, BC, Canada",1810.0,1,4096.0,845.0,1978.0,Townhouse,20/06/2024,1529900.0
R2897743,3,2,"20 W 14th Ave, Vancouver, BC, Canada",1453.0,0,4780.0,1720.0,1901.0,SingleFamily,20/06/2024,2500000.0
R2897569,3,2,"5033 Cambie St, Vancouver, BC, Canada",1277.0,2,4819.0,1331.0,2019.0,Condo,19/06/2024,1699900.0
R2897498,12,9,"1637 Angus Dr, Vancouver, BC, Canada",12195.0,12,85119.0,1065.0,1911.0,SingleFamily,19/06/2024,12988000.0
R2897529,2,2,"5728 Berton Ave, Vancouver, BC, Canada",883.0,1,1596.0,1131.0,2013.0,Condo,19/06/2024,999000.0
R2897539,2,2,"1255 Seymour St, Vancouver, BC, Canada",915.0,1,3091.0,1310.0,2008.0,Condo,19/06/2024,1198800.0
R2897870,2,2,"555 Abbott St, Vancouver, BC, Canada",1068.0,2,2628.0,1029.0,1995.0,Condo,19/06/2024,1099000.0
R2897580,6,2,"153 Se Marine Dr, Vancouver, BC, Canada",1800.0,3,5801.0,1037.0,9999.0,SingleFamily,19/06/2024,1868000.0
R2897353,6,4,"2764 W 17th Ave, Vancouver, BC, Canada",1851.0,0,8020.0,1404.0,1948.0,SingleFamily,19/06/2024,2599000.0
R2897256,2,2,"688 Abbott St, Vancouver, BC, Canada",912.0,1,2503.0,1095.0,2007.0,Condo,19/06/2024,999000.0
R2897517,2,2,"938 Nelson St, Vancouver, BC, Canada",1076.0,2,3887.0,1486.0,2001.0,Condo,19/06/2024,1599000.0
R2897969,1,1,"1212 Howe St, Vancouver, BC, Canada",603.0,1,1655.0,1026.0,2008.0,Condo,19/06/2024,619000.0
R2897321,3,2,"278 E 55th Ave, Vancouver, BC, Canada",1740.0,2,6781.0,1143.0,1960.0,SingleFamily,19/06/2024,1990000.0
R2898584,5,2,"4570 W 4th Ave, Vancouver, BC, Canada",3556.0,5,10770.0,1037.0,1981.0,SingleFamily,19/06/2024,3688000.0
R2897913,2,3,"861 Richards St, Vancouver, BC, Canada",1651.0,1,4318.0,1107.0,2010.0,Townhouse,19/06/2024,1828000.0
R2897050,1,1,"1221 Bidwell St, Vancouver, BC, Canada",549.0,1,2344.0,2003.0,2013.0,Condo,18/06/2024,1099999.0
R2896994,2,2,"1415 W Georgia St, Vancouver, BC, Canada",1375.0,1,3370.0,799.0,1990.0,Condo,18/06/2024,1099000.0
R2896842,1,1,"68 Smithe St, Vancouver, BC, Canada",518.0,0,1764.0,1330.0,2016.0,Condo,18/06/2024,689000.0
R2896692,1,1,"1330 Burrard St, Vancouver, BC, Canada",482.0,0,1319.0,1033.0,1982.0,Condo,18/06/2024,498000.0
R2896889,2,2,"3479 Wesbrook Mall, Vancouver, BC, Canada",1008.0,1,1716.0,1050.0,2011.0,Condo,18/06/2024,1059000.0
R2896849,6,7,"6615 Balsam St, Vancouver, BC, Canada",6912.0,0,23299.0,2575.0,2024.0,SingleFamily,18/06/2024,17800000.0
R2897395,4,3,"4606 Knight St, Vancouver, BC, Canada",2060.0,1,7181.0,951.0,1948.0,SingleFamily,18/06/2024,1959999.0
R2896689,1,1,"87 Nelson St, Vancouver, BC, Canada",534.0,0,2318.0,1683.0,2019.0,Condo,18/06/2024,899000.0
R2897156,6,2,"6062 Macdonald St, Vancouver, BC, Canada",3377.0,0,15404.0,1889.0,1929.0,SingleFamily,18/06/2024,6380000.0
R2897157,1,1,"2141 E Hastings St, Vancouver, BC, Canada",592.0,1,1677.0,1011.0,2016.0,Condo,18/06/2024,599000.0
R2897053,2,2,"2689 Kingsway, Vancouver, BC, Canada",745.0,1,1989.0,977.0,2014.0,Condo,18/06/2024,728000.0
R2897206,3,3,"3451 Sawmill Cres, Vancouver, BC, Canada",1536.0,2,3935.0,876.0,2020.0,Condo,18/06/2024,1346000.0
R2897572,2,1,"189 National Ave, Vancouver, BC, Canada",946.0,1,2172.0,918.0,2005.0,Condo,18/06/2024,869000.0
R2896789,1,1,"8131 Nunavut Lane, Vancouver, BC, Canada",452.0,1,1727.0,1260.0,2016.0,Condo,18/06/2024,569900.0
R2896193,6,5,"4085 Puget Dr, Vancouver, BC, Canada",4664.0,3,29027.0,1393.0,2012.0,SingleFamily,17/06/2024,6500000.0
R2896512,7,7,"2128 W 21st Ave, Vancouver, BC, Canada",4842.0,3,13384.0,1443.0,2024.0,SingleFamily,17/06/2024,6988000.0
R2896495,6,4,"7007 Main St, Vancouver, BC, Canada",1589.0,4,6492.0,1101.0,2003.0,SingleFamily,17/06/2024,1749900.0
R2896127,2,2,"1011 W Cordova St, Vancouver, BC, Canada",1639.0,1,8337.0,2250.0,2010.0,Condo,17/06/2024,3689000.0
R2896273,4,5,"5182 Aberdeen St, Vancouver, BC, Canada",1502.0,2,4722.0,1057.0,2022.0,MultiFamily,17/06/2024,1588000.0
R2896512,7,7,"2128 21St Ave W, Vancouver, BC, Canada",5042.0,3,13384.0,1385.0,2024.0,SingleFamily,18/06/2024,6988000.0
R2897122,1,1,"1808 W 3rd Ave, Vancouver, BC, Canada",618.0,1,2008.0,1228.0,2010.0,Condo,17/06/2024,759000.0
R2896476,1,1,"161 W Georgia St, Vancouver, BC, Canada",591.0,1,1894.0,1098.0,2012.0,Condo,17/06/2024,649000.0
R2896179,2,1,"560 Cardero St, Vancouver, BC, Canada",1429.0,1,5333.0,1741.0,1998.0,Condo,17/06/2024,2488000.0
R2896334,2,2,"3563 Ross Dr, Vancouver, BC, Canada",926.0,1,2071.0,1274.0,2020.0,Condo,17/06/2024,1180000.0
R2898403,7,4,"5358 Mchardy St, Vancouver, BC, Canada",2003.0,0,5366.0,2046.0,2015.0,SingleFamily,17/06/2024,4100000.0
R2896208,1,1,"8588 Cornish St, Vancouver, BC, Canada",541.0,1,1627.0,1160.0,2014.0,Condo,17/06/2024,628000.0
R2896326,3,2,"5380 Oben St, Vancouver, BC, Canada",1104.0,1,2294.0,842.0,2006.0,Condo,17/06/2024,929800.0
R2898411,9,3,"5372 Mchardy St, Vancouver, BC, Canada",1852.0,2,7070.0,2159.0,2006.0,SingleFamily,17/06/2024,4000000.0
R2896403,4,2,"3055 E 24th Ave, Vancouver, BC, Canada",1848.0,4,6573.0,1000.0,1955.0,SingleFamily,17/06/2024,1849000.0
R2895996,3,2,"2221 E 30th Ave, Vancouver, BC, Canada",885.0,1,2447.0,1004.0,2018.0,Condo,17/06/2024,888888.0
R2896729,6,2,"1639 E 59Th Ave, Vancouver, BC, Canada",2367.0,1,7513.0,836.0,1959.0,SingleFamily,17/06/2024,1980000.0
R2897549,6,2,"3592 E 29th Ave, Vancouver, BC, Canada",1919.0,4,6268.0,1188.0,1931.0,SingleFamily,17/06/2024,2280000.0
R2896389,2,2,"1383 Marinaside Cres, Vancouver, BC, Canada",1285.0,1,4841.0,1400.0,1998.0,Condo,17/06/2024,1799000.0
R2895583,2,2,"1688 Cypress St, Vancouver, BC, Canada",889.0,1,2350.0,1111.0,1995.0,Condo,17/06/2024,988000.0
R2896259,1,1,"1133 Homer St, Vancouver, BC, Canada",735.0,1,2247.0,1040.0,2008.0,Condo,17/06/2024,765000.0
R2896604,3,2,"3170 26Th Ave W, Vancouver, BC, Canada",1199.0,1,6038.0,1833.0,2023.0,MultiFamily,17/06/2024,2198000.0
R2897366,0,7,"1178 Laurier Ave, Vancouver, BC, Canada",8515.0,3,67880.0,1738.0,1999.0,SingleFamily,17/06/2024,14800000.0
R2896823,2,2,"928 Homer St, Vancouver, BC, Canada",1033.0,1,3476.0,1345.0,2006.0,Condo,17/06/2024,1390000.0
R2897868,5,3,"3268 E 1st Ave, Vancouver, BC, Canada",2385.0,2,6476.0,1593.0,1964.0,SingleFamily,17/06/2024,3800000.0
