,type,taxes,area,garage,pricePerSqFt,mlsNumber,lotSize,levels,built,maintenance,address,bath,beds,parking,listingDate,listingPrice
320,Apartment/Condominium,"$1,774",535 sqft,Yes,"$1,173",R2899032,,Residential,2017,,"1705 - 1133 Hornby St, Vancouver, BC",1,1,1,24/06/2024,"$628,000"
321,Single Family Residence,"$10,596",3083 sqft,Yes,"$1,070",R2899153,,Residential,1937,,"207 W 19th Ave, Vancouver, BC",4,4,2,24/06/2024,"$3,300,000"
322,Apartment/Condominium,"$2,680",833 sqft,Yes,"$1,152",R2898935,,Residential,2022,,"2206 - 3538 Sawmill Cres, Vancouver, BC",2,2,1,24/06/2024,"$959,800"
323,Apartment/Condominium,"$1,702",624 sqft,Yes,$911,R2899370,,Residential,1996,,"102 - 2268 W 12th Ave, Vancouver, BC",1,1,1,24/06/2024,"$569,000"
324,Single Family Residence,"$11,744",2062 sqft,No,"$1,741",R2898727,,Residential,1923,,"4429 W 13th Ave, Vancouver, BC",2,5,6,24/06/2024,"$3,590,000"
325,Apartment/Condominium,"$1,821",520 sqft,Yes,"$1,269",R2898872,,Residential,2007,,"2309 - 928 Homer St, Vancouver, BC",1,1,1,24/06/2024,"$660,000"
326,Single Family Residence,"$6,836",1429 sqft,No,"$1,083",R2898946,,Residential,1929,,"3271 E Georgia St, Vancouver, BC",2,4,3,24/06/2024,"$1,549,000"
327,Single Family Residence,"$23,434",4979 sqft,Yes,"$1,340",R2898718,,Residential,1927,,"1591 Nanton Ave, Vancouver, BC",5,6,6,24/06/2024,"$6,675,000"
328,Multi Family,"$3,101",1550 sqft,Yes,$967,R2899896,,Residential,2024,,"1 - 2710 E 1st Ave, Vancouver, BC",3,3,0,24/06/2024,"$1,499,777"
329,Multi Family,"$6,101",1550 sqft,Yes,$999,R2899191,,Residential,2024,,"2 - 2710 E 1st Ave, Vancouver, BC",3,3,0,24/06/2024,"$1,549,777"
330,Apartment/Condominium,"$2,005",663 sqft,Yes,"$1,205",R2899521,,Residential,2008,,"517 - 2268 W Broadway, Vancouver, BC",1,1,1,24/06/2024,"$799,000"
331,Single Family Residence,"$25,453",5206 sqft,Yes,"$1,129",R2899085,,Residential,2007,,"1269 W 51st Ave, Vancouver, BC",7,6,4,24/06/2024,"$5,880,000"
332,Single Family Residence,"$6,266",1468 sqft,No,"$1,089",R2899115,,Residential,1926,,"2305 Ferndale St, Vancouver, BC",2,4,0,24/06/2024,"$1,599,000"
333,Single Family Residence,"$11,187",2473 sqft,Yes,"$1,415",R2899236,,Residential,1997,,"3707 W 23rd Ave, Vancouver, BC",3,4,2,24/06/2024,"$3,500,000"
334,Apartment/Condominium,"$5,662",1359 sqft,Yes,"$1,838",R2898741,,Residential,2002,,"3902 - 1033 Marinaside Cres, Vancouver, BC",2,2,2,24/06/2024,"$2,499,000"
335,Single Family Residence,"$19,268",2254 sqft,No,"$3,460",R2898702,,Residential,2024,,"6975 Prescott St, Vancouver, BC",3,4,8,24/06/2024,"$7,800,000"
336,Apartment/Condominium,"$2,533",722 sqft,Yes,"$1,229",R2898293,,Residential,2015,,"PH1705 - 1783 Manitoba St, Vancouver, BC",1,1,1,23/06/2024,"$888,000"
337,Townhouse,"$4,235",1865 sqft,Yes,$830,R2898339,,Residential,2012,,"3183 E Kent Ave N, Vancouver, BC",3,4,2,23/06/2024,"$1,549,000"
338,Apartment/Condominium,"$2,027",915 sqft,Yes,$959,R2898520,,Residential,2000,,"201 - 3088 W 41st Ave, Vancouver, BC",1,1,1,23/06/2024,"$878,000"
339,Single Family Residence,"$34,816",5435 sqft,No,"$1,431",R2898300,,Residential,2020,,"2433 W 22 Nd Ave, Vancouver, BC",8,8,1,23/06/2024,"$7,780,000"
340,Apartment/Condominium,"$1,958",985 sqft,No,$810,R2898663,,Residential,1991,,"102 - 3680 Rae Ave, Vancouver, BC",1,3,0,23/06/2024,"$798,000"
341,Multi Family,"$6,951",1484 sqft,Yes,"$1,381",R2898589,,Residential,2024,,"2340 E 4th Ave, Vancouver, BC",4,3,2,23/06/2024,"$2,050,000"
342,Apartment/Condominium,"$2,833",1175 sqft,Yes,$808,R2898557,,Residential,2009,,"1406 - 128 W Cordova St, Vancouver, BC",2,2,1,23/06/2024,"$950,000"
343,Apartment/Condominium,"$1,791",554 sqft,Yes,"$1,326",R2898402,,Residential,2021,,"816 - 180 E 2nd Ave, Vancouver, BC",1,1,1,23/06/2024,"$735,000"
344,Single Family Residence,"$10,956",2564 sqft,Yes,"$1,435",R2898456,,Residential,1996,,"3123 W 27 Th Ave, Vancouver, BC",3,4,2,23/06/2024,"$3,680,000"
345,Apartment/Condominium,"$2,130",722 sqft,Yes,"$1,037",R2898164,,Residential,1998,,"1304 - 819 Hamilton St, Vancouver, BC",1,2,1,23/06/2024,"$749,000"
346,Apartment/Condominium,"$1,989",1069 sqft,Yes,$830,R2898539,,Residential,1948,,"104 - 2015 Haro St, Vancouver, BC",1,2,1,23/06/2024,"$888,000"
347,Apartment/Condominium,"$1,952",452 sqft,No,"$1,438",R2898918,,Residential,2022,,"2103 - 1289 Hornby St, Vancouver, BC",1,0,0,23/06/2024,"$650,000"
348,Apartment/Condominium,"$1,683",671 sqft,Yes,$892,R2898156,,Residential,1975,,"303 - 1484 Charles St, Vancouver, BC",1,1,1,23/06/2024,"$599,000"
349,Apartment/Condominium,"$4,202",1496 sqft,Yes,"$1,102",R2898535,,Residential,1997,,"1506 - 1088 Quebec St, Vancouver, BC",2,3,2,23/06/2024,"$1,649,000"
350,Apartment/Condominium,"$1,674",764 sqft,No,$719,R2898264,,Residential,2008,,"408 - 53 W Hastings St, Vancouver, BC",1,1,0,23/06/2024,"$550,000"
351,Multi Family,"$6,951",1568 sqft,Yes,"$1,307",R2898590,,Residential,2024,,"2338 4 Th Ave E, Vancouver, BC",4,3,2,23/06/2024,"$2,050,000"
352,Apartment/Condominium,"$2,144",733 sqft,Yes,"$1,008",R2898181,,Residential,2011,,"405 - 4550 Fraser St, Vancouver, BC",1,1,1,23/06/2024,"$739,000"
353,Single Family Residence,"$7,998",1697 sqft,No,"$1,413",R2898854,,Residential,1910,,"582 W 16th Ave, Vancouver, BC",3,3,0,23/06/2024,"$2,398,000"
354,Apartment/Condominium,"$1,755",660 sqft,Yes,"$1,012",R2898466,,Residential,2018,,"510 - 3557 Sawmill Cres, Vancouver, BC",1,1,1,23/06/2024,"$668,000"
355,Apartment/Condominium,,3019 sqft,Yes,"$4,471",R2900185,,Residential,2023,,"3902 - 1568 Alberni St, Vancouver, BC",4,3,2,23/06/2024,"$13,500,000"
356,Apartment/Condominium,"$2,077",619 sqft,Yes,"$1,210",R2898538,,Residential,2009,,"902 - 1188 W Pender St, Vancouver, BC",1,1,1,23/06/2024,"$749,000"
357,Single Family Residence,"$25,076",4700 sqft,Yes,"$1,527",R2898577,,Residential,2017,,"2335 W 18th Ave, Vancouver, BC",6,5,5,23/06/2024,"$7,180,000"
358,Apartment/Condominium,"$2,550",824 sqft,Yes,$969,R2898419,,Residential,1997,,"508 - 1529 W 6th Ave, Vancouver, BC",1,1,1,23/06/2024,"$799,000"
359,Apartment/Condominium,"$2,642",553 sqft,Yes,"$1,443",R2898426,,Residential,2021,,"1101 - 1365 Davie St, Vancouver, BC",1,1,1,23/06/2024,"$798,000"
360,Apartment/Condominium,"$3,046",1819 sqft,Yes,$659,R2898540,,Residential,1982,,"16 - 1425 Lamey's Mill Rd, Vancouver, BC",2,3,2,23/06/2024,"$1,199,000"
361,Apartment/Condominium,"$1,718",772 sqft,Yes,$841,R2898263,,Residential,1994,,"303 - 360 E 36th Ave, Vancouver, BC",1,1,1,23/06/2024,"$649,900"
362,Apartment/Condominium,"$1,969",593 sqft,Yes,"$1,264",R2898487,,Residential,2009,,"312 - 1055 Richards St, Vancouver, BC",1,1,1,23/06/2024,"$749,900"
363,Townhouse,"$4,204",1469 sqft,Yes,"$1,055",R2898455,,Residential,2006,,"3820 Welwyn St, Vancouver, BC",2,3,1,23/06/2024,"$1,549,900"
364,Apartment/Condominium,"$1,769",451 sqft,Yes,"$1,248",R2898173,,Residential,2016,,"2705 - 8131 Nunavut Lane, Vancouver, BC",1,1,1,23/06/2024,"$563,000"
365,Single Family Residence,"$10,643",3228 sqft,Yes,"$1,021",R2898347,,Residential,1958,,"6749 Tisdall St, Vancouver, BC",3,5,2,23/06/2024,"$3,299,000"
366,Single Family Residence,"$9,462",2976 sqft,No,"$1,102",R2898154,,Residential,1953,,"2694 King Edward Ave W, Vancouver, BC",2,4,2,23/06/2024,"$3,280,000"
367,Single Family Residence,"$19,486",3981 sqft,Yes,"$1,223",R2898146,,Residential,1932,,"5637 Cypress St, Vancouver, BC",3,4,3,23/06/2024,"$4,870,000"
368,Apartment/Condominium,"$2,678",1032 sqft,Yes,"$1,114",R2898212,,Residential,2004,,"406 - 2103 W 45th Ave, Vancouver, BC",2,2,1,20/06/2024,"$1,150,000"
369,Apartment/Condominium,"$2,183",541 sqft,Yes,"$1,441",R2898221,,Residential,2019,,"3701 - 1283 Howe St, Vancouver, BC",1,1,1,20/06/2024,"$780,000"
370,Apartment/Condominium,"$1,671",695 sqft,Yes,$969,R2897846,,Residential,1975,,"206 - 2255 W 8th Ave, Vancouver, BC",1,1,1,20/06/2024,"$674,000"
371,Apartment/Condominium,"$2,447",878 sqft,Yes,"$1,172",R2897945,,Residential,2007,,"304 - 4463 W 10th Ave, Vancouver, BC",1,1,1,20/06/2024,"$1,029,600"
372,Single Family Residence,"$6,971",1404 sqft,No,"$1,636",R2898379,,Residential,1948,,"360 E 24th Ave, Vancouver, BC",1,3,0,20/06/2024,"$2,298,000"
373,Townhouse,"$4,521",1456 sqft,Yes,"$1,366",R2897946,,Residential,2015,,"1512 Atlas Lane, Vancouver, BC",2,2,2,20/06/2024,"$1,989,000"
374,Townhouse,"$4,096",1810 sqft,No,$845,R2898616,,Residential,1978,,"4091 Springtree Dr, Vancouver, BC",2,2,1,20/06/2024,"$1,529,900"
375,Single Family Residence,"$4,780",1453 sqft,No,"$1,720",R2897743,,Residential,1901,,"20 W 14th Ave, Vancouver, BC",2,3,0,20/06/2024,"$2,500,000"
376,Apartment/Condominium,"$4,819",1277 sqft,Yes,"$1,331",R2897569,,Residential,2019,,"603 - 5033 Cambie St, Vancouver, BC",2,3,2,19/06/2024,"$1,699,900"
377,Single Family Residence,"$85,119",12195 sqft,Yes,"$1,065",R2897498,,Residential,1911,,"1637 Angus Dr, Vancouver, BC",9,12,12,19/06/2024,"$12,988,000"
378,Apartment/Condominium,"$1,596",883 sqft,Yes,"$1,131",R2897529,,Residential,2013,,"201 - 5728 Berton Ave, Vancouver, BC",2,2,1,19/06/2024,"$999,000"
379,Apartment/Condominium,"$3,091",915 sqft,Yes,"$1,310",R2897539,,Residential,2008,,"2702 - 1255 Seymour St, Vancouver, BC",2,2,1,19/06/2024,"$1,198,800"
380,Apartment/Condominium,"$2,628",1068 sqft,Yes,"$1,029",R2897870,,Residential,1995,,"508 - 555 Abbott St, Vancouver, BC",2,2,2,19/06/2024,"$1,099,000"
381,Single Family Residence,"$5,801",1800 sqft,No,"$1,037",R2897580,,Residential,9999,,"153 Se Marine Dr, Vancouver, BC",2,6,3,19/06/2024,"$1,868,000"
382,Single Family Residence,"$8,020",1851 sqft,No,"$1,404",R2897353,,Residential,1948,,"2764 W 17th Ave, Vancouver, BC",4,6,0,19/06/2024,"$2,599,000"
383,Apartment/Condominium,"$2,503",912 sqft,Yes,"$1,095",R2897256,,Residential,2007,,"2307 - 688 Abbott St, Vancouver, BC",2,2,1,19/06/2024,"$999,000"
384,Apartment/Condominium,"$3,887",1076 sqft,Yes,"$1,486",R2897517,,Residential,2001,,"3201 - 938 Nelson St, Vancouver, BC",2,2,2,19/06/2024,"$1,599,000"
385,Apartment/Condominium,,702 sqft,Yes,"$1,922",R2897404,,Residential,2023,,"303 - 1568 Alberni St, Vancouver, BC",1,1,1,19/06/2024,"$1,349,900"
386,Multi Family,,1602 sqft,Yes,"$1,615",R2897557,,Residential,2024,,"1 - 730 W 17 Th Ave, Vancouver, BC",3,3,0,19/06/2024,"$2,588,000"
387,Apartment/Condominium,"$1,655",603 sqft,Yes,"$1,026",R2897969,,Residential,2008,,"1402 - 1212 Howe St, Vancouver, BC",1,1,1,19/06/2024,"$619,000"
388,Single Family Residence,"$6,781",1740 sqft,No,"$1,143",R2897321,,Residential,1960,,"278 E 55th Ave, Vancouver, BC",2,3,2,19/06/2024,"$1,990,000"
389,Multi Family,,1559 sqft,Yes,"$1,128",R2897585,,Residential,2024,,"2 - 1019 E 39th Ave, Vancouver, BC",3,3,1,19/06/2024,"$1,759,000"
390,Single Family Residence,"$10,770",3556 sqft,Yes,"$1,037",R2898584,,Residential,1981,,"4570 W 4th Ave, Vancouver, BC",2,5,5,19/06/2024,"$3,688,000"
391,Townhouse,"$4,318",1651 sqft,Yes,"$1,107",R2897913,,Residential,2010,,"861 Richards St, Vancouver, BC",3,2,1,19/06/2024,"$1,828,000"
392,Apartment/Condominium,"$2,344",549 sqft,Yes,"$2,003",R2897050,,Residential,2013,,"1207 - 1221 Bidwell St, Vancouver, BC",1,1,1,18/06/2024,"$1,099,999"
393,Multi Family,,1363 sqft,Yes,"$1,238",R2897007,,Residential,2023,,"6920 Ross St, Vancouver, BC",2,3,1,18/06/2024,"$1,688,000"
394,Apartment/Condominium,"$3,370",1375 sqft,Yes,$799,R2896994,,Residential,1990,,"604 - 1415 W Georgia St, Vancouver, BC",2,2,1,18/06/2024,"$1,099,000"
395,Apartment/Condominium,"$1,764",518 sqft,Yes,"$1,330",R2896842,,Residential,2016,,"715 - 68 Smithe St, Vancouver, BC",1,1,0,18/06/2024,"$689,000"
396,Apartment/Condominium,"$1,319",482 sqft,Yes,"$1,033",R2896692,,Residential,1982,,"602 - 1330 Burrard St, Vancouver, BC",1,1,0,18/06/2024,"$498,000"
397,Apartment/Condominium,"$1,716",1008 sqft,Yes,"$1,050",R2896889,,Residential,2011,,"105 - 3479 Wesbrook Mall, Vancouver, BC",2,2,1,18/06/2024,"$1,059,000"
398,Single Family Residence,"$23,299",6912 sqft,Yes,"$2,575",R2896849,,Residential,2024,,"6615 Balsam St, Vancouver, BC",7,6,0,18/06/2024,"$17,800,000"
399,Single Family Residence,"$7,181",2060 sqft,Yes,$951,R2897395,,Residential,1948,,"4606 Knight St, Vancouver, BC",3,4,1,18/06/2024,"$1,959,999"
400,Apartment/Condominium,"$2,318",534 sqft,Yes,"$1,683",R2896689,,Residential,2019,,"1783 - 87 Nelson St, Vancouver, BC",1,1,0,18/06/2024,"$899,000"
401,Single Family Residence,"$15,404",3377 sqft,No,"$1,889",R2897156,,Residential,1929,,"6062 Macdonald St, Vancouver, BC",2,6,0,18/06/2024,"$6,380,000"
402,Apartment/Condominium,"$1,677",592 sqft,Yes,"$1,011",R2897157,,Residential,2016,,"303 - 2141 E Hastings St, Vancouver, BC",1,1,1,18/06/2024,"$599,000"
403,Townhouse,,1154 sqft,Yes,"$1,291",R2897625,,Residential,2024,,"8335 French St, Vancouver, BC",3,3,1,18/06/2024,"$1,489,900"
404,Apartment/Condominium,"$1,989",745 sqft,Yes,$977,R2897053,,Residential,2014,,"1105 - 2689 Kingsway, Vancouver, BC",2,2,1,18/06/2024,"$728,000"
405,Apartment/Condominium,"$3,935",1536 sqft,Yes,$876,R2897206,,Residential,2020,,"902 - 3451 Sawmill Cres, Vancouver, BC",3,3,2,18/06/2024,"$1,346,000"
406,Apartment/Condominium,"$2,172",946 sqft,Yes,$918,R2897572,,Residential,2005,,"306 - 189 National Ave, Vancouver, BC",1,2,1,18/06/2024,"$869,000"
407,Apartment/Condominium,"$1,727",452 sqft,Yes,"$1,260",R2896789,,Residential,2016,,"3009 - 8131 Nunavut Lane, Vancouver, BC",1,1,1,18/06/2024,"$569,900"
408,Single Family Residence,"$29,027",4664 sqft,Yes,"$1,393",R2896193,,Residential,2012,,"4085 Puget Dr, Vancouver, BC",5,6,3,17/06/2024,"$6,500,000"
409,Single Family Residence,"$13,384",4842 sqft,Yes,"$1,443",R2896512,,Residential,2024,,"2128 W 21st Ave, Vancouver, BC",7,7,3,17/06/2024,"$6,988,000"
410,Single Family Residence,"$6,492",1589 sqft,Yes,"$1,101",R2896495,,Residential,2003,,"7007 Main St, Vancouver, BC",4,6,4,17/06/2024,"$1,749,900"
411,Apartment/Condominium,"$8,337",1639 sqft,Yes,"$2,250",R2896127,,Residential,2010,,"2407 - 1011 W Cordova St, Vancouver, BC",2,2,1,17/06/2024,"$3,689,000"
412,Multi Family,"$4,722",1502 sqft,Yes,"$1,057",R2896273,,Residential,2022,,"5182 Aberdeen St, Vancouver, BC",5,4,2,17/06/2024,"$1,588,000"
413,Single Family Residence,"$13,384",5042 sqft,Yes,"$1,385",R2896512,,Residential,2024,,"2128 21 St Ave W, Vancouver, BC",7,7,3,18/06/2024,"$6,988,000"
414,Apartment/Condominium,"$2,008",618 sqft,Yes,"$1,228",R2897122,,Residential,2010,,"502 - 1808 W 3rd Ave, Vancouver, BC",1,1,1,17/06/2024,"$759,000"
415,Apartment/Condominium,"$1,894",591 sqft,Yes,"$1,098",R2896476,,Residential,2012,,"1215 - 161 W Georgia St, Vancouver, BC",1,1,1,17/06/2024,"$649,000"
416,Apartment/Condominium,"$5,333",1429 sqft,Yes,"$1,741",R2896179,,Residential,1998,,"306 - 560 Cardero St, Vancouver, BC",1,2,1,17/06/2024,"$2,488,000"
417,Apartment/Condominium,"$2,071",926 sqft,Yes,"$1,274",R2896334,,Residential,2020,,"422 - 3563 Ross Dr, Vancouver, BC",2,2,1,17/06/2024,"$1,180,000"
418,Single Family Residence,"$5,366",2003 sqft,No,"$2,046",R2898403,,Residential,2015,,"5358 Mchardy St, Vancouver, BC",4,7,0,17/06/2024,"$4,100,000"
419,Townhouse,,1248 sqft,Yes,"$1,033",R2896833,,Residential,2024,,"1373 24 Th Ave E, Vancouver, BC",2,2,1,17/06/2024,"$1,290,000"
420,Apartment/Condominium,"$1,627",541 sqft,Yes,"$1,160",R2896208,,Residential,2014,,"903 - 8588 Cornish St, Vancouver, BC",1,1,1,17/06/2024,"$628,000"
421,Multi Family,,1756 sqft,Yes,"$1,019",R2896648,,Residential,2024,,"2033 E 35th Ave, Vancouver, BC",4,4,2,17/06/2024,"$1,790,000"
422,Apartment/Condominium,"$2,294",1104 sqft,Yes,$842,R2896326,,Residential,2006,,"407 - 5380 Oben St, Vancouver, BC",2,3,1,17/06/2024,"$929,800"
423,Single Family Residence,"$7,070",1852 sqft,Yes,"$2,159",R2898411,,Residential,2006,,"5372 Mchardy St, Vancouver, BC",3,9,2,17/06/2024,"$4,000,000"
424,Single Family Residence,"$6,573",1848 sqft,Yes,"$1,000",R2896403,,Residential,1955,,"3055 E 24th Ave, Vancouver, BC",2,4,4,17/06/2024,"$1,849,000"
425,Multi Family,,1091 sqft,No,"$1,006",R2896718,,Residential,2024,,"2390 38 Th Ave E, Vancouver, BC",2,3,0,17/06/2024,"$1,098,000"
426,Apartment/Condominium,"$2,447",885 sqft,Yes,"$1,004",R2895996,,Residential,2018,,"509 - 2221 E 30th Ave, Vancouver, BC",2,3,1,17/06/2024,"$888,888"
427,Single Family Residence,"$7,513",2367 sqft,Yes,$836,R2896729,,Residential,1959,,"1639 E 59 Th Ave, Vancouver, BC",2,6,1,17/06/2024,"$1,980,000"
428,Single Family Residence,"$6,268",1919 sqft,Yes,"$1,188",R2897549,,Residential,1931,,"3592 E 29th Ave, Vancouver, BC",2,6,4,17/06/2024,"$2,280,000"
429,Apartment/Condominium,,1984 sqft,Yes,"$2,157",R2896872,,Residential,2024,,"1004 - 1601 Quebec St, Vancouver, BC",2,2,2,17/06/2024,"$4,279,900"
430,Apartment/Condominium,"$4,841",1285 sqft,Yes,"$1,400",R2896389,,Residential,1998,,"2003 - 1383 Marinaside Cres, Vancouver, BC",2,2,1,17/06/2024,"$1,799,000"
431,Multi Family,,2074 sqft,Yes,$958,R2897347,,Residential,2024,,"5198 Spencer St, Vancouver, BC",3,5,3,17/06/2024,"$1,988,000"
432,Apartment/Condominium,"$2,350",889 sqft,Yes,"$1,111",R2895583,,Residential,1995,,"307 - 1688 Cypress St, Vancouver, BC",2,2,1,17/06/2024,"$988,000"
433,Apartment/Condominium,"$2,247",735 sqft,Yes,"$1,040",R2896259,,Residential,2008,,"323 - 1133 Homer St, Vancouver, BC",1,1,1,17/06/2024,"$765,000"
434,Multi Family,"$6,038",1199 sqft,Yes,"$1,833",R2896604,,Residential,2023,,"3170 26 Th Ave W, Vancouver, BC",2,3,1,17/06/2024,"$2,198,000"
435,Townhouse,,1248 sqft,Yes,"$1,040",R2896814,,Residential,2024,,"1365 24 Th Ave E, Vancouver, BC",2,2,1,17/06/2024,"$1,299,000"
436,Single Family Residence,"$67,880",8515 sqft,Yes,"$1,738",R2897366,,Residential,1999,,"1178 Laurier Ave, Vancouver, BC",7,0,3,17/06/2024,"$14,800,000"
437,Apartment/Condominium,"$3,476",1033 sqft,Yes,"$1,345",R2896823,,Residential,2006,,"3005 - 928 Homer St, Vancouver, BC",2,2,1,17/06/2024,"$1,390,000"
438,Single Family Residence,"$6,476",2385 sqft,No,"$1,593",R2897868,,Residential,1964,,"3268 E 1st Ave, Vancouver, BC",3,5,2,17/06/2024,"$3,800,000"
439,Single Family Residence,"$7,727",2912 sqft,No,$676,R2896207,,Residential,1968,,"6676 Nanaimo St, Vancouver, BC",3,7,3,17/06/2024,"$1,970,000"
440,Apartment/Condominium,$940,508 sqft,Yes,$883,R2895699,,Residential,1975,,"307 - 2250 Oxford St, Vancouver, BC",1,0,1,16/06/2024,"$449,000"
441,Apartment/Condominium,"$9,236",1540 sqft,Yes,"$2,259",R2895512,,Residential,2020,,"1201 - 620 Cardero St, Vancouver, BC",2,3,1,16/06/2024,"$3,480,000"
442,Apartment/Condominium,"$1,617",878 sqft,Yes,"$1,138",R2896277,,Residential,2018,,"206 - 5687 Gray Ave, Vancouver, BC",2,2,1,16/06/2024,"$999,800"
443,Apartment/Condominium,"$2,070",575 sqft,Yes,"$1,267",R2895321,,Residential,2014,,"108 - 110 Switchmen St, Vancouver, BC",1,1,1,16/06/2024,"$729,000"
444,Single Family Residence,"$7,752",1630 sqft,No,"$1,748",R2896592,,Residential,1909,,"2265 W 14th Ave, Vancouver, BC",2,3,0,16/06/2024,"$2,850,000"
445,Apartment/Condominium,"$3,635",830 sqft,Yes,"$1,756",R2897781,,Residential,2022,,"1304 - 7433 Cambie St, Vancouver, BC",2,2,0,16/06/2024,"$1,458,000"
446,Apartment/Condominium,"$1,655",633 sqft,Yes,$867,R2895659,,Residential,2010,,"403 - 221 Union St, Vancouver, BC",1,1,1,16/06/2024,"$549,000"
447,Apartment/Condominium,"$2,742",965 sqft,Yes,"$1,243",R2895716,,Residential,1991,,"E204 - 623 W 14th Ave, Vancouver, BC",2,2,2,16/06/2024,"$1,199,900"
448,Apartment/Condominium,"$8,254",1620 sqft,Yes,"$1,820",R2895923,,Residential,2008,,"PH701 - 36 Water St, Vancouver, BC",2,2,2,16/06/2024,"$2,950,000"
449,Apartment/Condominium,"$2,633",816 sqft,Yes,"$1,335",R2895906,,Residential,1999,,"2504 - 1239 W Georgia St, Vancouver, BC",2,2,1,16/06/2024,"$1,090,000"
450,Townhouse,"$3,462",1217 sqft,Yes,"$1,380",R2895630,,Residential,1989,,"1465 Walnut St, Vancouver, BC",2,2,2,16/06/2024,"$1,680,000"
451,Apartment/Condominium,"$4,425",1227 sqft,Yes,"$1,303",R2896611,,Residential,1995,,"2703 - 388 Drake St, Vancouver, BC",2,2,2,16/06/2024,"$1,599,000"
452,Single Family Residence,"$8,100",2241 sqft,Yes,"$1,062",R2895605,,Residential,1998,,"1746 Kitchener St, Vancouver, BC",3,4,1,16/06/2024,"$2,380,000"
453,Apartment/Condominium,"$1,600",476 sqft,No,"$1,176",R2895464,,Residential,2021,,"601 - 8188 Fraser St, Vancouver, BC",1,1,0,16/06/2024,"$560,000"
454,Apartment/Condominium,"$2,163",706 sqft,Yes,$990,R2895859,,Residential,2016,,"1706 - 188 Keefer St, Vancouver, BC",2,2,1,16/06/2024,"$699,000"
455,Apartment/Condominium,"$1,630",640 sqft,Yes,$859,R2897118,,Residential,1981,,"607 - 1080 Pacific St, Vancouver, BC",1,1,1,16/06/2024,"$549,900"
456,Apartment/Condominium,"$2,063",688 sqft,Yes,"$1,261",R2895318,,Residential,2021,,"201 - 2508 Fraser St, Vancouver, BC",2,1,1,16/06/2024,"$868,000"
457,Apartment/Condominium,"$1,938",777 sqft,Yes,$988,R2895602,,Residential,2004,,"301 - 2103 W 45th Ave, Vancouver, BC",1,1,1,16/06/2024,"$768,000"
458,Apartment/Condominium,"$2,030",630 sqft,Yes,"$1,109",R2895054,,Residential,2014,,"1108 - 999 Seymour St, Vancouver, BC",1,1,1,16/06/2024,"$699,000"
459,Apartment/Condominium,"$1,475",688 sqft,Yes,"$1,043",R2896487,,Residential,2012,,"315 - 445 W 2 Nd Ave, Vancouver, BC",1,1,1,16/06/2024,"$718,000"
460,Apartment/Condominium,"$1,797",872 sqft,Yes,$711,R2895931,,Residential,1974,,"112 - 2222 Cambridge St, Vancouver, BC",1,2,1,16/06/2024,"$620,000"
461,Single Family Residence,"$25,848",4140 sqft,Yes,"$1,760",R2896178,,Residential,2018,,"3867 W 14th Ave, Vancouver, BC",7,5,3,16/06/2024,"$7,288,000"
462,Apartment/Condominium,"$2,094",592 sqft,Yes,"$1,282",R2895309,,Residential,1995,,"1403 - 555 Jervis St, Vancouver, BC",1,1,1,16/06/2024,"$759,000"
463,Apartment/Condominium,"$2,953",937 sqft,Yes,$947,R2895804,,Residential,1987,,"1202 - 1625 Hornby St, Vancouver, BC",1,2,1,16/06/2024,"$888,000"
464,Single Family Residence,"$9,377",2465 sqft,Yes,"$1,013",R2895458,,Residential,1985,,"1622 W 65th Ave, Vancouver, BC",3,5,2,16/06/2024,"$2,499,000"
465,Single Family Residence,"$23,939",6629 sqft,Yes,$902,R2896162,,Residential,2004,,"7112 Beechwood St, Vancouver, BC",8,7,4,16/06/2024,"$5,980,000"
466,Apartment/Condominium,"$2,105",602 sqft,Yes,"$1,403",R2895723,,Residential,2013,,"125 - 1777 W 7th Ave, Vancouver, BC",1,1,1,16/06/2024,"$845,000"
467,Apartment/Condominium,"$1,215",417 sqft,Yes,"$1,196",R2894781,,Residential,2002,,"308 - 969 Richards St, Vancouver, BC",1,0,0,16/06/2024,"$499,000"
468,Apartment/Condominium,"$1,446",628 sqft,Yes,$955,R2895372,,Residential,2009,,"309 - 33 W Pender St, Vancouver, BC",1,1,1,16/06/2024,"$599,800"
469,Single Family Residence,"$6,939",2036 sqft,Yes,$878,R2896154,,Residential,1994,,"3315 Charles St, Vancouver, BC",3,6,4,16/06/2024,"$1,788,888"
470,Apartment/Condominium,"$1,333",510 sqft,No,$823,R2896189,,Residential,1996,,"306 - 233 Abbott St, Vancouver, BC",1,0,0,16/06/2024,"$419,900"
471,Apartment/Condominium,"$3,952",1511 sqft,Yes,$958,R2895519,,Residential,1996,,"101 - 2045 Dunbar St, Vancouver, BC",2,3,0,16/06/2024,"$1,449,000"
472,Apartment/Condominium,"$1,972",589 sqft,Yes,"$1,188",R2896390,,Residential,2013,,"2603 - 1325 Rolston St, Vancouver, BC",1,1,1,16/06/2024,"$699,900"
473,Single Family Residence,"$11,000",2865 sqft,Yes,"$1,496",R2895443,,Residential,2016,,"3913 W 19 Th Ave, Vancouver, BC",5,4,2,16/06/2024,"$4,288,000"
474,Apartment/Condominium,"$2,333",923 sqft,Yes,"$1,060",R2895474,,Residential,1999,,"206 - 55 Alexander St, Vancouver, BC",2,2,1,16/06/2024,"$979,000"
