,type,taxes,area,garage,pricePerSqFt,mlsNumber,lotSize,levels,built,maintenance,address,bath,beds,parking,listingDate,listingPrice
159,Single Family Residence,"$3,444",1342 sqft,No,$592,R2886147,,Residential,1980,,"11944 214 St, Maple Ridge, BC",2,3,2,20/05/2024,"$794,900"
160,Single Family Residence,"$6,248",3506 sqft,Yes,$442,R2882016,,Residential,2014,,"23987 120b Ave, Maple Ridge, BC",4,6,4,12/05/2024,"$1,549,900"
161,Single Family Residence,"$19,348",9182 sqft,Yes,$618,R2883638,,Residential,2016,,"12055 265a St, Maple Ridge, BC",6,5,10,12/05/2024,"$5,680,000"
162,Single Family Residence,"$6,422",2091 sqft,Yes,$765,R2882442,,Residential,1975,,"21077 Cook Ave, Maple Ridge, BC",2,5,3,13/05/2024,"$1,599,900"
163,Apartment/Condominium,"$3,427",1605 sqft,Yes,$479,R2882360,,Residential,1991,,"318 - 22611 116 Ave, Maple Ridge, BC",2,2,1,12/05/2024,"$769,900"
164,Townhouse,"$3,242",1435 sqft,Yes,$591,R2882277,,Residential,2017,,"45 - 13260 236 St, Maple Ridge, BC",2,3,3,12/05/2024,"$848,888"
165,Townhouse,"$2,714",1155 sqft,No,$515,R2882267,,Residential,1989,,"1 - 20554 118 Ave, Maple Ridge, BC",1,2,1,12/05/2024,"$595,000"
166,Single Family Residence,"$1,394",2099 sqft,Yes,$613,R2882109,,Residential,2023,,"25065 112 Ave, Maple Ridge, BC",3,5,2,12/05/2024,"$1,288,000"
167,Single Family Residence,"$9,663",2877 sqft,No,$693,R2881929,,Residential,1954,,"11502 Wood St, Maple Ridge, BC",2,4,7,12/05/2024,"$1,995,000"
168,Single Family Residence,"$2,773",3794 sqft,Yes,$434,R2880605,,Residential,2024,,"10897 Morrisette Pl, Maple Ridge, BC",3,6,6,05/05/2024,"$1,649,999"
169,Single Family Residence,,1618 sqft,No,$617,R2875406,,Residential,1987,,"11012 Hazelwood St, Maple Ridge, BC",2,4,4,05/05/2024,"$999,000"
170,Apartment/Condominium,,700 sqft,Yes,$742,R2879499,,Residential,2024,,"117 - 11655 Fraser St, Maple Ridge, BC",1,1,2,05/05/2024,"$519,999"
171,Single Family Residence,"$3,021",4664 sqft,Yes,$374,R2878667,,Residential,2024,,"13616 Blaney Rd, Maple Ridge, BC",6,7,4,02/05/2024,"$1,748,800"
172,Single Family Residence,"$6,980",4213 sqft,Yes,$427,R2878557,,Residential,2019,,"11229 238 St, Maple Ridge, BC",4,6,4,02/05/2024,"$1,799,999"
173,Single Family Residence,"$10,075",3930 sqft,Yes,$788,R2880078,,Residential,1994,,"22689 128 Ave, Maple Ridge, BC",4,6,10,05/05/2024,"$3,099,800"
174,Single Family Residence,"$8,536",4423 sqft,Yes,$406,R2879375,,Residential,1995,,"28640 123 Ave, Maple Ridge, BC",5,6,10,05/05/2024,"$1,798,888"
175,Single Family Residence,"$7,734",4384 sqft,Yes,$364,R2878646,,Residential,2001,,"24057 Mcclure Dr, Maple Ridge, BC",3,6,6,06/05/2024,"$1,600,000"
176,Apartment/Condominium,,976 sqft,Yes,$676,R2876216,,Residential,2024,,"502 - 22575 Brown Ave, Maple Ridge, BC",2,2,1,28/04/2024,"$659,900"
177,Single Family Residence,"$7,478",4431 sqft,Yes,$394,R2876421,,Residential,2011,,"12130 Garden St, Maple Ridge, BC",5,7,5,28/04/2024,"$1,749,000"
178,Apartment/Condominium,"$1,388",890 sqft,Yes,$421,R2876606,,Residential,1976,,"219 - 12170 222 St, Maple Ridge, BC",1,2,1,28/04/2024,"$375,000"
179,Apartment/Condominium,,563 sqft,Yes,$761,R2876205,,Residential,2010,,"307 - 22858 Lougheed Highway, Maple Ridge, BC",1,1,1,28/04/2024,"$429,000"
180,Single Family Residence,"$5,703",1907 sqft,Yes,$681,R2876649,,Residential,1977,,"20881 125 Ave, Maple Ridge, BC",2,3,6,28/04/2024,"$1,299,900"
181,Single Family Residence,"$6,041",2074 sqft,Yes,$625,R2876316,,Residential,2013,,"23019 134 Loop, Maple Ridge, BC",2,3,4,28/04/2024,"$1,298,000"
182,Townhouse,,1698 sqft,Yes,$588,R2876787,,Residential,2024,,"123 - 24951 112 Ave, Maple Ridge, BC",2,4,2,28/04/2024,"$999,900"
183,Townhouse,"$2,835",1383 sqft,Yes,$650,R2878037,,Residential,2023,,"125 - 12040 Plaza St, Maple Ridge, BC",2,3,2,28/04/2024,"$899,000"
184,Single Family Residence,,3355 sqft,Yes,$506,R2872729,,Residential,2023,,"11089 Harris Dr, Maple Ridge, BC",3,4,0,18/04/2024,"$1,699,000"
185,Townhouse,,1662 sqft,Yes,$559,R2873051,,Residential,2024,,"20 - 23627 132 Ave, Maple Ridge, BC",2,3,2,18/04/2024,"$929,900"
186,Townhouse,"$4,063",1380 sqft,Yes,$688,R2874537,,Residential,2022,,"8 - 23108 Lougheed Highway, Maple Ridge, BC",2,3,2,21/04/2024,"$950,000"
187,Single Family Residence,"$7,004",3493 sqft,Yes,$463,R2873843,,Residential,2015,,"20403 Wicklund Ave, Maple Ridge, BC",3,5,4,21/04/2024,"$1,618,888"
188,Single Family Residence,"$6,274",2912 sqft,Yes,$525,R2874650,,Residential,1989,,"22877 125a Ave, Maple Ridge, BC",3,5,4,21/04/2024,"$1,529,000"
189,Multi Family,"$5,562",2532 sqft,Yes,$473,R2872803,,Residential,2000,,"12791 228a St, Maple Ridge, BC",2,5,4,18/04/2024,"$1,199,900"
190,Townhouse,,1662 sqft,No,$541,R2873048,,Residential,2024,,"19 - 23627 132 Ave, Maple Ridge, BC",3,3,2,18/04/2024,"$899,900"
191,Apartment/Condominium,,700 sqft,Yes,$725,R2874077,,Residential,2024,,"415 - 11655 Fraser St, Maple Ridge, BC",1,1,1,18/04/2024,"$508,000"
192,Single Family Residence,"$4,257",3371 sqft,Yes,$444,R2869518,,Residential,2024,,"10516 Mcveety St, Maple Ridge, BC",3,5,6,10/04/2024,"$1,499,999"
193,Single Family Residence,"$6,256",2725 sqft,Yes,$548,R2869858,,Residential,1981,,"12512 Knotts St, Maple Ridge, BC",2,3,8,11/04/2024,"$1,495,000"
194,Single Family Residence,"$7,171",4882 sqft,Yes,$450,R2869976,,Residential,1995,,"26540 126 Ave, Maple Ridge, BC",5,5,25,10/04/2024,"$2,199,900"
195,Townhouse,"$3,264",1445 sqft,Yes,$588,R2870194,,Residential,2017,,"136 - 11305 240 St, Maple Ridge, BC",2,3,2,11/04/2024,"$849,999"
196,Single Family Residence,"$3,634",2364 sqft,Yes,$480,R2869615,,Residential,9999,,"9455 Byrnes Rd, Maple Ridge, BC",1,3,6,10/04/2024,"$1,135,000"
197,Single Family Residence,"$6,439",2852 sqft,Yes,$539,R2869597,,Residential,1986,,"21445 126 Ave, Maple Ridge, BC",2,5,6,10/04/2024,"$1,539,900"
198,Apartment/Condominium,,604 sqft,Yes,$811,R2871068,,Residential,2024,,"304 - 11655 Fraser St, Maple Ridge, BC",1,1,1,11/04/2024,"$489,900"
199,Single Family Residence,"$9,703",5285 sqft,Yes,$680,R2871495,,Residential,2006,,"23447 Dogwood Ave, Maple Ridge, BC",4,6,0,11/04/2024,"$3,598,000"
200,Single Family Residence,"$6,839",3983 sqft,Yes,$396,R2865844,,Residential,2015,,"23872 110 Ave, Maple Ridge, BC",4,5,4,01/04/2024,"$1,580,000"
201,Single Family Residence,"$8,137",4448 sqft,Yes,$438,R2865173,,Residential,2011,,"13492 235 St, Maple Ridge, BC",4,5,8,31/03/2024,"$1,949,000"
202,Townhouse,"$3,299",1160 sqft,No,$581,R2865185,,Residential,1990,,"14 - 11950 Laity St, Maple Ridge, BC",2,2,2,01/04/2024,"$675,000"
203,Single Family Residence,"$5,098",1443 sqft,No,"$1,163",R2865863,,Residential,1955,,"22023 119 Ave, Maple Ridge, BC",1,3,0,02/04/2024,"$1,679,000"
204,Single Family Residence,"$4,331",1800 sqft,Yes,$721,R2865991,,Residential,1916,,"20606 113 Ave, Maple Ridge, BC",1,4,4,01/04/2024,"$1,299,000"
205,Townhouse,"$3,844",1384 sqft,Yes,$613,R2866221,,Residential,2023,,"36 - 12018 237 St, Maple Ridge, BC",2,3,2,02/04/2024,"$848,900"
206,Single Family Residence,"$4,198",1305 sqft,No,$957,R2866470,,Residential,1954,,"12184 Fletcher St, Maple Ridge, BC",2,3,10,01/04/2024,"$1,249,000"
207,Apartment/Condominium,,660 sqft,Yes,$696,R2865933,,Residential,2023,,"104 - 22575 Brown Ave, Maple Ridge, BC",1,1,1,02/04/2024,"$459,900"
208,Apartment/Condominium,,682 sqft,Yes,$744,R2861014,,Residential,2024,,"511 - 22633 Selkirk Ave, Maple Ridge, BC",1,1,1,18/03/2024,"$508,000"
209,Single Family Residence,"$3,150",5424 sqft,Yes,$405,R2861493,,Residential,2024,,"23684 131a Ave, Maple Ridge, BC",7,8,6,19/03/2024,"$2,199,999"
210,Townhouse,,1835 sqft,Yes,$643,R2862207,,Residential,2023,,"7 - 12115 203 St, Maple Ridge, BC",4,4,2,20/03/2024,"$1,180,000"
211,Single Family Residence,"$6,436",2733 sqft,Yes,$508,R2861227,,Residential,2014,,"24406 112a Ave, Maple Ridge, BC",3,4,6,18/03/2024,"$1,389,999"
212,Apartment/Condominium,,679 sqft,Yes,$706,R2863563,,Residential,2023,,"406 - 11907 223 St, Maple Ridge, BC",1,1,1,19/03/2024,"$479,999"
213,Apartment/Condominium,,871 sqft,Yes,$803,R2860985,,Residential,2024,,"504 - 11655 Fraser St, Maple Ridge, BC",2,2,2,18/03/2024,"$699,900"
214,Single Family Residence,"$7,210",2942 sqft,Yes,$560,R2860821,,Residential,1993,,"12428 262 St, Maple Ridge, BC",3,4,10,18/03/2024,"$1,649,900"
215,Single Family Residence,"$3,884",4097 sqft,Yes,$689,R2861602,,Residential,1983,,"23478 124 Ave, Maple Ridge, BC",4,7,10,19/03/2024,"$2,825,000"
216,Apartment/Condominium,,829 sqft,Yes,$663,R2858073,,Residential,2024,,"413 - 22633 Selkirk Ave, Maple Ridge, BC",1,2,1,06/03/2024,"$550,000"
217,Townhouse,"$4,062",1460 sqft,Yes,$636,R2857000,,Residential,2022,,"22 - 23108 Lougheed Highway, Maple Ridge, BC",2,3,2,06/03/2024,"$929,900"
218,Apartment/Condominium,,290 sqft,No,"$1,227",R2857019,,Residential,2024,,"503 - 11907 223 St, Maple Ridge, BC",1,0,0,06/03/2024,"$355,900"
219,Apartment/Condominium,,1023 sqft,Yes,$659,R2858085,,Residential,2024,,"407 - 22633 Selkirk Ave, Maple Ridge, BC",2,2,2,06/03/2024,"$675,000"
220,Townhouse,"$3,951",1261 sqft,Yes,$555,R2856364,,Residential,1995,,"19 - 11229 232 St, Maple Ridge, BC",2,3,2,05/03/2024,"$699,900"
221,Single Family Residence,,4566 sqft,Yes,$459,R2857058,,Residential,2024,,"11050 Cameron Crt, Maple Ridge, BC",5,6,6,06/03/2024,"$2,099,000"
222,Townhouse,"$3,238",1626 sqft,Yes,$534,R2857945,,Residential,2014,,"71 - 10151 240 St, Maple Ridge, BC",2,3,2,10/03/2024,"$869,000"
223,Single Family Residence,"$5,341",2762 sqft,Yes,$488,R2858115,,Residential,2010,,"10131 241a St, Maple Ridge, BC",4,4,5,10/03/2024,"$1,348,800"
224,Apartment/Condominium,,700 sqft,Yes,$750,R2851380,,Residential,2024,,"115 - 11655 Fraser St, Maple Ridge, BC",1,1,2,19/02/2024,"$525,000"
225,Single Family Residence,"$2,929",3878 sqft,Yes,$424,R2848213,,Residential,2024,,"13627 232a St, Maple Ridge, BC",5,6,2,07/02/2024,"$1,648,000"
226,Single Family Residence,"$2,887",3680 sqft,Yes,$447,R2848348,,Residential,2024,,"13633 232a St, Maple Ridge, BC",5,6,2,07/02/2024,"$1,648,000"
227,Apartment/Condominium,,604 sqft,Yes,$802,R2850627,,Residential,2024,,"102 - 11655 Fraser St, Maple Ridge, BC",1,1,1,15/02/2024,"$485,000"
228,Single Family Residence,"$3,070",4406 sqft,Yes,$469,R2848696,,Residential,2024,,"11022 241a St, Maple Ridge, BC",6,6,6,08/02/2024,"$2,069,000"
229,Apartment/Condominium,,760 sqft,Yes,$709,R2849395,,Residential,2024,,"207 - 12109 223 St, Maple Ridge, BC",2,2,2,12/02/2024,"$539,000"
230,Single Family Residence,"$5,275",9025 sqft,Yes,$552,R2848598,,Residential,2024,,"12230 267 St, Maple Ridge, BC",8,8,0,08/02/2024,"$4,988,800"
231,Single Family Residence,"$5,037",1297 sqft,Yes,$848,R2850469,,Residential,1987,,"12164 Cherrywood Dr, Maple Ridge, BC",1,3,4,14/02/2024,"$1,099,900"
232,Single Family Residence,"$6,083",1844 sqft,No,$883,R2845120,,Residential,1973,,"11915 Laity St, Maple Ridge, BC",2,4,0,25/01/2024,"$1,630,000"
233,Manufactured Home,$291,721 sqft,No,$274,R2843066,,Residential,1972,,"4 - 12868 229 Th St, Maple Ridge, BC",1,2,1,18/01/2024,"$198,000"
234,Apartment/Condominium,,705 sqft,Yes,$737,R2844099,,Residential,2024,,"202 - 11907 223 St, Maple Ridge, BC",2,2,1,23/01/2024,"$519,900"
235,Single Family Residence,"$5,915",2679 sqft,Yes,"$1,045",R2845432,,Residential,1981,,"25861 98 Ave, Maple Ridge, BC",2,3,20,29/01/2024,"$2,800,000"
236,Single Family Residence,"$8,209",5649 sqft,Yes,$318,R2844218,,Residential,1994,,"23151 122 Ave, Maple Ridge, BC",4,9,7,24/01/2024,"$1,799,000"
237,Single Family Residence,"$4,987",1098 sqft,No,"$1,484",R2845101,,Residential,1983,,"11919 Laity St, Maple Ridge, BC",2,5,0,25/01/2024,"$1,630,000"
238,Apartment/Condominium,,857 sqft,Yes,$694,R2842539,,Residential,2023,,"201 - 12109 223 St, Maple Ridge, BC",2,2,1,15/01/2024,"$594,900"
239,Single Family Residence,"$5,330",1887 sqft,Yes,$863,R2845080,,Residential,1974,,"11929 Laity St, Maple Ridge, BC",1,4,0,25/01/2024,"$1,630,000"
240,Apartment/Condominium,,700 sqft,Yes,$744,R2822727,,Residential,2024,,"410 - 11655 Fraser St, Maple Ridge, BC",1,1,1,09/10/2023,"$520,900"
241,Apartment/Condominium,,916 sqft,Yes,$852,R2823931,,Residential,2025,,"503 - 22348 North Ave, Maple Ridge, BC",2,2,1,09/10/2023,"$780,900"
242,Apartment/Condominium,,975 sqft,Yes,$661,R2824596,,Residential,2023,,"304 - 11703 Fraser St, Maple Ridge, BC",2,2,1,12/10/2023,"$644,900"
243,Apartment/Condominium,,736 sqft,Yes,$801,R2823964,,Residential,2025,,"506 - 22348 North Ave, Maple Ridge, BC",1,2,1,09/10/2023,"$589,900"
244,Single Family Residence,"$4,431",1988 sqft,No,$754,R2823895,,Residential,1940,,"20616 113 Ave, Maple Ridge, BC",1,4,4,10/10/2023,"$1,500,000"
245,Single Family Residence,"$4,799",1040 sqft,No,"$1,748",R2821905,,Residential,9999,,"20234 Lorne Ave, Maple Ridge, BC",1,3,0,02/10/2023,"$1,818,888"
246,Apartment/Condominium,,757 sqft,Yes,$773,R2823485,,Residential,2025,,"204 - 22348 North Ave, Maple Ridge, BC",1,1,1,09/10/2023,"$585,900"
247,Apartment/Condominium,,683 sqft,Yes,$781,R2823507,,Residential,2025,,"303 - 22348 North Ave, Maple Ridge, BC",1,1,1,09/10/2023,"$533,900"
