,type,taxes,area,garage,pricePerSqFt,mlsNumber,lotSize,levels,built,maintenance,address,bath,beds,parking,listingDate,listingPrice
156,Single Family Residence,"$4,414",2385 sqft,Yes,$536,R2889022,,Residential,2020,,"36683 Carl Creek Cres, Abbotsford, BC",3,4,4,30/05/2024,"$1,279,000"
157,Apartment/Condominium,"$1,868",1065 sqft,Yes,$506,R2889495,,Residential,1997,,"415 - 3176 Gladwin Rd, Abbotsford, BC",2,2,1,01/06/2024,"$539,900"
158,Single Family Residence,"$6,701",2920 sqft,No,$907,R2890119,,Residential,1945,,"8561 Bradner Rd, Abbotsford, BC",3,4,0,31/05/2024,"$2,650,000"
159,Apartment/Condominium,"$2,551",1097 sqft,Yes,$627,R2889162,,Residential,2020,,"316 - 2493 Montrose Ave, Abbotsford, BC",3,3,2,30/05/2024,"$688,800"
160,Single Family Residence,"$4,806",2574 sqft,Yes,$489,R2888077,,Residential,1961,,"34357 Woodbine Cres, Abbotsford, BC",2,5,1,27/05/2024,"$1,258,800"
161,Single Family Residence,"$5,036",2856 sqft,No,$455,R2887697,,Residential,1990,,"2706 Mitchell St, Abbotsford, BC",4,7,9,27/05/2024,"$1,300,000"
162,Single Family Residence,"$5,362",4444 sqft,Yes,$313,R2888925,,Residential,2005,,"35423 Mckee Rd, Abbotsford, BC",3,4,7,27/05/2024,"$1,395,000"
163,Townhouse,"$2,639",1980 sqft,No,$347,R2888187,,Residential,1977,,"34 - 3015 Trethewey St, Abbotsford, BC",1,4,2,27/05/2024,"$689,000"
164,Townhouse,"$3,005",3142 sqft,Yes,$278,R2888005,,Residential,1997,,"31 - 30703 Blueridge Dr, Abbotsford, BC",3,3,2,27/05/2024,"$874,900"
165,Townhouse,"$1,206",1003 sqft,Yes,$346,R2888155,,Residential,1982,,"30 - 32959 George Ferguson Way, Abbotsford, BC",1,1,1,27/05/2024,"$348,000"
166,Townhouse,"$1,525",1543 sqft,No,$265,R2888405,,Residential,1990,,"30 - 33123 George Ferguson Way, Abbotsford, BC",2,2,2,27/05/2024,"$410,000"
167,Apartment/Condominium,"$1,574",1127 sqft,Yes,$451,R2888189,,Residential,1994,,"104 - 33668 King Rd, Abbotsford, BC",2,2,2,27/05/2024,"$509,000"
168,Apartment/Condominium,"$1,626",1127 sqft,Yes,$443,R2886665,,Residential,1995,,"306 - 32120 Mount Waddington Ave, Abbotsford, BC",2,2,1,23/05/2024,"$499,900"
169,Townhouse,"$1,206",990 sqft,No,$434,R2888359,,Residential,1982,,"59 - 32959 George Ferguson Way, Abbotsford, BC",1,2,1,24/05/2024,"$429,900"
170,Single Family Residence,"$5,603",2910 sqft,Yes,$529,R2887313,,Residential,2001,,"3494 Promontory Crt, Abbotsford, BC",5,7,6,26/05/2024,"$1,540,000"
171,Single Family Residence,"$4,479",3132 sqft,Yes,$467,R2886992,,Residential,1998,,"3303 Mckinley Dr, Abbotsford, BC",3,4,8,23/05/2024,"$1,464,900"
172,Single Family Residence,"$6,551",3837 sqft,Yes,$440,R2886528,,Residential,2012,,"2194 Merlot Blvd, Abbotsford, BC",4,6,0,23/05/2024,"$1,689,999"
173,Single Family Residence,"$4,516",2085 sqft,Yes,$561,R2887024,,Residential,1980,,"32281 Adair Ave, Abbotsford, BC",2,4,3,23/05/2024,"$1,169,988"
174,Single Family Residence,"$5,170",3128 sqft,Yes,$383,R2886703,,Residential,1998,,"2763 St Moritz Way, Abbotsford, BC",2,4,9,23/05/2024,"$1,199,000"
175,Apartment/Condominium,"$1,232",918 sqft,Yes,$435,R2886617,,Residential,1976,,"214 - 32850 George Ferguson Way, Abbotsford, BC",1,2,1,23/05/2024,"$399,900"
176,Townhouse,"$3,082",1762 sqft,Yes,$492,R2884503,,Residential,2017,,"18 - 2832 Clearbrook Rd, Abbotsford, BC",3,3,2,18/05/2024,"$868,000"
177,Apartment/Condominium,"$1,216",965 sqft,Yes,$403,R2885704,,Residential,1976,,"114 - 32850 George Ferguson Way, Abbotsford, BC",1,2,1,20/05/2024,"$389,000"
178,Apartment/Condominium,"$1,843",879 sqft,Yes,$551,R2884656,,Residential,2009,,"320 - 30525 Cardinal Ave, Abbotsford, BC",2,2,2,19/05/2024,"$484,999"
179,Single Family Residence,"$5,455",4148 sqft,Yes,$346,R2885115,,Residential,2009,,"12 - 32638 Downes Rd, Abbotsford, BC",3,4,4,20/05/2024,"$1,439,000"
180,Single Family Residence,"$5,282",3322 sqft,Yes,$391,R2886173,,Residential,1992,,"2937 Southern Cres, Abbotsford, BC",3,5,6,20/05/2024,"$1,299,900"
181,Single Family Residence,"$4,878",2500 sqft,Yes,$559,R2884348,,Residential,1974,,"34965 High Dr, Abbotsford, BC",4,6,5,19/05/2024,"$1,399,999"
182,Townhouse,"$2,787",3006 sqft,Yes,$299,R2886923,,Residential,1987,,"70 - 3054 Trafalgar St, Abbotsford, BC",3,4,2,18/05/2024,"$899,000"
183,Apartment/Condominium,"$1,844",1001 sqft,Yes,$524,R2884064,,Residential,2006,,"204 - 32063 Mount Waddington Ave, Abbotsford, BC",2,2,1,19/05/2024,"$524,900"
184,Single Family Residence,"$4,477",3325 sqft,Yes,$390,R2883403,,Residential,2021,,"8 - 4581 Sumas Mountain Rd, Abbotsford, BC",3,5,5,14/05/2024,"$1,299,900"
185,Single Family Residence,"$5,158",5295 sqft,Yes,"$1,188",R2883289,,Residential,1996,,"31111 N Burgess Ave, Abbotsford, BC",4,5,0,14/05/2024,"$6,295,000"
186,Apartment/Condominium,"$1,562",1053 sqft,Yes,$398,R2883043,,Residential,1993,,"202 - 33675 Marshall Rd, Abbotsford, BC",2,2,2,13/05/2024,"$419,900"
187,Single Family Residence,"$6,346",3232 sqft,Yes,$411,R2882672,,Residential,1992,,"30922 Sandpiper Pl, Abbotsford, BC",3,5,8,13/05/2024,"$1,329,900"
188,Townhouse,"$2,745",1367 sqft,Yes,$509,R2882223,,Residential,2021,,"10 - 32828 Landeau Pl, Abbotsford, BC",2,2,2,14/05/2024,"$697,000"
189,Single Family Residence,"$10,170",8657 sqft,Yes,$678,R2883621,,Residential,2021,,"171 Defehr Rd, Abbotsford, BC",10,9,0,14/05/2024,"$5,875,035"
190,Townhouse,"$2,520",1189 sqft,Yes,$576,R2884371,,Residential,2016,,"16 - 32633 Simon Ave, Abbotsford, BC",2,2,1,14/05/2024,"$684,900"
191,Apartment/Condominium,"$2,008",1120 sqft,Yes,$584,R2883364,,Residential,2019,,"314 - 32445 Simon Ave, Abbotsford, BC",2,2,2,14/05/2024,"$654,900"
192,Single Family Residence,"$4,858",3486 sqft,Yes,$401,R2881503,,Residential,2023,,"36779 Carl Creek Cres, Abbotsford, BC",5,7,6,09/05/2024,"$1,399,000"
193,Single Family Residence,"$5,349",3574 sqft,Yes,$447,R2881220,,Residential,2007,,"35732 Zanatta Pl, Abbotsford, BC",4,4,5,08/05/2024,"$1,599,000"
194,Single Family Residence,"$8,161",6028 sqft,Yes,$356,R2880494,,Residential,2013,,"2368 Arbutus St, Abbotsford, BC",7,10,0,08/05/2024,"$2,148,000"
195,Apartment/Condominium,"$1,217",1052 sqft,Yes,$294,R2881262,,Residential,1984,,"213 - 2414 Church St, Abbotsford, BC",1,2,0,09/05/2024,"$309,900"
196,Single Family Residence,"$2,131",3669 sqft,Yes,$653,R2881054,,Residential,1991,,"4105 Verdon Way, Abbotsford, BC",3,5,6,08/05/2024,"$2,399,000"
197,Apartment/Condominium,"$1,529",932 sqft,No,$480,R2880728,,Residential,1980,,"123 - 34909 Old Yale Rd, Abbotsford, BC",1,2,2,08/05/2024,"$448,000"
198,Apartment/Condominium,"$1,410",704 sqft,Yes,$454,R2881331,,Residential,1979,,"319 - 2551 Willow Lane, Abbotsford, BC",1,1,1,08/05/2024,"$319,900"
199,Single Family Residence,"$7,120",2845 sqft,Yes,$562,R2881527,,Residential,2010,,"2807 Maple St, Abbotsford, BC",4,4,10,09/05/2024,"$1,599,999"
200,Single Family Residence,"$4,826",3041 sqft,No,$394,R2879015,,Residential,1985,,"3367 Hedley St, Abbotsford, BC",3,6,4,06/05/2024,"$1,199,900"
201,Single Family Residence,"$5,311",4299 sqft,Yes,$348,R2880185,,Residential,2009,,"27760 Pullman Ave, Abbotsford, BC",4,7,4,05/05/2024,"$1,498,800"
202,Single Family Residence,"$5,595",2957 sqft,Yes,$473,R2880552,,Residential,2002,,"2915 Whistle Dr, Abbotsford, BC",3,5,6,06/05/2024,"$1,399,900"
203,Single Family Residence,"$3,805",1150 sqft,No,$782,R2878441,,Residential,1955,,"2816 Clearbrook Rd, Abbotsford, BC",2,3,6,05/05/2024,"$899,900"
204,Apartment/Condominium,"$1,272",913 sqft,Yes,$361,R2879179,,Residential,1973,,"205 - 32175 Old Yale Rd, Abbotsford, BC",1,2,1,06/05/2024,"$329,900"
205,Townhouse,"$2,203",1224 sqft,No,$507,R2879786,,Residential,1978,,"1 - 32310 Mouat Dr, Abbotsford, BC",1,3,1,05/05/2024,"$621,700"
206,Single Family Residence,"$6,913",4886 sqft,Yes,$470,R2878293,,Residential,2020,,"35459 Verado Crt, Abbotsford, BC",6,6,4,05/05/2024,"$2,300,000"
207,Townhouse,,1153 sqft,Yes,$559,R2880022,,Residential,2024,,"104 - 30530 Cardinal Ave, Abbotsford, BC",2,2,2,05/05/2024,"$644,900"
208,Single Family Residence,"$4,744",2781 sqft,Yes,$431,R2876043,,Residential,1987,,"3463 Saanich St, Abbotsford, BC",3,7,9,30/04/2024,"$1,200,000"
209,Single Family Residence,"$3,681",1656 sqft,No,$573,R2878054,,Residential,1977,,"32560 Oriole Cres, Abbotsford, BC",1,4,5,30/04/2024,"$949,900"
210,Single Family Residence,"$3,109",1525 sqft,No,$576,R2877173,,Residential,1978,,"2734 Sandon Dr, Abbotsford, BC",2,3,3,30/04/2024,"$879,900"
211,Townhouse,"$2,146",1227 sqft,No,$529,R2876355,,Residential,1977,,"30 - 32310 Mouat Dr, Abbotsford, BC",1,3,1,30/04/2024,"$649,900"
212,Townhouse,"$2,406",1308 sqft,Yes,$535,R2883644,,Residential,2014,,"18 - 31032 Westridge Pl, Abbotsford, BC",2,2,2,15/05/2024,"$699,900"
213,Apartment/Condominium,"$3,007",1404 sqft,Yes,$526,R2877607,,Residential,2018,,"602 - 2555 Ware St, Abbotsford, BC",2,2,0,30/04/2024,"$739,000"
214,Single Family Residence,"$5,085",2987 sqft,Yes,"$2,778",R2877164,,Residential,1976,,"1404 Townline Rd, Abbotsford, BC",3,5,0,30/04/2024,"$8,299,900"
215,Townhouse,"$1,417",1154 sqft,No,$395,R2876577,,Residential,1986,,"74 - 32718 Garibaldi Dr, Abbotsford, BC",1,2,1,30/04/2024,"$456,000"
216,Apartment/Condominium,"$2,341",1028 sqft,Yes,$612,R2875466,,Residential,2021,,"313 - 32838 Ventura Ave, Abbotsford, BC",2,2,2,25/04/2024,"$629,999"
217,Apartment/Condominium,,998 sqft,Yes,$591,R2875757,,Residential,2024,,"402 - 32174 George Ferguson Way, Abbotsford, BC",2,2,2,25/04/2024,"$589,900"
218,Apartment/Condominium,,570 sqft,Yes,$771,R2875727,,Residential,2024,,"314 - 32174 George Ferguson Way, Abbotsford, BC",1,1,1,25/04/2024,"$439,900"
219,Single Family Residence,"$4,021",1620 sqft,Yes,$801,R2874334,,Residential,1955,,"33715 Mayfair Ave, Abbotsford, BC",2,3,3,24/04/2024,"$1,299,000"
220,Single Family Residence,"$2,881",2998 sqft,Yes,$433,R2874251,,Residential,2024,,"14 - 4581 Sumas Mountain Rd, Abbotsford, BC",3,6,6,24/04/2024,"$1,299,900"
221,Apartment/Condominium,,1228 sqft,Yes,$545,R2875803,,Residential,2024,,"416 - 32174 George Ferguson Way, Abbotsford, BC",2,2,2,25/04/2024,"$669,900"
222,Single Family Residence,"$2,204",2149 sqft,Yes,$418,R2875022,,Residential,2023,,"2580 Janzen St, Abbotsford, BC",3,4,2,24/04/2024,"$899,900"
223,Apartment/Condominium,,970 sqft,Yes,$639,R2875824,,Residential,2024,,"601 - 32174 George Ferguson Way, Abbotsford, BC",2,2,2,25/04/2024,"$619,900"
224,Apartment/Condominium,"$2,644",924 sqft,Yes,$713,R2873546,,Residential,2022,,"303 - 3182 Gladwin Rd, Abbotsford, BC",2,2,2,21/04/2024,"$659,000"
225,Single Family Residence,"$5,165",2530 sqft,Yes,$474,R2873459,,Residential,1990,,"2871 Crossley Dr, Abbotsford, BC",3,5,4,21/04/2024,"$1,200,000"
226,Single Family Residence,"$5,313",2600 sqft,Yes,$538,R2873096,,Residential,1967,,"2889 Upland Cres, Abbotsford, BC",2,4,0,21/04/2024,"$1,399,000"
227,Single Family Residence,"$4,222",2287 sqft,Yes,$606,R2873175,,Residential,2021,,"47 - 4295 Old Clayburn Rd, Abbotsford, BC",2,3,4,21/04/2024,"$1,388,000"
228,Single Family Residence,"$7,952",6495 sqft,Yes,$431,R2874220,,Residential,2023,,"2011 Vinewood St, Abbotsford, BC",8,10,8,21/04/2024,"$2,799,999"
229,Apartment/Condominium,"$1,074",684 sqft,No,$438,R2875302,,Residential,1981,,"303 - 33450 George Ferguson Way, Abbotsford, BC",1,1,1,21/04/2024,"$299,900"
230,Apartment/Condominium,"$1,451",1153 sqft,Yes,$407,R2873425,,Residential,1976,,"207 - 32870 George Ferguson Way, Abbotsford, BC",1,3,1,21/04/2024,"$469,999"
231,Townhouse,"$1,777",1517 sqft,No,$336,R2873516,,Residential,1992,,"27 - 3110 Trafalgar St, Abbotsford, BC",2,2,1,21/04/2024,"$510,381"
232,Townhouse,"$3,082",1677 sqft,Yes,$485,R2871946,,Residential,2021,,"18 - 2033 Mckenzie Rd, Abbotsford, BC",2,4,0,15/04/2024,"$814,900"
233,Single Family Residence,"$4,030",2318 sqft,No,$603,R2871493,,Residential,1964,,"33451 Westbury Ave, Abbotsford, BC",2,5,0,15/04/2024,"$1,399,000"
234,Apartment/Condominium,"$1,800",1016 sqft,Yes,$669,R2872174,,Residential,2026,,"207 - 2771 Montrose Ave, Abbotsford, BC",2,2,1,16/04/2024,"$680,000"
235,Single Family Residence,"$5,618",2921 sqft,Yes,$547,R2872772,,Residential,2016,,"27625 Railcar Cres, Abbotsford, BC",5,6,0,15/04/2024,"$1,599,900"
236,Apartment/Condominium,"$1,800",643 sqft,Yes,$761,R2872069,,Residential,2026,,"608 - 2771 Montrose Ave, Abbotsford, BC",1,1,1,15/04/2024,"$489,900"
237,Apartment/Condominium,"$1,389",1095 sqft,Yes,$374,R2870419,,Residential,1991,,"303 - 2450 Church St, Abbotsford, BC",2,2,1,15/04/2024,"$409,999"
238,Single Family Residence,"$8,489",3473 sqft,Yes,$662,R2871789,,Residential,2009,,"3699 Eldridge Rd, Abbotsford, BC",4,4,10,15/04/2024,"$2,299,900"
239,Single Family Residence,"$4,344",1973 sqft,Yes,$633,R2870586,,Residential,1980,,"3150 Consort Crt, Abbotsford, BC",2,4,0,15/04/2024,"$1,249,999"
240,Single Family Residence,"$4,689",2119 sqft,No,$507,R2869452,,Residential,1976,,"2744 Valemont Cres, Abbotsford, BC",3,5,6,09/04/2024,"$1,075,000"
241,Duplex,"$2,933",1083 sqft,No,$737,R2869284,,Residential Income,1967,,"30385 Sunset Cres, Abbotsford, BC",0,3,0,08/04/2024,"$799,000"
242,Townhouse,"$2,464",1275 sqft,Yes,$549,R2868613,,Residential,2018,,"13 - 30930 Westridge Pl, Abbotsford, BC",2,2,3,08/04/2024,"$700,000"
243,Single Family Residence,"$4,471",2254 sqft,Yes,$488,R2869294,,Residential,1989,,"34727 1st Ave, Abbotsford, BC",2,5,2,09/04/2024,"$1,100,000"
244,Apartment/Condominium,"$2,921",875 sqft,Yes,$731,R2868443,,Residential,2018,,"1708 - 2180 Gladwin Rd, Abbotsford, BC",2,2,1,09/04/2024,"$639,900"
245,Single Family Residence,"$4,339",1204 sqft,Yes,"$1,021",R2867547,,Residential,1943,,"2544 Campbell Ave, Abbotsford, BC",1,3,5,08/04/2024,"$1,229,900"
246,Townhouse,"$2,837",1946 sqft,Yes,$441,R2868866,,Residential,1994,,"154 - 3160 Townline Rd, Abbotsford, BC",3,5,3,08/04/2024,"$859,000"
247,Apartment/Condominium,"$1,938",1292 sqft,Yes,$464,R2869577,,Residential,1997,,"204 - 34101 Old Yale Rd, Abbotsford, BC",2,2,2,09/04/2024,"$599,900"
248,Single Family Residence,"$4,195",1969 sqft,No,$588,R2867260,,Residential,1979,,"35120 Morgan Way, Abbotsford, BC",2,5,1,02/04/2024,"$1,159,000"
249,Single Family Residence,"$2,023",1880 sqft,Yes,$913,R2865411,,Residential,1942,,"2826 Maple St, Abbotsford, BC",2,4,6,02/04/2024,"$1,717,000"
250,Single Family Residence,"$5,875",3676 sqft,Yes,$446,R2864827,,Residential,2014,,"35005 Bateman Rd, Abbotsford, BC",3,6,8,01/04/2024,"$1,639,900"
251,Apartment/Condominium,"$1,538",1026 sqft,Yes,$511,R2866454,,Residential,1993,,"115 - 33280 Bourquin Cres E, Abbotsford, BC",2,2,1,02/04/2024,"$525,000"
252,Single Family Residence,"$6,180",3981 sqft,Yes,$427,R2865712,,Residential,2015,,"2541 Railcar Cres, Abbotsford, BC",6,7,6,02/04/2024,"$1,700,000"
253,Townhouse,,2686 sqft,Yes,$394,R2866053,,Residential,2025,,"6 - 35247 Straiton Rd, Abbotsford, BC",3,4,4,02/04/2024,"$1,059,900"
254,Single Family Residence,"$4,526",2166 sqft,Yes,$623,R2865762,,Residential,1972,,"2977 Princess St, Abbotsford, BC",2,5,4,02/04/2024,"$1,349,900"
255,Apartment/Condominium,"$1,044",728 sqft,Yes,$349,R2864730,,Residential,1976,,"147 - 1909 Salton Rd, Abbotsford, BC",1,1,1,02/04/2024,"$254,700"
256,Apartment/Condominium,"$1,464",838 sqft,Yes,$523,R2863587,,Residential,2007,,"312 - 33960 Old Yale Rd, Abbotsford, BC",2,2,1,26/03/2024,"$439,000"
257,Single Family Residence,"$4,956",3248 sqft,No,$461,R2863395,,Residential,1972,,"33222 Lynn Ave, Abbotsford, BC",4,7,6,26/03/2024,"$1,499,888"
258,Single Family Residence,"$6,517",1000 sqft,Yes,"$2,190",R2863604,,Residential,1938,,"34797 Delair Rd, Abbotsford, BC",1,1,6,25/03/2024,"$2,190,000"
259,Single Family Residence,"$4,526",1951 sqft,Yes,$609,R2863566,,Residential,1990,,"2592 Mitchell St, Abbotsford, BC",3,4,6,26/03/2024,"$1,190,000"
260,Single Family Residence,"$4,671",1677 sqft,Yes,$775,R2865021,,Residential,1969,,"2380 Farrant Cres, Abbotsford, BC",3,4,6,26/03/2024,"$1,299,999"
261,Single Family Residence,"$3,952",1500 sqft,No,"$4,600",R2863705,,Residential,1960,,"6077 Ross Rd, Abbotsford, BC",2,2,10,26/03/2024,"$6,900,000"
262,Single Family Residence,"$6,235",3184 sqft,Yes,$625,R2864088,,Residential,1982,,"1783 Everett Rd, Abbotsford, BC",4,5,8,25/03/2024,"$1,990,000"
263,Single Family Residence,"$6,227",4056 sqft,Yes,$394,R2861893,,Residential,2016,,"B - 3436 Headwater Pl, Abbotsford, BC",5,7,6,17/03/2024,"$1,599,999"
264,Single Family Residence,"$4,972",2718 sqft,Yes,$522,R2859851,,Residential,2002,,"30627 Crestview Crt, Abbotsford, BC",3,5,5,17/03/2024,"$1,420,000"
265,Single Family Residence,"$1,372",1280 sqft,Yes,"$7,656",R2859382,,Residential,1948,,"1963 Townline Rd, Abbotsford, BC",1,3,0,17/03/2024,"$9,800,000"
266,Single Family Residence,"$11,888",3635 sqft,Yes,$880,R2860510,,Residential,1971,,"28585 Townshipline Rd, Abbotsford, BC",3,5,10,17/03/2024,"$3,199,900"
267,Triplex,"$2,023",2756 sqft,No,$652,R2860557,,Residential Income,1955,,"33918 George Ferguson Way, Abbotsford, BC",3,5,8,17/03/2024,"$1,799,000"
268,Single Family Residence,"$5,130",2551 sqft,Yes,$558,R2860929,,Residential,2005,,"36472 Cardiff Pl, Abbotsford, BC",3,5,4,17/03/2024,"$1,425,000"
269,Single Family Residence,"$4,087",2883 sqft,Yes,$443,R2861992,,Residential,1992,,"3588 Mckinley Dr, Abbotsford, BC",3,3,2,16/03/2024,"$1,279,000"
270,Single Family Residence,"$4,091",2090 sqft,Yes,$693,R2860775,,Residential,1967,,"2558 Lakeview Cres, Abbotsford, BC",3,4,4,17/03/2024,"$1,449,000"
271,Single Family Residence,"$4,737",2704 sqft,Yes,$480,R2856999,,Residential,1980,,"31453 Springhill Pl, Abbotsford, BC",3,5,10,07/03/2024,"$1,299,900"
272,Single Family Residence,"$4,338",2200 sqft,Yes,$536,R2855632,,Residential,1980,,"3847 Lindsay St, Abbotsford, BC",3,5,8,04/03/2024,"$1,179,900"
273,Apartment/Condominium,"$1,295",950 sqft,No,$315,R2856089,,Residential,1975,,"220 - 1909 Salton Rd, Abbotsford, BC",1,2,2,05/03/2024,"$299,700"
274,Apartment/Condominium,"$1,378",536 sqft,Yes,$744,R2857336,,Residential,2009,,"423 - 30525 Cardinal Ave, Abbotsford, BC",1,1,1,07/03/2024,"$399,000"
275,Single Family Residence,"$4,281",4696 sqft,Yes,$489,R2855682,,Residential,2022,,"35468 Verado Crt, Abbotsford, BC",4,6,4,04/03/2024,"$2,298,800"
276,Single Family Residence,"$5,334",2308 sqft,Yes,$519,R2855048,,Residential,2004,,"2332 Mckenzie Rd, Abbotsford, BC",3,5,6,03/03/2024,"$1,199,900"
277,Single Family Residence,"$6,252",4126 sqft,Yes,$436,R2855795,,Residential,2010,,"2949 Flagman Pl, Abbotsford, BC",3,6,0,04/03/2024,"$1,799,000"
278,Single Family Residence,"$9,900",2970 sqft,No,$888,R2857025,,Residential,1970,,"28028 Layman Ave, Abbotsford, BC",3,4,0,07/03/2024,"$2,639,900"
279,Single Family Residence,"$4,346",1450 sqft,No,$603,R2848951,,Residential,1980,,"34740 3rd Ave, Abbotsford, BC",1,2,12,11/02/2024,"$875,000"
280,Single Family Residence,"$8,719",3683 sqft,No,"$1,373",R2848637,,Residential,1973,,"1033 York Rd, Abbotsford, BC",2,4,0,08/02/2024,"$5,059,000"
281,Apartment/Condominium,,1096 sqft,Yes,$811,R2848555,,Residential,2024,,"203 - 33160 Plaxton Cres, Abbotsford, BC",2,2,1,08/02/2024,"$889,900"
282,Single Family Residence,"$4,091",2194 sqft,No,$501,R2850021,,Residential,1972,,"33230 Westbury Ave, Abbotsford, BC",2,6,5,13/02/2024,"$1,099,950"
283,Single Family Residence,"$3,593",908 sqft,Yes,"$1,707",R2849346,,Residential,2020,,"201 Mccallum Rd, Abbotsford, BC",2,2,15,12/02/2024,"$1,550,000"
284,Townhouse,"$1,856",1329 sqft,Yes,$564,R2848480,,Residential,2022,,"1006 - 2267 Mckenzie Rd, Abbotsford, BC",2,3,2,07/02/2024,"$749,999"
285,Single Family Residence,,5225 sqft,Yes,$401,R2847600,,Residential,2020,,"31009 Deertrail Dr N, Abbotsford, BC",7,9,6,06/02/2024,"$2,099,000"
286,Apartment/Condominium,"$1,128",1050 sqft,Yes,$304,R2848471,,Residential,1979,,"203 - 32055 Old Yale Rd, Abbotsford, BC",1,2,1,08/02/2024,"$320,000"
287,Single Family Residence,"$10,505",2905 sqft,No,"$3,784",R2835095,,Residential,1975,,"39464 Wells Line Rd, Abbotsford, BC",2,3,10,26/11/2023,"$10,995,000"
288,Apartment/Condominium,"$2,263",1170 sqft,Yes,$546,R2837305,,Residential,2017,,"415 - 2860 Trethewey St, Abbotsford, BC",2,2,2,10/12/2023,"$639,000"
289,Single Family Residence,"$6,605",2566 sqft,No,$816,R2836625,,Residential,1984,,"4210 Gladwin Rd, Abbotsford, BC",2,4,6,06/12/2023,"$2,095,000"
290,Single Family Residence,"$4,162",1940 sqft,No,$608,R2839045,,Residential,1977,,"32595 George Ferguson Way, Abbotsford, BC",3,6,4,07/01/2024,"$1,180,000"
291,Single Family Residence,"$2,899",3053 sqft,Yes,$490,R2836851,,Residential,2021,,"32588 Peardonville Rd, Abbotsford, BC",4,6,5,07/12/2023,"$1,499,000"
292,Single Family Residence,"$4,284",2365 sqft,Yes,$465,R2836427,,Residential,1998,,"35620 Dina Pl, Abbotsford, BC",3,5,4,05/12/2023,"$1,099,900"
293,Single Family Residence,"$5,564",2000 sqft,No,"$3,700",R2838231,,Residential,9999,,"27625 Gray Ave, Abbotsford, BC",2,4,0,21/12/2023,"$7,400,000"
294,Single Family Residence,"$4,586",2284 sqft,No,$908,R2782675,,Residential,9999,,"2786 Fairlane St, Abbotsford, BC",2,5,6,30/05/2023,"$2,075,000"
295,Single Family Residence,"$8,482",2485 sqft,Yes,"$1,810",R2779709,,Residential,1984,,"494 Sumas Way, Abbotsford, BC",3,5,10,24/05/2023,"$4,499,000"
