beds,baths,address,sqFt,parking,taxes,pricePerSqFt,yearBuilt,propertyType,listingDate,listingPrice,lat,lon,addressDetails,streetAddress,city,neighborhood,postalCode,age,priceToTaxRatio,listingYear,listingMonth,distanceToCenter,distanceToSchool,nearestSchool
2,2,"3110 Trafalgar St, Abbotsford, BC, Canada",1517.0,1,1777.0,336.0,1992.0,Townhouse,2024-04-21,510381.0,49.0563957,-122.3087573,"Trafalgar Street, City Centre, Abbotsford, Fraser Valley Regional District, British Columbia, V2S 7X5, Canada",3110 Trafalgar St,Abbotsford,City Centre, V2S 7X5,32.0,287.2149690489589,2024,4,617.7793428956263,559.915676398465,Abbotsford Senior Secondary School
4,2,"2033 Mckenzie Rd, Abbotsford, BC, Canada",1677.0,0,3082.0,485.0,2021.0,Townhouse,2024-04-15,814900.0,49.038808,-122.282907,"2033, McKenzie Road, McCallum, Abbotsford Centre, Abbotsford, Fraser Valley Regional District, British Columbia, V2S 3Z6, Canada",2033 Mckenzie Rd,Abbotsford,McCallum, V2S 3Z6,3.0,264.4062297209604,2024,4,18195.853121433738,3538.6037397742994,Aberdeen Elementary
5,2,"33451 Westbury Ave, Abbotsford, BC, Canada",2318.0,0,4030.0,603.0,1964.0,SingleFamily,2024-04-15,1399000.0,49.0354197,-122.2973912,"33451, Westbury Avenue, Marshall, Mill Lake, Abbotsford, Fraser Valley Regional District, British Columbia, V2S 1C6, Canada",33451 Westbury Ave,Abbotsford,Mill Lake, V2S 1C6,60.0,347.14640198511165,2024,4,4418.991131627086,275.4983914489028,Dormick Park Elementary
6,5,"27625 Railcar Cres, Abbotsford, BC, Canada",2921.0,0,5618.0,547.0,2016.0,SingleFamily,2024-04-15,1599900.0,49.0490262,-122.4588144,"Railcar Crescent, West Abbotsford, Abbotsford, Fraser Valley Regional District, British Columbia, V4W 3K1, Canada",27625 Railcar Cres,Abbotsford,General Abbotsford District, V4W 3K1,8.0,284.7810608757565,2024,4,5292.964087335588,535.8777806790376,Colleen And Gordie Howe Middle School
2,2,"2450 Church St, Abbotsford, BC, Canada",1095.0,1,1389.0,374.0,1991.0,Condo,2024-04-15,409999.0,49.0460005,-122.3349267,"Church Street, Clearbrook, Abbotsford, Fraser Valley Regional District, British Columbia, V2T 6N9, Canada",2450 Church St,Abbotsford,Clearbrook, V2T 6N9,33.0,295.1756659467243,2024,4,10257.886440752856,148.3170856297206,Pacific Christian School
4,4,"3699 Eldridge Rd, Abbotsford, BC, Canada",3473.0,10,8489.0,662.0,2009.0,SingleFamily,2024-04-15,2299900.0,49.0631848,-122.1728756,"Eldridge Road, Abbotsford, Fraser Valley Regional District, British Columbia, V3G 2G6, Canada",3699 Eldridge Rd,Abbotsford,General Abbotsford District, V3G 2G6,15.0,270.92708210625517,2024,4,7702.021587596404,205.05034413209503,Rick Hansen Secondary
4,2,"3150 Consort Crt, Abbotsford, BC, Canada",1973.0,0,4344.0,633.0,1980.0,SingleFamily,2024-04-15,1249999.0,49.0593563,-122.3421646,"3150, Consort Court, Abbotsford, Fraser Valley Regional District, British Columbia, V2T 4J5, Canada",3150 Consort Crt,Abbotsford,General Abbotsford District, V2T 4J5,44.0,287.7529926335175,2024,4,4374.985361154432,2505.8249177190687,McMillan Elementary
5,3,"2744 Valemont Cres, Abbotsford, BC, Canada",2119.0,6,4689.0,507.0,1976.0,SingleFamily,2024-04-09,1075000.0,49.0524122,-122.3508953,"2744, Valemont Crescent, Abbotsford, Fraser Valley Regional District, British Columbia, V2T 3V5, Canada",2744 Valemont Cres,Abbotsford,General Abbotsford District, V2T 3V5,48.0,229.2599701428876,2024,4,2208.5962655411736,973.000361738635,Godson Elementary
3,0,"30385 Sunset Cres, Abbotsford, BC, Canada",1083.0,0,2933.0,737.0,1967.0,MultiFamily,2024-04-08,799000.0,49.0773291,-122.385802,"Sunset Crescent, Abbotsford, Fraser Valley Regional District, British Columbia, V2T 5W5, Canada",30385 Sunset Cres,Abbotsford,General Abbotsford District, V2T 5W5,57.0,272.417320150017,2024,4,1409.9764541224238,638.6383619891775,Alexander Elementary
2,2,"30930 Westridge Pl, Abbotsford, BC, Canada",1275.0,3,2464.0,549.0,2018.0,Townhouse,2024-04-08,700000.0,49.0685579,-122.3632969,"Westridge Place, Westerleigh, Abbotsford, Fraser Valley Regional District, British Columbia, V2T 0G6, Canada",30930 Westridge Pl,Abbotsford,Westerleigh, V2T 0G6,6.0,284.09090909090907,2024,4,7228.817315757623,227.48333526342577,St James
5,2,"34727 1st Ave, Abbotsford, BC, Canada",2254.0,2,4471.0,488.0,1989.0,SingleFamily,2024-04-09,1100000.0,49.0034859,-122.2626733,"34727, 1st Avenue, Huntingdon, Abbotsford, Fraser Valley Regional District, British Columbia, V2S 8C2, Canada",34727 1st Ave,Abbotsford,Huntingdon, V2S 8C2,35.0,246.0299709237307,2024,4,17973.05942824074,7525.60917286433,Barrowtown Elementary
2,2,"2180 Gladwin Rd, Abbotsford, BC, Canada",875.0,1,2921.0,731.0,2018.0,Condo,2024-04-09,639900.0,49.04150345,-122.3149655554006,"2180, Gladwin Road, Marshall, Mill Lake, Abbotsford, Fraser Valley Regional District, British Columbia, V2S 0H4, Canada",2180 Gladwin Rd,Abbotsford,Mill Lake, V2S 0H4,6.0,219.0688120506676,2024,4,4920.853630766421,244.9270105038627,Abbotsford Christian School
3,1,"2544 Campbell Ave, Abbotsford, BC, Canada",1204.0,5,4339.0,1021.0,1943.0,SingleFamily,2024-04-08,1229900.0,49.0475622,-122.2825854,"Campbell Avenue, Abbotsford Centre, Abbotsford, Fraser Valley Regional District, British Columbia, V2S 2K1, Canada",2544 Campbell Ave,Abbotsford,General Abbotsford District, V2S 2K1,81.0,283.45240838902976,2024,4,1341.951741013188,738.661010994403,Alexander Elementary
5,3,"3160 Townline Rd, Abbotsford, BC, Canada",1946.0,3,2837.0,441.0,1994.0,Townhouse,2024-04-08,859000.0,49.0541345,-122.3600148,"Townline Road, Abbotsford, Fraser Valley Regional District, British Columbia, V2T 5E5, Canada",3160 Townline Rd,Abbotsford,General Abbotsford District, V2T 5E5,30.0,302.78463165315475,2024,4,4781.672660159998,376.93293917700635,Robert Bateman Secondary
2,2,"34101 Old Yale Rd, Abbotsford, BC, Canada",1292.0,2,1938.0,464.0,1997.0,Condo,2024-04-09,599900.0,49.0118384,-122.1345217,"Old Yale Road, Abbotsford, Fraser Valley Regional District, British Columbia, V3G 1T7, Canada",34101 Old Yale Rd,Abbotsford,General Abbotsford District, V3G 1T7,27.0,309.54592363261094,2024,4,811.4019194530998,343.3652136219259,Abbotsford Middle School
5,2,"35120 Morgan Way, Abbotsford, BC, Canada",1969.0,1,4195.0,588.0,1979.0,SingleFamily,2024-04-02,1159000.0,49.0610514,-122.2517767,"Morgan Way, Upper Ten Oaks, Vicarro Ranch, Abbotsford, Fraser Valley Regional District, British Columbia, V2S 7L7, Canada",35120 Morgan Way,Abbotsford,Vicarro Ranch, V2S 7L7,45.0,276.2812872467223,2024,4,18195.853121433738,3538.6037397742994,Aberdeen Elementary
4,2,"2826 Maple St, Abbotsford, BC, Canada",1880.0,6,2023.0,913.0,1942.0,SingleFamily,2024-04-02,1717000.0,49.0527451,-122.283859,"Maple Street, Abbotsford Centre, Abbotsford, Fraser Valley Regional District, British Columbia, V2S 2V5, Canada",2826 Maple St,Abbotsford,General Abbotsford District, V2S 2V5,82.0,848.7394957983194,2024,4,5481.052205444601,413.0421233435499,Ten Broeck Elementary
6,3,"35005 Bateman Rd, Abbotsford, BC, Canada",3676.0,8,5875.0,446.0,2014.0,SingleFamily,2024-04-01,1639900.0,49.0745779,-122.2551995,"Bateman Road, Abbotsford, Fraser Valley Regional District, British Columbia, V2S 8K3, Canada",35005 Bateman Rd,Abbotsford,General Abbotsford District, V2S 8K3,10.0,279.131914893617,2024,4,989.9168973884535,383.92493787040013,Alexander Elementary
2,2,"33280 Bourquin Cres E, Abbotsford, BC, Canada",1026.0,1,1538.0,511.0,1993.0,Condo,2024-04-02,525000.0,49.0466703,-122.30242971874522,"Emerald Springs, 33280, Bourquin Crescent East, Mill Lake, Abbotsford, Fraser Valley Regional District, British Columbia, V2S 7K2, Canada",33280 Bourquin Cres E,Abbotsford,Mill Lake, V2S 7K2,31.0,341.35240572171654,2024,4,17973.05942824074,7525.60917286433,Barrowtown Elementary
7,6,"2541 Railcar Cres, Abbotsford, BC, Canada",3981.0,6,6180.0,427.0,2015.0,SingleFamily,2024-04-02,1700000.0,49.0490262,-122.4588144,"Railcar Crescent, West Abbotsford, Abbotsford, Fraser Valley Regional District, British Columbia, V4W 3K1, Canada",2541 Railcar Cres,Abbotsford,General Abbotsford District, V4W 3K1,9.0,275.0809061488673,2024,4,1115.792522332631,287.20057721203597,Jackson Elementary
5,2,"2977 Princess St, Abbotsford, BC, Canada",2166.0,4,4526.0,623.0,1972.0,SingleFamily,2024-04-02,1349900.0,49.05624115,-122.344111945168,"2977, Princess Street, Abbotsford, Fraser Valley Regional District, British Columbia, V2T 2S8, Canada",2977 Princess St,Abbotsford,General Abbotsford District, V2T 2S8,52.0,298.2545293857711,2024,4,4373.693939555724,655.6052718744907,McMillan Elementary
1,1,"1909 Salton Rd, Abbotsford, BC, Canada",728.0,1,1044.0,349.0,1976.0,Condo,2024-04-02,254700.0,49.0360931,-122.2876542,"Salton Road, McCallum, Abbotsford Centre, Abbotsford, Fraser Valley Regional District, British Columbia, V2S 3W6, Canada",1909 Salton Rd,Abbotsford,McCallum, V2S 3W6,48.0,243.9655172413793,2024,4,6520.871329462463,344.9393896051327,Abbotsford Traditional School
2,2,"33960 Old Yale Rd, Abbotsford, BC, Canada",838.0,1,1464.0,523.0,2007.0,Condo,2024-03-26,439000.0,49.0118384,-122.1345217,"Old Yale Road, Abbotsford, Fraser Valley Regional District, British Columbia, V3G 1T7, Canada",33960 Old Yale Rd,Abbotsford,General Abbotsford District, V3G 1T7,17.0,299.8633879781421,2024,3,713.1270370725191,302.27881498212923,Abbotsford Senior Secondary School
7,4,"33222 Lynn Ave, Abbotsford, BC, Canada",3248.0,6,4956.0,461.0,1972.0,SingleFamily,2024-03-26,1499888.0,49.0361987,-122.30406322943392,"33222, Lynn Avenue, Marshall, Mill Lake, Abbotsford, Fraser Valley Regional District, British Columbia, V2S 1C9, Canada",33222 Lynn Ave,Abbotsford,Mill Lake, V2S 1C9,52.0,302.6408393866021,2024,3,12138.325028384115,1142.4526293017864,Ross Elementary
1,1,"34797 Delair Rd, Abbotsford, BC, Canada",1000.0,6,6517.0,2190.0,1938.0,SingleFamily,2024-03-25,2190000.0,49.0336599,-122.2563222,"DeLair Road, McMillan, Abbotsford, Fraser Valley Regional District, British Columbia, V3G 3B4, Canada",34797 Delair Rd,Abbotsford,McMillan, V3G 3B4,86.0,336.0441921129354,2024,3,4571.176170616647,703.3949576019643,McMillan Elementary
4,3,"2592 Mitchell St, Abbotsford, BC, Canada",1951.0,6,4526.0,609.0,1990.0,SingleFamily,2024-03-26,1190000.0,49.0493105,-122.35378719166084,"2592, Mitchell Street, Abbotsford, Fraser Valley Regional District, British Columbia, V2T 5G5, Canada",2592 Mitchell St,Abbotsford,General Abbotsford District, V2T 5G5,34.0,262.92532037118866,2024,3,7756.833473112164,258.5691191975978,Eugene Reimer Middle School
4,3,"2380 Farrant Cres, Abbotsford, BC, Canada",1677.0,6,4671.0,775.0,1969.0,SingleFamily,2024-03-26,1299999.0,49.0453962,-122.3015988,"2380, Farrant Crescent, Marshall, Mill Lake, Abbotsford, Fraser Valley Regional District, British Columbia, V2S 1V3, Canada",2380 Farrant Cres,Abbotsford,Mill Lake, V2S 1V3,55.0,278.31278098908155,2024,3,9054.383645435671,496.1215976099229,Dave Kandal Elementary
2,2,"6077 Ross Rd, Abbotsford, BC, Canada",1500.0,10,3952.0,4600.0,1960.0,SingleFamily,2024-03-26,6900000.0,49.0660571,-122.4037673,"Ross Road, Abbotsford, Fraser Valley Regional District, British Columbia, V4X 1H2, Canada",6077 Ross Rd,Abbotsford,General Abbotsford District, V4X 1H2,64.0,1745.9514170040486,2024,3,7228.817315757623,227.48333526342577,St James
5,4,"1783 Everett Rd, Abbotsford, BC, Canada",3184.0,8,6235.0,625.0,1982.0,SingleFamily,2024-03-25,1990000.0,49.0339761,-122.2545011,"Everett Road, Abbotsford, Fraser Valley Regional District, British Columbia, V3G 3B4, Canada",1783 Everett Rd,Abbotsford,General Abbotsford District, V3G 3B4,42.0,319.16599839615077,2024,3,5085.208019883522,1287.776493136064,Clearbrook Elementary
7,5,"3436 Headwater Pl, Abbotsford, BC, Canada",4056.0,6,6227.0,394.0,2016.0,SingleFamily,2024-03-17,1599999.0,49.0643501,-122.364174,"Headwater Place, Townline Hill, Abbotsford, Fraser Valley Regional District, British Columbia, V2T 5J6, Canada",3436 Headwater Pl,Abbotsford,Townline Hill, V2T 5J6,8.0,256.9453990685723,2024,3,891.6627205627839,450.9159086930715,Alexander Elementary
5,3,"30627 Crestview Crt, Abbotsford, BC, Canada",2718.0,5,4972.0,522.0,2002.0,SingleFamily,2024-03-17,1420000.0,49.0694295,-122.3755595,"Crestview Court, Abbotsford, Fraser Valley Regional District, British Columbia, V2T 5W3, Canada",30627 Crestview Crt,Abbotsford,General Abbotsford District, V2T 5W3,22.0,285.5993563958166,2024,3,8885.12268706615,493.60096993571125,Abbotsford School Of Integrated Arts
3,1,"1963 Townline Rd, Abbotsford, BC, Canada",1280.0,0,1372.0,7656.0,1948.0,SingleFamily,2024-03-17,9800000.0,49.0541345,-122.3600148,"Townline Road, Abbotsford, Fraser Valley Regional District, British Columbia, V2T 5E5, Canada",1963 Townline Rd,Abbotsford,General Abbotsford District, V2T 5E5,76.0,7142.857142857143,2024,3,5940.851891491964,140.9190143422258,Prince Charles Elementary
5,3,"28585 Townshipline Rd, Abbotsford, BC, Canada",3635.0,10,11888.0,880.0,1971.0,SingleFamily,2024-03-17,3199900.0,49.08931,-122.334299,"Townshipline Road, Abbotsford, Fraser Valley Regional District, British Columbia, V4X 2S6, Canada",28585 Townshipline Rd,Abbotsford,General Abbotsford District, V4X 2S6,53.0,269.1705921938089,2024,3,1228.6391261415847,394.6303378646053,Godson Elementary
5,3,"33918 George Ferguson Way, Abbotsford, BC, Canada",2756.0,8,2023.0,652.0,1955.0,MultiFamily,2024-03-17,1799000.0,49.0501483,-122.2876636,"George Ferguson Way, Abbotsford Centre, Abbotsford, Fraser Valley Regional District, British Columbia, V2S 3X8, Canada",33918 George Ferguson Way,Abbotsford,General Abbotsford District, V2S 3X8,69.0,889.273356401384,2024,3,6416.27066401076,337.9316886005364,Abbotsford Traditional School
5,3,"36472 Cardiff Pl, Abbotsford, BC, Canada",2551.0,4,5130.0,558.0,2005.0,SingleFamily,2024-03-17,1425000.0,49.0541037,-122.2154327,"Cardiff Place, Abbotsford, Fraser Valley Regional District, British Columbia, V3G 2J3, Canada",36472 Cardiff Pl,Abbotsford,General Abbotsford District, V3G 2J3,19.0,277.77777777777777,2024,3,2682.781125859364,300.1476034136866,Chief Dan George Middle
3,3,"3588 Mckinley Dr, Abbotsford, BC, Canada",2883.0,2,4087.0,443.0,1992.0,SingleFamily,2024-03-16,1279000.0,49.062088,-122.24255,"McKinley Drive, Upper Ten Oaks, Abbotsford, Fraser Valley Regional District, British Columbia, V3G 3B1, Canada",3588 Mckinley Dr,Abbotsford,Upper Ten Oaks, V3G 3B1,32.0,312.94347932468804,2024,3,989.9168973884535,383.92493787040013,Alexander Elementary
4,3,"2558 Lakeview Cres, Abbotsford, BC, Canada",2090.0,4,4091.0,693.0,1967.0,SingleFamily,2024-03-17,1449000.0,49.0483928,-122.3060863,"2558, Lakeview Crescent, City Centre, Mill Lake, Abbotsford, Fraser Valley Regional District, British Columbia, V2S 3A9, Canada",2558 Lakeview Cres,Abbotsford,Mill Lake, V2S 3A9,57.0,354.1921290637986,2024,3,9342.098101566191,328.73152696571515,Dave Kandal Elementary
5,3,"31453 Springhill Pl, Abbotsford, BC, Canada",2704.0,10,4737.0,480.0,1980.0,SingleFamily,2024-03-07,1299900.0,49.0477655,-122.3528731,"31453, Springhill Place, Abbotsford, Fraser Valley Regional District, British Columbia, V2T 4K1, Canada",31453 Springhill Pl,Abbotsford,General Abbotsford District, V2T 4K1,44.0,274.4141861937935,2024,3,5906.906752605846,311.33173990099164,Irene Kelleher Totí:ltawtxw
5,3,"3847 Lindsay St, Abbotsford, BC, Canada",2200.0,8,4338.0,536.0,1980.0,SingleFamily,2024-03-04,1179900.0,49.0717781,-122.3146008,"3847, Lindsay Street, Abbotsford, Fraser Valley Regional District, British Columbia, V2S 7A2, Canada",3847 Lindsay St,Abbotsford,General Abbotsford District, V2S 7A2,44.0,271.99170124481327,2024,3,1035.967143227515,232.8656838361431,Alexander Elementary
2,1,"1909 Salton Rd, Abbotsford, BC, Canada",950.0,2,1295.0,315.0,1975.0,Condo,2024-03-05,299700.0,49.0360931,-122.2876542,"Salton Road, McCallum, Abbotsford Centre, Abbotsford, Fraser Valley Regional District, British Columbia, V2S 3W6, Canada",1909 Salton Rd,Abbotsford,McCallum, V2S 3W6,49.0,231.42857142857142,2024,3,18066.240633896214,3375.3268339107613,Aberdeen Elementary
1,1,"30525 Cardinal Ave, Abbotsford, BC, Canada",536.0,1,1378.0,744.0,2009.0,Condo,2024-03-07,399000.0,49.06202805,-122.3787079889927,"Tamarind Westside Phase 2, 30525, Cardinal Avenue, Abbotsford, Fraser Valley Regional District, British Columbia, V2T 0A8, Canada",30525 Cardinal Ave,Abbotsford,General Abbotsford District, V2T 0A8,15.0,289.5500725689405,2024,3,17237.926703182875,2823.1267258723365,Aberdeen Elementary
6,4,"35468 Verado Crt, Abbotsford, BC, Canada",4696.0,4,4281.0,489.0,2022.0,SingleFamily,2024-03-04,2298800.0,49.0524733,-122.2422189,"Verado Court, Eagle Mountain, Abbotsford, Fraser Valley Regional District, British Columbia, V3G 0C8, Canada",35468 Verado Crt,Abbotsford,Eagle Mountain, V3G 0C8,2.0,536.9773417425835,2024,3,4393.8012962104995,2407.794448494682,McMillan Elementary
5,3,"2332 Mckenzie Rd, Abbotsford, BC, Canada",2308.0,6,5334.0,519.0,2004.0,SingleFamily,2024-03-03,1199900.0,49.0445813,-122.2858752,"2332, McKenzie Road, McCallum, Abbotsford Centre, Abbotsford, Fraser Valley Regional District, British Columbia, V2S 3Z8, Canada",2332 Mckenzie Rd,Abbotsford,McCallum, V2S 3Z8,20.0,224.95313085864268,2024,3,7609.308302660173,1078.2022865461129,Semá:th Elementary School
6,3,"2949 Flagman Pl, Abbotsford, BC, Canada",4126.0,0,6252.0,436.0,2010.0,SingleFamily,2024-03-04,1799000.0,49.0558425,-122.4575588,"Flagman Place, West Abbotsford, Abbotsford, Fraser Valley Regional District, British Columbia, V4X 2S8, Canada",2949 Flagman Pl,Abbotsford,General Abbotsford District, V4X 2S8,14.0,287.7479206653871,2024,3,1094.1763809765916,279.36237206239537,Jackson Elementary
4,3,"28028 Layman Ave, Abbotsford, BC, Canada",2970.0,0,9900.0,888.0,1970.0,SingleFamily,2024-03-07,2639900.0,49.0798901,-122.4490822,"Layman Avenue, Abbotsford, Fraser Valley Regional District, British Columbia, V4X 1P1, Canada",28028 Layman Ave,Abbotsford,General Abbotsford District, V4X 1P1,54.0,266.65656565656565,2024,3,751.6174464150814,268.38097721217594,King Traditional Elementary
2,1,"34740 3rd Ave, Abbotsford, BC, Canada",1450.0,12,4346.0,603.0,1980.0,SingleFamily,2024-02-11,875000.0,49.0048807,-122.2619765,"34740, 3rd Avenue, Huntingdon, Abbotsford, Fraser Valley Regional District, British Columbia, V2S 8B9, Canada",34740 3rd Ave,Abbotsford,Huntingdon, V2S 8B9,44.0,201.33456051541648,2024,2,1236.194971466203,396.10271780535163,Alexander Elementary
4,2,"1033 York Rd, Abbotsford, BC, Canada",3683.0,0,8719.0,1373.0,1973.0,SingleFamily,2024-02-08,5059000.0,49.0219846,-122.227866,"York Road, Abbotsford, Fraser Valley Regional District, British Columbia, V3G 1Z5, Canada",1033 York Rd,Abbotsford,General Abbotsford District, V3G 1Z5,51.0,580.2270902626448,2024,2,17973.05942824074,7525.60917286433,Barrowtown Elementary
6,2,"33230 Westbury Ave, Abbotsford, BC, Canada",2194.0,5,4091.0,501.0,1972.0,SingleFamily,2024-02-13,1099950.0,49.0354549,-122.3036155,"33230, Westbury Avenue, Marshall, Mill Lake, Abbotsford, Fraser Valley Regional District, British Columbia, V2S 1C2, Canada",33230 Westbury Ave,Abbotsford,Mill Lake, V2S 1C2,52.0,268.8706917624053,2024,2,11109.02487085787,2646.396565532142,Semá:th Elementary School
2,2,"201 Mccallum Rd, Abbotsford, BC, Canada",908.0,15,3593.0,1707.0,2020.0,SingleFamily,2024-02-12,1550000.0,49.0330827,-122.2928707,"McCallum Road, UDistrict, Abbotsford, Fraser Valley Regional District, British Columbia, V2S 3M4, Canada",201 Mccallum Rd,Abbotsford,UDistrict, V2S 3M4,4.0,431.3943779571389,2024,2,3595.7974041544094,292.7487411621954,W J Mouat Secondary
3,2,"2267 Mckenzie Rd, Abbotsford, BC, Canada",1329.0,2,1856.0,564.0,2022.0,Townhouse,2024-02-07,749999.0,49.04308755,-122.28411765,"2267, McKenzie Road, McCallum, Abbotsford Centre, Abbotsford, Fraser Valley Regional District, British Columbia, V2S 0M9, Canada",2267 Mckenzie Rd,Abbotsford,McCallum, V2S 0M9,2.0,404.09428879310343,2024,2,2247.763857915956,441.58813907561995,Centennial Park Elementary
2,1,"32055 Old Yale Rd, Abbotsford, BC, Canada",1050.0,1,1128.0,304.0,1979.0,Condo,2024-02-08,320000.0,49.0118384,-122.1345217,"Old Yale Road, Abbotsford, Fraser Valley Regional District, British Columbia, V3G 1T7, Canada",32055 Old Yale Rd,Abbotsford,General Abbotsford District, V3G 1T7,45.0,283.68794326241135,2024,2,2957.0692312466676,150.68969374927778,John Maclure Community School
3,2,"39464 Wells Line Rd, Abbotsford, BC, Canada",2905.0,10,10505.0,3784.0,1975.0,SingleFamily,2023-11-26,10995000.0,49.0316424,-122.195537,"Wells Line Road, Abbotsford, Fraser Valley Regional District, British Columbia, V3G 2H5, Canada",39464 Wells Line Rd,Abbotsford,General Abbotsford District, V3G 2H5,49.0,1046.6444550214185,2023,11,6446.396654900207,237.66022073269235,Abbotsford Traditional School
2,2,"2860 Trethewey St, Abbotsford, BC, Canada",1170.0,2,2263.0,546.0,2017.0,Condo,2023-12-10,639000.0,49.0573351,-122.3268444,"Trethewey Street, Clearbrook, Abbotsford, Fraser Valley Regional District, British Columbia, V2T 3R3, Canada",2860 Trethewey St,Abbotsford,Clearbrook, V2T 3R3,7.0,282.3685373398144,2023,12,6043.234790406161,553.4778954744737,Irene Kelleher Totí:ltawtxw
4,2,"4210 Gladwin Rd, Abbotsford, BC, Canada",2566.0,6,6605.0,816.0,1984.0,SingleFamily,2023-12-06,2095000.0,49.0529748,-122.314946,"Gladwin Road, City Centre, Abbotsford, Fraser Valley Regional District, British Columbia, V2T 4V1, Canada",4210 Gladwin Rd,Abbotsford,City Centre, V2T 4V1,40.0,317.18395155185465,2023,12,3954.035986913781,2101.2672044721367,William A. Fraser Middle School
6,3,"32595 George Ferguson Way, Abbotsford, BC, Canada",1940.0,4,4162.0,608.0,1977.0,SingleFamily,2024-01-07,1180000.0,49.0550353,-122.321233,"32595, George Ferguson Way, City Centre, Abbotsford, Fraser Valley Regional District, British Columbia, V2T 4E4, Canada",32595 George Ferguson Way,Abbotsford,City Centre, V2T 4E4,47.0,283.5175396444017,2024,1,11398.577478294796,362.17340011789133,Cameron Elementary
6,4,"32588 Peardonville Rd, Abbotsford, BC, Canada",3053.0,5,2899.0,490.0,2021.0,SingleFamily,2023-12-07,1499000.0,49.0452033,-122.3531633,"Peardonville Road, Abbotsford, Fraser Valley Regional District, British Columbia, V2T 6L1, Canada",32588 Peardonville Rd,Abbotsford,General Abbotsford District, V2T 6L1,3.0,517.0748533977234,2023,12,2889.0548145508833,108.9673949629278,Alpha Secondary
5,3,"35620 Dina Pl, Abbotsford, BC, Canada",2365.0,4,4284.0,465.0,1998.0,SingleFamily,2023-12-05,1099900.0,49.0404377,-122.2408953,"Dina Place, Abbotsford, Fraser Valley Regional District, British Columbia, V3G 2E3, Canada",35620 Dina Pl,Abbotsford,General Abbotsford District, V3G 2E3,26.0,256.74603174603175,2023,12,2310.7900860127434,466.34978413036055,Brentwood Park Elementary
5,3,"494 Sumas Way, Abbotsford, BC, Canada",2485.0,10,8482.0,1810.0,1984.0,SingleFamily,2023-05-24,4499000.0,49.01091975,-122.26463054965896,"494, Sumas Way, Huntingdon, Abbotsford, Fraser Valley Regional District, British Columbia, V2S 8E5, Canada",494 Sumas Way,Abbotsford,Huntingdon, V2S 8E5,40.0,530.4173543975478,2023,5,4843.115827121002,354.8957033761675,Sperling Elementary
2,2,"9623 Manchester Dr, Burnaby, BC, Canada",969.0,1,1742.0,649.0,1994.0,Condo,2024-07-14,629000.0,49.2471072,-122.89798582508456,"Crystal Manor, 9623, Manchester Drive, Burnaby, Metro Vancouver Regional District, British Columbia, V3N 4P5, Canada",9623 Manchester Dr,Burnaby,General Burnaby District, V3N 4P5,30.0,361.0792192881745,2024,7,1360.1447964835254,755.053481976026,Suncrest Elementary
1,1,"2351 Beta Ave, Burnaby, BC, Canada",516.0,0,1695.0,967.0,2020.0,Condo,2024-07-14,499000.0,49.2744334,-122.9974219,"Beta Avenue, Burnaby, Metro Vancouver Regional District, British Columbia, V5C 3V4, Canada",2351 Beta Ave,Burnaby,General Burnaby District, V5C 3V4,4.0,294.3952802359882,2024,7,969.9574241648102,135.68511288879156,École Marlborough Elementary
2,2,"2289 Yukon Cres, Burnaby, BC, Canada",837.0,1,1990.0,918.0,2008.0,Condo,2024-07-14,769000.0,49.26416015,-122.99531282303391,"Watercolors, 2289, Yukon Crescent, Burnaby, Metro Vancouver Regional District, British Columbia, V5C 4B4, Canada",2289 Yukon Cres,Burnaby,General Burnaby District, V5C 4B4,16.0,386.4321608040201,2024,7,11312.325712066779,165.43392093517687,Cameron Elementary
7,5,"4536 Midlawn Dr, Burnaby, BC, Canada",4067.0,4,7245.0,688.0,2014.0,SingleFamily,2024-07-14,2799000.0,49.2711011,-122.99854,"Midlawn Drive, Willingdon Heights, Burnaby, Metro Vancouver Regional District, British Columbia, V5C 3Z6, Canada",4536 Midlawn Dr,Burnaby,Willingdon Heights, V5C 3Z6,10.0,386.3354037267081,2024,7,460.75635787973044,486.7003158241276,Maywood Community Elementary
3,1,"6506 Broadway, Burnaby, BC, Canada",1132.0,0,5259.0,3518.0,1953.0,SingleFamily,2024-07-14,3982500.0,49.2617806,-122.9679218,"Broadway, Burnaby, Metro Vancouver Regional District, British Columbia, V5B 2Z9, Canada",6506 Broadway,Burnaby,Broadway, V5B 2Z9,71.0,757.2732458642328,2024,7,11868.33980449093,628.1013376007577,Lyndhurst Elementary
5,3,"6950 Mario Crt, Burnaby, BC, Canada",2695.0,4,5910.0,816.0,1979.0,SingleFamily,2024-07-14,2200000.0,49.2608458,-122.9604547,"Mario Court, Burnaby, Metro Vancouver Regional District, British Columbia, V5A 2S9, Canada",6950 Mario Crt,Burnaby,General Burnaby District, V5A 2S9,45.0,372.2504230118443,2024,7,332.6333922793149,426.1578264609182,Chaffey-Burke Elementary
1,1,"6689 Willingdon Ave, Burnaby, BC, Canada",660.0,1,1148.0,681.0,1976.0,Condo,2024-07-14,449900.0,49.2228195,-123.0119313,"Kensington Manor, 6689, Willingdon Avenue, Metrotown, Burnaby, Metro Vancouver Regional District, British Columbia, V5H 2W5, Canada",6689 Willingdon Ave,Burnaby,Metrotown, V5H 2W5,48.0,391.89895470383277,2024,7,11096.842771365644,348.6464136070458,Cameron Elementary
