,type,taxes,area,garage,pricePerSqFt,mlsNumber,lotSize,levels,built,maintenance,address,bath,beds,parking,listingDate,listingPrice
155,Single Family Residence,"$4,850",2038 sqft,No,$858,R2890885,,Residential,1965,,"2040 Orland Dr, Coquitlam, BC",3,6,4,04/06/2024,"$1,749,000"
156,Single Family Residence,"$4,336",1673 sqft,No,"$1,063",R2890848,,Residential,1920,,"746 Alderson Ave, Coquitlam, BC",2,4,3,04/06/2024,"$1,779,000"
157,Apartment/Condominium,"$2,096",850 sqft,Yes,$809,R2891628,,Residential,2009,,"1204 - 2978 Glen Dr, Coquitlam, BC",2,2,1,04/06/2024,"$688,000"
158,Townhouse,"$2,014",1247 sqft,Yes,$601,R2890853,,Residential,1993,,"103W - 3061 Glen Dr, Coquitlam, BC",2,3,2,04/06/2024,"$750,000"
159,Apartment/Condominium,"$2,911",1050 sqft,Yes,"$1,095",R2890935,,Residential,2018,,"2601 - 3100 Windsor Gate, Coquitlam, BC",2,2,1,04/06/2024,"$1,150,000"
160,Apartment/Condominium,,948 sqft,Yes,"$1,096",R2889874,,Residential,2023,,"2204 - 1045 Austin Ave, Coquitlam, BC",2,2,1,02/06/2024,"$1,039,900"
161,Townhouse,"$1,942",1200 sqft,Yes,$665,R2889636,,Residential,1994,,"22 - 123 Laval St, Coquitlam, BC",2,2,3,02/06/2024,"$799,000"
162,Single Family Residence,"$7,140",4839 sqft,Yes,$514,R2889844,,Residential,1998,,"3080 Cardinal Crt, Coquitlam, BC",5,7,6,02/06/2024,"$2,490,000"
163,Apartment/Condominium,"$1,974",692 sqft,Yes,$994,R2889505,,Residential,2009,,"3406 - 2980 Atlantic Ave, Coquitlam, BC",1,2,1,02/06/2024,"$688,000"
164,Single Family Residence,,1800 sqft,No,"$2,222",R2889554,,Residential,1939,,"705 Alderson Ave, Coquitlam, BC",1,3,3,02/06/2024,"$4,000,000"
165,Apartment/Condominium,"$1,158",436 sqft,Yes,"$1,050",R2889528,,Residential,2005,,"112 - 2969 Whisper Way, Coquitlam, BC",1,0,1,02/06/2024,"$458,000"
166,Apartment/Condominium,"$1,576",576 sqft,Yes,"$1,015",R2890076,,Residential,2013,,"2501 - 3008 Glen Dr, Coquitlam, BC",1,1,1,02/06/2024,"$585,000"
167,Duplex,"$4,710",3784 sqft,Yes,$628,R2890597,,Residential Income,1972,,"2097 Dawes Hill Rd, Coquitlam, BC",4,8,6,03/06/2024,"$2,380,000"
168,Single Family Residence,,3693 sqft,Yes,$635,R2889014,,Residential,2024,,"1537 Shore View Pl, Coquitlam, BC",4,4,4,29/05/2024,"$2,346,800"
169,Quadruplex,,1541 sqft,No,$810,R2889222,,Residential Income,2024,,"102 - 1146 Madore Ave, Coquitlam, BC",2,3,2,30/05/2024,"$1,249,000"
170,Single Family Residence,"$4,912",2779 sqft,No,$659,R2889087,,Residential,1972,,"920 Harris Ave, Coquitlam, BC",3,5,2,30/05/2024,"$1,833,500"
171,Single Family Residence,"$4,455",3365 sqft,Yes,$499,R2888814,,Residential,2005,,"3266 Camelback Lane, Coquitlam, BC",3,4,4,29/05/2024,"$1,680,000"
172,Townhouse,"$2,024",1894 sqft,Yes,$791,R2888590,,Residential,2024,,"199 - 1310 Mitchell St, Coquitlam, BC",3,4,2,29/05/2024,"$1,499,900"
173,Townhouse,,992 sqft,Yes,"$1,058",R2889211,,Residential,2025,,"110 - 390 Guilby St, Coquitlam, BC",2,2,0,29/05/2024,"$1,049,900"
174,Townhouse,"$3,300",1713 sqft,Yes,$729,R2888447,,Residential,2018,,"62 - 3500 Promenade Burke Village, Coquitlam, BC",2,4,2,28/05/2024,"$1,249,000"
175,Quadruplex,,1541 sqft,No,$817,R2889069,,Residential Income,2024,,"103 - 1146 Madore Ave, Coquitlam, BC",2,3,2,29/05/2024,"$1,259,000"
176,Single Family Residence,"$5,333",3376 sqft,Yes,$681,R2884627,,Residential,1989,,"650 Adler Ave, Coquitlam, BC",3,6,4,26/05/2024,"$2,299,999"
177,Apartment/Condominium,,1041 sqft,Yes,$862,R2887621,,Residential,2023,,"215 - 741 Anskar Crt, Coquitlam, BC",2,2,1,26/05/2024,"$898,000"
178,Single Family Residence,,5161 sqft,Yes,$387,R2887640,,Residential,2011,,"2040 Hillside Ave, Coquitlam, BC",7,8,6,26/05/2024,"$1,999,999"
179,Single Family Residence,"$4,228",2364 sqft,Yes,$672,R2887940,,Residential,1960,,"361 Seaforth Cres, Coquitlam, BC",2,4,6,26/05/2024,"$1,588,800"
180,Multi Family,"$2,792",2000 sqft,No,$599,R2887996,,Residential,1973,,"1951 Austin Ave, Coquitlam, BC",2,4,3,26/05/2024,"$1,199,999"
181,Townhouse,"$2,538",1375 sqft,No,$799,R2887668,,Residential,2009,,"177 - 3105 Dayanee Springs Blvd, Coquitlam, BC",2,3,2,26/05/2024,"$1,099,000"
182,Single Family Residence,"$5,490",3703 sqft,Yes,$607,R2887469,,Residential,2021,,"3489 Highland Dr, Coquitlam, BC",4,5,4,26/05/2024,"$2,248,000"
183,Apartment/Condominium,"$1,547",619 sqft,No,$888,R2888000,,Residential,2014,,"504 - 2975 Atlantic Ave, Coquitlam, BC",1,1,0,26/05/2024,"$549,800"
184,Multi Family,"$5,968",1808 sqft,No,$773,R2886419,,Residential,2024,,"102 - 361 Marmont St, Coquitlam, BC",3,4,2,22/05/2024,"$1,399,000"
185,Apartment/Condominium,"$1,059",548 sqft,Yes,$820,R2885832,,Residential,1979,,"308 - 1122 King Albert Ave, Coquitlam, BC",1,1,1,21/05/2024,"$449,800"
186,Apartment/Condominium,$930,980 sqft,Yes,$713,R2886567,,Residential,1993,,"1203 - 3071 Glen Dr, Coquitlam, BC",2,2,1,22/05/2024,"$698,888"
187,Single Family Residence,"$4,993",1732 sqft,No,"$1,327",R2887202,,Residential,1955,,"710 Gauthier Ave, Coquitlam, BC",3,2,6,22/05/2024,"$2,300,000"
188,Single Family Residence,"$3,522",1728 sqft,Yes,$809,R2885577,,Residential,1962,,"816 Westwood St, Coquitlam, BC",1,5,6,21/05/2024,"$1,398,000"
189,Apartment/Condominium,"$1,916",877 sqft,Yes,$841,R2885715,,Residential,2009,,"516 - 3110 Dayanee Springs Blvd, Coquitlam, BC",2,2,1,21/05/2024,"$738,000"
190,Apartment/Condominium,"$3,169",1227 sqft,Yes,"$1,026",R2887664,,Residential,2021,,"2402 - 450 Westview St, Coquitlam, BC",2,2,2,22/05/2024,"$1,259,000"
191,Apartment/Condominium,,559 sqft,Yes,"$1,071",R2885566,,Residential,2025,,"106 - 623 Kemsley Ave, Coquitlam, BC",1,1,1,21/05/2024,"$599,000"
192,Apartment/Condominium,"$2,108",760 sqft,Yes,$932,R2884766,,Residential,2017,,"1602 - 570 Emerson St, Coquitlam, BC",1,2,1,19/05/2024,"$709,000"
193,Single Family Residence,"$5,767",2904 sqft,Yes,$812,R2885441,,Residential,1956,,"1041 Rochester Ave, Coquitlam, BC",2,4,9,19/05/2024,"$2,360,000"
194,Single Family Residence,"$8,140",5595 sqft,Yes,$516,R2885475,,Residential,1995,,"3067 Plateau Blvd, Coquitlam, BC",5,7,7,20/05/2024,"$2,888,000"
195,Single Family Residence,"$5,343",3315 sqft,Yes,$572,R2885186,,Residential,1994,,"2975 Blackbear Crt, Coquitlam, BC",3,7,2,19/05/2024,"$1,899,000"
196,Single Family Residence,"$4,055",2559 sqft,No,$737,R2885408,,Residential,1958,,"1509 Austin Ave, Coquitlam, BC",2,5,6,19/05/2024,"$1,888,000"
197,Apartment/Condominium,"$2,004",632 sqft,Yes,"$1,185",R2884646,,Residential,2021,,"3001 - 450 Westview St, Coquitlam, BC",1,1,1,19/05/2024,"$749,000"
198,Single Family Residence,"$9,693",7636 sqft,Yes,$522,R2885524,,Residential,1996,,"3099 Plateau Blvd, Coquitlam, BC",5,7,6,20/05/2024,"$3,988,000"
199,Single Family Residence,"$6,890",4264 sqft,Yes,$607,R2885455,,Residential,2013,,"1350 Kingston St, Coquitlam, BC",3,6,4,19/05/2024,"$2,590,000"
200,Single Family Residence,"$4,586",2120 sqft,No,$858,R2883024,,Residential,1979,,"2697 Burnside Pl, Coquitlam, BC",3,4,5,12/05/2024,"$1,820,000"
201,Single Family Residence,"$2,849",3036 sqft,Yes,$625,R2882603,,Residential,2024,,"798 Westwood St, Coquitlam, BC",3,5,5,13/05/2024,"$1,899,888"
202,Apartment/Condominium,"$1,371",663 sqft,Yes,$791,R2882300,,Residential,1993,,"33 - 1225 Brunette Ave, Coquitlam, BC",1,1,1,12/05/2024,"$525,000"
203,Apartment/Condominium,"$1,852",576 sqft,Yes,"$1,102",R2883708,,Residential,2020,,"1310 - 525 Foster Ave, Coquitlam, BC",1,1,1,14/05/2024,"$635,000"
204,Single Family Residence,"$6,315",3637 sqft,Yes,$604,R2884425,,Residential,2017,,"1378 Hames Cres, Coquitlam, BC",4,6,4,14/05/2024,"$2,199,000"
205,Single Family Residence,"$4,710",4448 sqft,Yes,$432,R2883039,,Residential,1995,,"1560 Pinetree Way, Coquitlam, BC",4,6,4,13/05/2024,"$1,925,000"
206,Single Family Residence,"$5,215",3026 sqft,Yes,$586,R2882742,,Residential,1965,,"1169 Madore Ave, Coquitlam, BC",2,5,6,13/05/2024,"$1,774,900"
207,Single Family Residence,"$7,234",3815 sqft,Yes,$602,R2882819,,Residential,2017,,"1420 Shay St, Coquitlam, BC",3,5,4,13/05/2024,"$2,300,000"
208,Apartment/Condominium,,747 sqft,Yes,"$1,222",R2881269,,Residential,2026,,"2204 - 668 Whiting Way, Coquitlam, BC",2,2,1,08/05/2024,"$912,900"
209,Apartment/Condominium,"$2,296",1129 sqft,Yes,$662,R2882108,,Residential,2007,,"317 - 990 Adair Ave, Coquitlam, BC",2,2,2,09/05/2024,"$748,000"
210,Single Family Residence,,4498 sqft,Yes,$662,R2881482,,Residential,2024,,"1409 Pipeline Pl, Coquitlam, BC",7,8,6,09/05/2024,"$2,980,000"
211,Townhouse,"$2,000",480 sqft,No,"$1,322",R2881784,,Residential,2023,,"201 - 1306 Laval Sq, Coquitlam, BC",1,1,1,08/05/2024,"$635,000"
212,Single Family Residence,"$6,266",1795 sqft,Yes,"$2,932",R2881617,,Residential,1961,,"526 Appian Way, Coquitlam, BC",2,1,3,09/05/2024,"$5,263,500"
213,Apartment/Condominium,"$1,606",517 sqft,Yes,"$1,121",R2883576,,Residential,2020,,"806 - 652 Whiting Way, Coquitlam, BC",1,1,1,08/05/2024,"$579,888"
214,Apartment/Condominium,,746 sqft,Yes,"$1,306",R2881274,,Residential,2026,,"3302 - 668 Whiting Way, Coquitlam, BC",2,2,1,08/05/2024,"$974,900"
215,Apartment/Condominium,,747 sqft,Yes,"$1,280",R2881284,,Residential,2026,,"3604 - 668 Whiting Way, Coquitlam, BC",2,2,1,08/05/2024,"$956,900"
216,Apartment/Condominium,"$1,670",594 sqft,Yes,$922,R2879650,,Residential,2013,,"401 - 608 Como Lake Ave, Coquitlam, BC",1,1,1,05/05/2024,"$548,000"
217,Townhouse,"$3,195",2045 sqft,Yes,$611,R2879230,,Residential,1997,,"2902 Panorama Dr, Coquitlam, BC",2,3,2,05/05/2024,"$1,249,800"
218,Apartment/Condominium,"$2,027",856 sqft,Yes,$862,R2879353,,Residential,2009,,"1907 - 2978 Glen Dr, Coquitlam, BC",2,2,1,05/05/2024,"$738,000"
219,Apartment/Condominium,"$1,779",771 sqft,Yes,$797,R2879757,,Residential,2007,,"1203 - 511 Rochester Ave, Coquitlam, BC",1,1,1,05/05/2024,"$615,000"
220,Apartment/Condominium,"$3,455",1025 sqft,Yes,$974,R2880055,,Residential,2017,,"2702 - 602 Como Lake Ave, Coquitlam, BC",2,2,2,05/05/2024,"$998,900"
221,Single Family Residence,"$9,174",7136 sqft,Yes,$498,R2880057,,Residential,2020,,"478 Mundy St, Coquitlam, BC",8,8,8,05/05/2024,"$3,560,000"
222,Single Family Residence,"$3,398",3391 sqft,Yes,$648,R2880859,,Residential,2021,,"1444 Mitchell St, Coquitlam, BC",3,5,4,06/05/2024,"$2,199,999"
223,Single Family Residence,"$8,551",5422 sqft,Yes,$737,R2879776,,Residential,2022,,"1445 Shay St, Coquitlam, BC",5,5,6,05/05/2024,"$3,999,999"
224,Apartment/Condominium,"$1,968",753 sqft,Yes,$929,R2873453,,Residential,2019,,"212 - 717 Breslay St, Coquitlam, BC",1,2,1,30/04/2024,"$699,900"
225,Apartment/Condominium,"$1,717",587 sqft,Yes,"$1,018",R2878192,,Residential,2017,,"1506 - 520 Como Lake Ave, Coquitlam, BC",1,1,1,30/04/2024,"$598,000"
226,Townhouse,,1710 sqft,Yes,$794,R2878002,,Residential,2026,,"140 - 639 Aspen St, Coquitlam, BC",2,3,1,30/04/2024,"$1,358,000"
227,Apartment/Condominium,"$2,621",1330 sqft,Yes,$872,R2877468,,Residential,1998,,"1003 - 1196 Pipeline Rd, Coquitlam, BC",2,2,2,30/04/2024,"$1,159,900"
228,Single Family Residence,"$5,943",2200 sqft,No,"$1,886",R2877775,,Residential,1962,,"519 Cochrane Ave, Coquitlam, BC",1,1,0,30/04/2024,"$4,150,300"
229,Single Family Residence,"$5,268",3272 sqft,Yes,$677,R2878477,,Residential,1996,,"2638 Marble Crt, Coquitlam, BC",2,5,2,30/04/2024,"$2,218,000"
230,Apartment/Condominium,"$1,740",770 sqft,Yes,$973,R2877864,,Residential,2010,,"511 - 3050 Dayanee Springs Blvd, Coquitlam, BC",2,2,1,30/04/2024,"$749,900"
231,Single Family Residence,"$5,519",3522 sqft,No,$638,R2877669,,Residential,1961,,"662 Shaw Ave, Coquitlam, BC",4,7,7,30/04/2024,"$2,248,000"
232,Apartment/Condominium,"$2,437",899 sqft,Yes,$856,R2875067,,Residential,2012,,"2502 - 1155 The High St, Coquitlam, BC",2,2,1,23/04/2024,"$769,900"
233,Single Family Residence,"$9,638",7972 sqft,Yes,$500,R2875932,,Residential,2006,,"2982 Sunridge Crt, Coquitlam, BC",6,9,8,24/04/2024,"$3,988,800"
234,Apartment/Condominium,"$2,459",761 sqft,Yes,"$1,119",R2877344,,Residential,2022,,"2201 - 555 Sydney Ave, Coquitlam, BC",2,2,1,27/04/2024,"$851,900"
235,Apartment/Condominium,,611 sqft,Yes,"$1,145",R2875346,,Residential,2022,,"803 - 555 Sydney Ave, Coquitlam, BC",1,1,1,24/04/2024,"$699,900"
236,Apartment/Condominium,,495 sqft,Yes,"$1,082",R2876672,,Residential,2025,,"415 - 599 Dansey Ave, Coquitlam, BC",1,1,1,24/04/2024,"$535,990"
237,Single Family Residence,"$4,811",5173 sqft,Yes,$635,R2875372,,Residential,2022,,"708 Austin Ave, Coquitlam, BC",7,8,10,24/04/2024,"$3,290,000"
238,Single Family Residence,"$6,093",3489 sqft,Yes,$713,R2877361,,Residential,2012,,"638 Austin Ave, Coquitlam, BC",3,4,6,28/04/2024,"$2,488,000"
239,Single Family Residence,"$4,843",2695 sqft,Yes,$682,R2874676,,Residential,2000,,"2116 Turnberry Lane, Coquitlam, BC",3,5,4,23/04/2024,"$1,838,000"
240,Single Family Residence,"$5,828",1100 sqft,No,"$3,773",R2875561,,Residential,1962,,"527 Cochrane Ave, Coquitlam, BC",1,1,0,21/04/2024,"$4,150,300"
241,Single Family Residence,"$11,439",7147 sqft,Yes,$613,R2873810,,Residential,2023,,"1213 Cottonwood Ave, Coquitlam, BC",5,7,6,21/04/2024,"$4,388,000"
242,Single Family Residence,"$5,646",150 sqft,No,"$27,309",R2875568,,Residential,1954,,"525 Brookmere Ave, Coquitlam, BC",1,1,0,21/04/2024,"$4,096,400"
243,Single Family Residence,"$10,370",6708 sqft,Yes,$625,R2873871,,Residential,1995,,"1373 Glenbrook St, Coquitlam, BC",4,4,8,21/04/2024,"$4,198,000"
244,Single Family Residence,"$5,766",250 sqft,No,"$16,601",R2875554,,Residential,1963,,"523 Cochrane Ave, Coquitlam, BC",1,2,0,21/04/2024,"$4,150,300"
245,Single Family Residence,"$6,257",600 sqft,No,"$7,783",R2875550,,Residential,1959,,"532 Appian Way, Coquitlam, BC",1,1,0,21/04/2024,"$4,670,050"
246,Single Family Residence,"$4,504",1520 sqft,No,"$1,051",R2873454,,Residential,1949,,"910 Austin Ave, Coquitlam, BC",4,6,5,21/04/2024,"$1,598,000"
247,Single Family Residence,"$5,884",250 sqft,No,"$16,385",R2875558,,Residential,1954,,"521 Brookmere Ave, Coquitlam, BC",1,0,0,21/04/2024,"$4,096,400"
248,Townhouse,,1764 sqft,No,$815,R2869652,,Residential,2025,,"1 - 728 Lea Ave, Coquitlam, BC",2,3,1,11/04/2024,"$1,438,000"
249,Single Family Residence,"$5,696",4346 sqft,Yes,$632,R2871347,,Residential,2021,,"1127 Madore Ave, Coquitlam, BC",6,7,0,14/04/2024,"$2,749,000"
250,Single Family Residence,"$7,464",5280 sqft,Yes,$662,R2870976,,Residential,2020,,"2230 Dawes Hill Rd, Coquitlam, BC",5,8,5,14/04/2024,"$3,499,900"
251,Single Family Residence,"$5,646",2517 sqft,Yes,"$3,495",R2870010,,Residential,1985,,"3475 Baycrest Ave, Coquitlam, BC",2,4,5,11/04/2024,"$8,799,000"
252,Single Family Residence,"$6,346",2622 sqft,No,"$1,292",R2870949,,Residential,1960,,"892 Macintosh St, Coquitlam, BC",1,3,5,14/04/2024,"$3,388,000"
253,Apartment/Condominium,"$1,890",987 sqft,Yes,$683,R2870519,,Residential,1994,,"303 - 515 Whiting Way, Coquitlam, BC",2,2,2,14/04/2024,"$675,000"
254,Apartment/Condominium,,992 sqft,Yes,$955,R2870559,,Residential,2026,,"212 - 592 Harrison Ave, Coquitlam, BC",2,3,1,11/04/2024,"$948,000"
255,Apartment/Condominium,,523 sqft,Yes,"$1,321",R2871439,,Residential,2027,,"2310 - 612 Elmwood St, Coquitlam, BC",1,1,1,14/04/2024,"$690,900"
256,Apartment/Condominium,"$1,700",551 sqft,Yes,"$1,032",R2866502,,Residential,2015,,"2006 - 3007 Glen Dr, Coquitlam, BC",1,1,1,02/04/2024,"$569,000"
257,Single Family Residence,"$9,002",5807 sqft,Yes,$508,R2867100,,Residential,2001,,"2138 Braeside Pl, Coquitlam, BC",5,5,4,04/04/2024,"$2,950,000"
258,Single Family Residence,,4640 sqft,Yes,$624,R2866324,,Residential,2024,,"1411 Pipeline Pl, Coquitlam, BC",7,8,4,02/04/2024,"$2,898,000"
259,Single Family Residence,,4640 sqft,Yes,$624,R2866324,,Residential,2024,,"1411 Pipeline Rd, Coquitlam, BC",7,8,4,04/04/2024,"$2,898,000"
260,Townhouse,"$3,466",2315 sqft,Yes,$664,R2866105,,Residential,1998,,"326 - 1465 Parkway Blvd, Coquitlam, BC",3,4,4,02/04/2024,"$1,538,000"
261,Single Family Residence,"$5,183",1984 sqft,Yes,"$1,252",R2866127,,Residential,1959,,"1400 Austin Ave, Coquitlam, BC",1,2,4,02/04/2024,"$2,485,000"
262,Single Family Residence,"$5,124",2020 sqft,Yes,"$1,029",R2866666,,Residential,1965,,"818 Seymour Dr, Coquitlam, BC",2,4,5,02/04/2024,"$2,080,000"
263,Single Family Residence,"$5,036",2718 sqft,Yes,$914,R2866142,,Residential,1962,,"1404 Austin Ave, Coquitlam, BC",2,5,4,02/04/2024,"$2,485,000"
264,Apartment/Condominium,,764 sqft,Yes,$980,R2861807,,Residential,2024,,"304 - 599 Dansey Ave, Coquitlam, BC",2,2,1,20/03/2024,"$748,888"
265,Single Family Residence,"$3,763",2038 sqft,Yes,"$1,471",R2861051,,Residential,1983,,"1113 Wallace Crt, Coquitlam, BC",3,3,7,18/03/2024,"$2,999,900"
266,Single Family Residence,"$7,411",4976 sqft,Yes,$580,R2861192,,Residential,2000,,"2201 Hillside Ave, Coquitlam, BC",4,6,2,18/03/2024,"$2,888,000"
267,Single Family Residence,"$4,767",1711 sqft,No,"$1,507",R2862072,,Residential,1954,,"825 Dogwood St, Coquitlam, BC",1,3,0,19/03/2024,"$2,580,000"
268,Townhouse,"$2,934",1244 sqft,Yes,$961,R2861827,,Residential,2021,,"106 - 450 Westview St, Coquitlam, BC",2,3,2,20/03/2024,"$1,196,000"
269,Apartment/Condominium,"$2,472",761 sqft,Yes,"$1,132",R2861517,,Residential,2022,,"2305 - 555 Sydney Ave, Coquitlam, BC",2,2,1,19/03/2024,"$861,900"
270,Apartment/Condominium,"$3,812",1307 sqft,Yes,$993,R2861648,,Residential,2012,,"3403 - 2968 Glen Dr, Coquitlam, BC",2,2,2,19/03/2024,"$1,298,000"
271,Single Family Residence,"$3,613",1834 sqft,No,"$1,526",R2861092,,Residential,1983,,"1112 Wallace Crt, Coquitlam, BC",1,4,3,18/03/2024,"$2,799,900"
272,Apartment/Condominium,"$3,587",1767 sqft,Yes,$820,R2854707,,Residential,2014,,"3207 - 2975 Atlantic Ave, Coquitlam, BC",3,4,2,29/02/2024,"$1,449,800"
273,Single Family Residence,"$4,134",1874 sqft,Yes,"$1,517",R2857434,,Residential,9999,,"931 Como Lake Ave, Coquitlam, BC",1,2,2,07/03/2024,"$2,843,000"
274,Single Family Residence,"$3,433",2226 sqft,Yes,"$1,257",R2858387,,Residential,1991,,"1165 Hansard Cres, Coquitlam, BC",3,5,2,10/03/2024,"$2,800,000"
275,Townhouse,"$2,562",1842 sqft,Yes,$813,R2855432,,Residential,2023,,"402 - 606 Foster Ave, Coquitlam, BC",2,4,2,03/03/2024,"$1,499,000"
276,Single Family Residence,"$4,254",2416 sqft,Yes,"$1,236",R2857454,,Residential,9999,,"935 Como Lake Ave, Coquitlam, BC",1,2,2,07/03/2024,"$2,988,000"
277,Apartment/Condominium,,840 sqft,Yes,"$1,014",R2857429,,Residential,2022,,"1108 - 555 Sydney Ave, Coquitlam, BC",2,2,1,06/03/2024,"$852,000"
278,Single Family Residence,"$5,575",3795 sqft,Yes,$602,R2854658,,Residential,2002,,"3319 Chartwell Green, Coquitlam, BC",4,6,4,29/02/2024,"$2,288,000"
279,Single Family Residence,"$4,311",2537 sqft,Yes,"$1,106",R2857437,,Residential,1964,,"939 Como Lake Ave, Coquitlam, BC",1,2,2,07/03/2024,"$2,806,000"
280,Apartment/Condominium,,352 sqft,Yes,"$1,391",R2848620,,Residential,2026,,"506 - 601 Rochester Ave, Coquitlam, BC",1,1,0,08/02/2024,"$489,900"
281,Townhouse,,1214 sqft,No,$953,R2850654,,Residential,2025,,"8 - 728 Lea Ave, Coquitlam, BC",3,3,1,17/02/2024,"$1,158,000"
282,Apartment/Condominium,,861 sqft,Yes,$987,R2852241,,Residential,2025,,"620 - 599 Dansey Ave, Coquitlam, BC",2,3,1,19/02/2024,"$849,990"
283,Townhouse,,1093 sqft,Yes,$928,R2850203,,Residential,2026,,"131 - 639 Aspen St, Coquitlam, BC",2,2,1,14/02/2024,"$1,015,000"
284,Apartment/Condominium,,512 sqft,No,"$1,169",R2850015,,Residential,2023,,"405 - 648 Lea Ave, Coquitlam, BC",1,1,1,13/02/2024,"$599,000"
285,Apartment/Condominium,,549 sqft,Yes,"$1,001",R2849407,,Residential,2024,,"417 - 599 Dansey Ave, Coquitlam, BC",1,1,1,08/02/2024,"$550,000"
286,Manufactured Home,$300,843 sqft,No,$332,R2849768,,Residential,1973,,"278 - 201 Cayer St, Coquitlam, BC",1,2,3,12/02/2024,"$279,880"
287,Single Family Residence,"$6,106",1523 sqft,Yes,"$2,068",R2852310,,Residential,1955,,"709 Quadling Ave, Coquitlam, BC",2,4,6,16/02/2024,"$3,150,000"
288,Single Family Residence,"$4,272",2031 sqft,Yes,$929,R2844857,,Residential,1957,,"394 Blue Mountain St, Coquitlam, BC",2,3,3,23/01/2024,"$1,888,000"
289,Apartment/Condominium,,624 sqft,Yes,"$1,104",R2844107,,Residential,2024,,"704 - 599 Dansey Ave, Coquitlam, BC",2,2,1,21/01/2024,"$689,000"
290,Single Family Residence,"$6,495",3489 sqft,Yes,$799,R2843822,,Residential,2021,,"720 Ivy Ave, Coquitlam, BC",3,4,6,22/01/2024,"$2,788,800"
291,Apartment/Condominium,"$2,014",1136 sqft,Yes,$659,R2841944,,Residential,1992,,"102 - 501 Cochrane Ave, Coquitlam, BC",2,2,1,14/01/2024,"$749,000"
292,Townhouse,,795 sqft,Yes,"$1,006",R2838772,,Residential,2022,,"219 - 708 Lea Ave, Coquitlam, BC",2,2,1,31/12/2023,"$799,999"
293,Single Family Residence,"$4,014",2100 sqft,No,$827,R2840658,,Residential,1964,,"1621 Como Lake Ave, Coquitlam, BC",3,5,2,07/01/2024,"$1,738,000"
294,Apartment/Condominium,,527 sqft,No,"$1,216",R2844051,,Residential,2026,,"1305 - 628 Whiting Way, Coquitlam, BC",1,1,1,21/01/2024,"$640,900"
295,Single Family Residence,"$5,258",2188 sqft,Yes,"$1,119",R2843454,,Residential,1956,,"609 Madore Ave, Coquitlam, BC",2,3,4,21/01/2024,"$2,450,000"
296,Single Family Residence,"$5,359",2212 sqft,No,"$1,265",R2725069,,Residential,1962,,"617 Harrison Ave, Coquitlam, BC",2,5,4,18/09/2022,"$2,799,000"
297,Duplex,"$10,689",4198 sqft,No,"$1,045",R2726988,,Residential Income,1972,,"729 Smith Ave, Coquitlam, BC",4,6,10,25/09/2022,"$4,388,000"
298,Single Family Residence,"$4,726",2932 sqft,No,$869,R2794718,,Residential,1940,,"316 Laval Sq, Coquitlam, BC",3,5,3,01/07/2023,"$2,550,000"
299,Single Family Residence,"$5,473",2670 sqft,Yes,"$1,340",R2698590,,Residential,,,"701 Quadling Ave, Coquitlam, BC",2,6,4,08/06/2022,"$3,580,000"
300,Single Family Residence,"$4,992",1040 sqft,Yes,"$2,067",R2760879,,Residential,1955,,"717 Dogwood St, Coquitlam, BC",1,2,6,19/03/2023,"$2,150,000"
301,Single Family Residence,"$5,196",2100 sqft,Yes,$942,R2785001,,Residential,1955,,"713 Dogwood St, Coquitlam, BC",2,5,6,05/06/2023,"$1,980,000"
302,Single Family Residence,"$4,386",2528 sqft,Yes,"$1,423",R2767698,,Residential,1955,,"629 Smith Ave, Coquitlam, BC",2,5,6,11/04/2023,"$3,598,000"
303,Single Family Residence,"$9,405",6667 sqft,Yes,$704,R2742491,,Residential,2015,,"704 Quadling Ave, Coquitlam, BC",0,7,6,07/12/2022,"$4,700,000"
