,type,taxes,area,garage,pricePerSqFt,mlsNumber,lotSize,levels,built,maintenance,address,bath,beds,parking,listingDate,listingPrice
156,Apartment/Condominium,"$2,037",834 sqft,Yes,$839,R2895793,,Residential,2006,,"603 - 5028 Kwantlen St, Richmond, BC",2,2,1,16/06/2024,"$699,900"
157,Apartment/Condominium,"$2,072",877 sqft,Yes,$875,R2896522,,Residential,2013,,"306 - 10020 Dunoon Dr, Richmond, BC",2,2,1,16/06/2024,"$767,375"
158,Single Family Residence,"$4,564",1522 sqft,Yes,"$1,115",R2895404,,Residential,1971,,"9331 Ryan Cres, Richmond, BC",1,3,4,16/06/2024,"$1,697,900"
159,Apartment/Condominium,"$2,026",682 sqft,Yes,"$1,121",R2895805,,Residential,2020,,"1004 - 5508 Hollybridge Way, Richmond, BC",1,2,1,16/06/2024,"$765,000"
160,Single Family Residence,"$6,252",3319 sqft,Yes,$750,R2895757,,Residential,1992,,"6993 Donald Rd, Richmond, BC",4,5,0,14/06/2024,"$2,490,000"
161,Apartment/Condominium,"$4,680",1430 sqft,Yes,"$1,138",R2895571,,Residential,2021,,"105 - 6622 Pearson Way, Richmond, BC",1,2,2,15/06/2024,"$1,628,000"
162,Apartment/Condominium,,425 sqft,No,"$1,409",R2896354,,Residential,2022,,"826 - 8133 Cook Rd, Richmond, BC",1,1,0,14/06/2024,"$599,000"
163,Apartment/Condominium,"$7,852",2090 sqft,Yes,"$1,625",R2895126,,Residential,2018,,"701 - 6611 Pearson Way, Richmond, BC",3,3,2,13/06/2024,"$3,398,000"
164,Single Family Residence,"$4,871",1968 sqft,No,$989,R2895071,,Residential,1970,,"10280 Amethyst Ave, Richmond, BC",2,4,4,13/06/2024,"$1,948,000"
165,Townhouse,"$3,120",1803 sqft,Yes,$625,R2895787,,Residential,1988,,"28 - 7311 Minoru Blvd, Richmond, BC",2,3,2,13/06/2024,"$1,128,000"
166,Apartment/Condominium,"$1,665",1089 sqft,Yes,$631,R2895184,,Residential,1987,,"1 - 7600 Francis Rd, Richmond, BC",2,2,2,13/06/2024,"$688,000"
167,Single Family Residence,"$8,472",3553 sqft,Yes,$843,R2895021,,Residential,1992,,"3100 River Rd, Richmond, BC",4,6,6,13/06/2024,"$2,998,000"
168,Apartment/Condominium,"$2,224",891 sqft,Yes,$942,R2894583,,Residential,2014,,"212 - 6011 No. 1 Rd, Richmond, BC",2,2,1,12/06/2024,"$839,900"
169,Apartment/Condominium,"$1,682",747 sqft,Yes,$876,R2894713,,Residential,2014,,"415 - 12339 Steveston Highway, Richmond, BC",1,2,1,12/06/2024,"$655,000"
170,Single Family Residence,"$4,146",2041 sqft,Yes,$872,R2894041,,Residential,1975,,"6311 Swift Ave, Richmond, BC",2,5,2,11/06/2024,"$1,780,000"
171,Apartment/Condominium,"$1,589",609 sqft,Yes,$977,R2895115,,Residential,2016,,"223 - 5311 Cedarbridge Way, Richmond, BC",1,1,1,12/06/2024,"$595,000"
172,Apartment/Condominium,"$3,146",930 sqft,Yes,$997,R2894338,,Residential,2013,,"105 - 7117 Elmbridge Way, Richmond, BC",1,2,1,11/06/2024,"$928,000"
173,Single Family Residence,"$10,784",4939 sqft,Yes,$931,R2894021,,Residential,2020,,"10479 Dennis Cres, Richmond, BC",6,7,6,11/06/2024,"$4,600,000"
174,Townhouse,"$4,083",1650 sqft,Yes,$944,R2894008,,Residential,2013,,"8 - 8000 Bowcock Rd, Richmond, BC",3,4,2,11/06/2024,"$1,559,000"
175,Apartment/Condominium,"$1,621",581 sqft,Yes,"$1,080",R2894069,,Residential,2017,,"605 - 7688 Alderbridge Way, Richmond, BC",1,1,1,11/06/2024,"$628,000"
176,Townhouse,"$2,403",1203 sqft,Yes,$829,R2893269,,Residential,1989,,"1 - 8480 Blundell Rd, Richmond, BC",2,2,2,10/06/2024,"$998,000"
177,Apartment/Condominium,"$2,453",1199 sqft,Yes,$824,R2895930,,Residential,2009,,"113 - 9199 Tomicki Ave, Richmond, BC",2,3,1,10/06/2024,"$988,000"
178,Single Family Residence,"$7,556",4266 sqft,Yes,$679,R2893965,,Residential,1998,,"7680 Eperson Rd, Richmond, BC",5,6,7,10/06/2024,"$2,899,000"
179,Single Family Residence,"$5,233",3430 sqft,Yes,$725,R2893326,,Residential,1980,,"10199 Lawson Dr, Richmond, BC",4,6,4,10/06/2024,"$2,488,000"
180,Single Family Residence,"$8,641",4548 sqft,Yes,$722,R2893252,,Residential,1996,,"4231 Tucker Ave, Richmond, BC",4,4,0,10/06/2024,"$3,288,000"
181,Single Family Residence,"$5,432",2502 sqft,No,"$1,079",R2893732,,Residential,1965,,"8824 Cook Cres, Richmond, BC",3,3,3,10/06/2024,"$2,700,000"
182,Townhouse,"$3,883",1748 sqft,Yes,$856,R2894530,,Residential,2009,,"18 - 9800 Odlin Rd, Richmond, BC",3,4,3,10/06/2024,"$1,498,000"
183,Apartment/Condominium,"$2,739",986 sqft,Yes,"$1,052",R2893306,,Residential,2020,,"802 - 5508 Hollybridge Way, Richmond, BC",2,2,1,09/06/2024,"$1,038,000"
184,Apartment/Condominium,"$1,973",660 sqft,Yes,"$1,095",R2893115,,Residential,2015,,"801 - 7733 Firbridge Way, Richmond, BC",1,1,1,09/06/2024,"$723,000"
185,Townhouse,,1286 sqft,No,$831,R2894558,,Residential,2025,,"27 - 4337 Boundary Rd, Richmond, BC",2,3,2,09/06/2024,"$1,069,900"
186,Single Family Residence,"$7,748",4319 sqft,Yes,$710,R2892957,,Residential,2012,,"8580 Francis Rd, Richmond, BC",7,7,9,09/06/2024,"$3,068,000"
187,Single Family Residence,"$4,838",1886 sqft,Yes,"$1,002",R2892968,,Residential,1973,,"11591 Seaport Ave, Richmond, BC",3,4,0,09/06/2024,"$1,890,000"
188,Apartment/Condominium,"$1,921",614 sqft,Yes,"$1,123",R2893452,,Residential,2019,,"1119 - 8800 Hazelbridge Way, Richmond, BC",1,1,1,09/06/2024,"$689,990"
189,Single Family Residence,"$5,931",2728 sqft,Yes,$916,R2892748,,Residential,1974,,"7720 Malahat Ave, Richmond, BC",2,5,4,09/06/2024,"$2,499,000"
190,Apartment/Condominium,"$1,781",677 sqft,Yes,$986,R2892938,,Residential,2018,,"511 - 10780 No. 5 Rd, Richmond, BC",1,1,1,09/06/2024,"$668,000"
191,Apartment/Condominium,"$2,293",915 sqft,Yes,$927,R2891405,,Residential,2017,,"726 - 7008 River Pky, Richmond, BC",2,2,1,05/06/2024,"$849,000"
192,Single Family Residence,"$6,429",2693 sqft,No,$924,R2891986,,Residential,1965,,"8091 No. 3 Rd, Richmond, BC",2,6,3,05/06/2024,"$2,490,000"
193,Single Family Residence,"$6,650",4110 sqft,No,$654,R2891983,,Residential,1969,,"8071 No. 3 Rd, Richmond, BC",2,6,3,05/06/2024,"$2,690,000"
194,Single Family Residence,"$7,502",2097 sqft,Yes,"$1,568",R2891783,,Residential,1961,,"9580 Pinewell Cres, Richmond, BC",2,4,3,05/06/2024,"$3,290,000"
195,Apartment/Condominium,"$1,706",835 sqft,Yes,$885,R2891449,,Residential,1997,,"128 - 12633 No. 2 Rd, Richmond, BC",2,2,1,05/06/2024,"$739,000"
196,Apartment/Condominium,,2486 sqft,Yes,"$1,809",R2891975,,Residential,2018,,"802 - 6633 Pearson Way, Richmond, BC",4,4,2,05/06/2024,"$4,498,000"
197,Single Family Residence,"$7,742",3735 sqft,Yes,$878,R2892197,,Residential,2016,,"8360 Brownell Rd, Richmond, BC",9,7,8,06/06/2024,"$3,280,000"
198,Single Family Residence,"$8,820",3626 sqft,Yes,"$1,102",R2891345,,Residential,2022,,"3431 Barmond Ave, Richmond, BC",4,4,4,05/06/2024,"$3,998,000"
199,Apartment/Condominium,"$2,679",1228 sqft,Yes,$712,R2892050,,Residential,2009,,"310 - 6077 London Rd, Richmond, BC",2,2,2,03/06/2024,"$875,000"
200,Single Family Residence,"$6,519",3342 sqft,Yes,$981,R2891259,,Residential,2023,,"9291 Glenallan Dr, Richmond, BC",5,5,3,03/06/2024,"$3,280,000"
201,Townhouse,"$3,092",1495 sqft,Yes,$668,R2890495,,Residential,1989,,"6 - 5611 Arcadia Rd, Richmond, BC",2,4,2,03/06/2024,"$998,800"
202,Single Family Residence,"$4,504",3299 sqft,Yes,$984,R2890337,,Residential,2024,,"9180 Glenallan Dr, Richmond, BC",5,6,4,03/06/2024,"$3,249,000"
203,Single Family Residence,"$8,193",3501 sqft,Yes,$911,R2890062,,Residential,2015,,"9760 Bates Rd, Richmond, BC",4,5,3,02/06/2024,"$3,190,000"
204,Single Family Residence,"$7,459",3406 sqft,Yes,$816,R2890757,,Residential,2012,,"9511 Kirkmond Cres, Richmond, BC",6,5,4,03/06/2024,"$2,780,000"
205,Single Family Residence,,3194 sqft,Yes,"$1,001",R2890341,,Residential,2024,,"9391 Ryan Cres, Richmond, BC",7,8,2,03/06/2024,"$3,199,000"
206,Apartment/Condominium,"$1,764",770 sqft,Yes,$870,R2890272,,Residential,2004,,"215 - 8120 Jones Rd, Richmond, BC",2,2,1,03/06/2024,"$669,900"
207,Townhouse,"$2,506",1253 sqft,Yes,$778,R2889997,,Residential,2001,,"16 - 8433 Bennett Rd, Richmond, BC",2,2,2,02/06/2024,"$975,000"
208,Apartment/Condominium,"$2,675",942 sqft,Yes,$995,R2890556,,Residential,2018,,"707 - 6533 Buswell St, Richmond, BC",2,2,0,02/06/2024,"$938,000"
209,Single Family Residence,"$7,877",1056 sqft,No,"$3,295",R2890699,,Residential,1944,,"8351 No. 5 Rd, Richmond, BC",1,3,10,02/06/2024,"$3,480,000"
210,Apartment/Condominium,"$3,027",983 sqft,Yes,"$1,066",R2890677,,Residential,2021,,"712 - 8160 Mcmyn Way, Richmond, BC",2,2,1,02/06/2024,"$1,048,000"
211,Townhouse,"$4,604",2020 sqft,Yes,$870,R2889783,,Residential,2017,,"54 - 10388 No. 2 Rd, Richmond, BC",4,4,4,02/06/2024,"$1,759,000"
212,Single Family Residence,"$7,355",5131 sqft,Yes,"$1,167",R2889916,,Residential,2024,,"6080 Dover Rd, Richmond, BC",6,6,6,02/06/2024,"$5,988,000"
213,Apartment/Condominium,"$2,966",932 sqft,Yes,"$1,115",R2890426,,Residential,2021,,"1602 - 8699 Hazelbridge Way, Richmond, BC",2,2,1,02/06/2024,"$1,039,900"
214,Apartment/Condominium,"$2,215",1015 sqft,Yes,$787,R2889514,,Residential,2011,,"211 - 9399 Tomicki Ave, Richmond, BC",2,2,2,02/06/2024,"$799,000"
215,Apartment/Condominium,"$1,787",576 sqft,Yes,"$1,125",R2888972,,Residential,2017,,"1017 - 8988 Patterson Rd, Richmond, BC",1,1,1,29/05/2024,"$648,000"
216,Townhouse,"$4,590",2031 sqft,Yes,$890,R2889125,,Residential,2017,,"120 - 10388 No. 2 Rd, Richmond, BC",4,4,4,30/05/2024,"$1,808,800"
217,Townhouse,"$3,530",1390 sqft,Yes,"$1,005",R2889156,,Residential,2010,,"37 - 9699 Sills Ave, Richmond, BC",3,4,2,29/05/2024,"$1,398,000"
218,Townhouse,"$3,204",1359 sqft,Yes,$882,R2889089,,Residential,2005,,"13 - 7788 Ash St, Richmond, BC",2,4,0,30/05/2024,"$1,198,888"
219,Apartment/Condominium,"$3,426",1039 sqft,Yes,"$1,316",R2889155,,Residential,2021,,"206 - 6622 Pearson Way, Richmond, BC",2,2,1,29/05/2024,"$1,368,000"
220,Apartment/Condominium,"$2,227",893 sqft,Yes,$916,R2889132,,Residential,2008,,"1503 - 6888 Alderbridge Way, Richmond, BC",2,2,2,29/05/2024,"$818,000"
221,Townhouse,"$3,172",1359 sqft,Yes,$882,R2889572,,Residential,2005,,"14 - 7788 Ash St, Richmond, BC",2,4,0,30/05/2024,"$1,198,888"
222,Single Family Residence,"$8,446",4484 sqft,Yes,$787,R2888773,,Residential,2012,,"8611 No. 2 Rd, Richmond, BC",5,6,9,29/05/2024,"$3,530,000"
223,Townhouse,"$3,493",1330 sqft,Yes,"$1,037",R2887907,,Residential,2017,,"75 - 9680 Alexandra Rd, Richmond, BC",2,3,2,27/05/2024,"$1,380,000"
224,Apartment/Condominium,"$1,601",567 sqft,Yes,"$1,179",R2888141,,Residential,2017,,"312 - 7708 Alderbridge Way, Richmond, BC",1,1,1,27/05/2024,"$669,000"
225,Townhouse,"$2,090",1362 sqft,Yes,$651,R2887764,,Residential,1993,,"304 - 7288 No. 3 Rd, Richmond, BC",2,3,2,27/05/2024,"$888,000"
226,Apartment/Condominium,"$2,657",837 sqft,Yes,"$1,240",R2888563,,Residential,2022,,"432 - 8133 Cook Rd, Richmond, BC",2,3,2,27/05/2024,"$1,038,000"
227,Single Family Residence,"$4,427",1859 sqft,Yes,$763,R2887789,,Residential,1979,,"11266 Kingcome Ave, Richmond, BC",2,3,4,27/05/2024,"$1,420,000"
228,Apartment/Condominium,"$2,692",1345 sqft,Yes,$742,R2887966,,Residential,2009,,"7002 - 8080 Granville Ave, Richmond, BC",2,2,2,27/05/2024,"$999,000"
229,Townhouse,,1488 sqft,Yes,$973,R2887830,,Residential,2024,,"1 - 8428 Park Rd, Richmond, BC",2,3,1,27/05/2024,"$1,449,000"
230,Single Family Residence,"$4,566",2215 sqft,No,$767,R2888119,,Residential,1977,,"4980 Princeton Ave, Richmond, BC",3,4,2,27/05/2024,"$1,699,000"
231,Apartment/Condominium,"$2,820",1001 sqft,Yes,$968,R2887289,,Residential,2017,,"1128 - 8988 Patterson Rd, Richmond, BC",2,3,1,26/05/2024,"$969,000"
232,Apartment/Condominium,"$2,934",826 sqft,Yes,"$1,149",R2887635,,Residential,2022,,"603 - 5766 Gilbert Rd, Richmond, BC",2,2,1,26/05/2024,"$949,888"
233,Single Family Residence,"$8,903",3896 sqft,Yes,"$1,093",R2887566,,Residential,2016,,"10460 Reynolds Dr, Richmond, BC",5,5,3,26/05/2024,"$4,260,000"
234,Single Family Residence,"$4,132",1657 sqft,Yes,"$1,024",R2887330,,Residential,1977,,"10940 2 Nd Ave, Richmond, BC",1,2,2,26/05/2024,"$1,698,000"
235,Apartment/Condominium,,882 sqft,Yes,"$1,210",R2887594,,Residential,2026,,"1306 - 3398 Ketcheson Rd, Richmond, BC",2,2,1,26/05/2024,"$1,068,000"
236,Single Family Residence,"$5,055",2666 sqft,Yes,$742,R2887180,,Residential,1991,,"12291 Trites Rd, Richmond, BC",3,5,4,26/05/2024,"$1,980,000"
237,Apartment/Condominium,"$2,072",610 sqft,Yes,"$1,162",R2887471,,Residential,2022,,"1208 - 5766 Gilbert Rd, Richmond, BC",1,1,1,26/05/2024,"$709,000"
238,Townhouse,"$3,254",1470 sqft,Yes,$747,R2887530,,Residential,2008,,"11 - 6333 Katsura St, Richmond, BC",3,3,2,26/05/2024,"$1,099,000"
239,Apartment/Condominium,"$2,558",882 sqft,Yes,"$1,048",R2886217,,Residential,2020,,"923 - 3300 Ketcheson Rd, Richmond, BC",2,2,1,22/05/2024,"$925,000"
240,Townhouse,"$3,207",1370 sqft,Yes,$985,R2885994,,Residential,2021,,"12 - 10233 River Dr, Richmond, BC",2,3,2,21/05/2024,"$1,349,900"
241,Single Family Residence,"$4,328",2304 sqft,Yes,$728,R2886370,,Residential,1992,,"22111 Garratt Dr, Richmond, BC",3,5,2,22/05/2024,"$1,678,000"
242,Apartment/Condominium,"$1,871",1258 sqft,Yes,$588,R2886708,,Residential,1991,,"203 - 8580 General Currie Rd, Richmond, BC",2,2,1,22/05/2024,"$739,900"
243,Single Family Residence,"$9,512",4232 sqft,Yes,"$1,013",R2886410,,Residential,2021,,"10671 Caithcart Rd, Richmond, BC",4,5,8,21/05/2024,"$4,288,000"
244,Townhouse,"$3,728",1415 sqft,Yes,$953,R2886165,,Residential,2015,,"9 - 7180 Gilbert Rd, Richmond, BC",2,3,2,22/05/2024,"$1,349,000"
245,Townhouse,"$4,092",1913 sqft,Yes,$830,R2886288,,Residential,2013,,"8 - 12351 No. 2 Rd, Richmond, BC",3,4,2,21/05/2024,"$1,588,000"
246,Single Family Residence,"$6,228",3094 sqft,No,$736,R2886662,,Residential,1966,,"8260 Francis Rd, Richmond, BC",2,4,6,22/05/2024,"$2,280,000"
247,Single Family Residence,"$4,392",2252 sqft,Yes,$843,R2886365,,Residential,1979,,"4286 Hermitage Dr, Richmond, BC",2,4,3,19/05/2024,"$1,899,000"
248,Single Family Residence,"$6,373",2090 sqft,Yes,"$1,070",R2885302,,Residential,1959,,"8620 Camden Cres, Richmond, BC",1,3,2,20/05/2024,"$2,238,000"
249,Townhouse,"$2,445",1503 sqft,No,$790,R2885069,,Residential,1989,,"23 - 8700 Bennett Rd, Richmond, BC",3,3,1,20/05/2024,"$1,188,000"
250,Apartment/Condominium,"$8,368",1837 sqft,Yes,"$1,681",R2885135,,Residential,2021,,"1203 - 6688 Pearson Way, Richmond, BC",2,3,2,19/05/2024,"$3,088,000"
251,Apartment/Condominium,,808 sqft,Yes,"$1,136",R2884798,,Residential,2022,,"527 - 5766 Gilbert Rd, Richmond, BC",2,2,1,19/05/2024,"$918,000"
252,Apartment/Condominium,"$2,323",815 sqft,Yes,"$1,150",R2884885,,Residential,2017,,"815 - 8333 Sweet Ave, Richmond, BC",2,2,1,19/05/2024,"$938,000"
253,Single Family Residence,"$6,310",3300 sqft,Yes,$756,R2885085,,Residential,1987,,"5320 Lackner Cres, Richmond, BC",6,8,2,19/05/2024,"$2,498,000"
254,Single Family Residence,"$7,136",3780 sqft,Yes,$788,R2885350,,Residential,2011,,"8460 Odlin Cres, Richmond, BC",5,4,6,20/05/2024,"$2,980,000"
255,Apartment/Condominium,"$2,480",1225 sqft,Yes,$693,R2883526,,Residential,2000,,"602 - 7080 St. Albans Rd, Richmond, BC",2,3,1,14/05/2024,"$849,000"
256,Apartment/Condominium,"$1,761",526 sqft,Yes,$948,R2883629,,Residential,2022,,"903 - 3699 Sexsmith Rd, Richmond, BC",1,0,0,14/05/2024,"$499,000"
257,Single Family Residence,"$7,882",3645 sqft,Yes,$820,R2883700,,Residential,2012,,"3460 Raymond Ave, Richmond, BC",4,6,7,14/05/2024,"$2,990,000"
258,Single Family Residence,"$13,038",4365 sqft,No,$888,R2883566,,Residential,2017,,"5080 Francis Rd, Richmond, BC",6,6,6,14/05/2024,"$3,880,000"
259,Apartment/Condominium,"$1,950",753 sqft,Yes,$928,R2883942,,Residential,2010,,"506 - 8068 Westminster Highway, Richmond, BC",2,2,1,15/05/2024,"$699,000"
260,Apartment/Condominium,"$11,108",2520 sqft,Yes,"$1,380",R2883385,,Residential,2013,,"1302 - 5111 Brighouse Way, Richmond, BC",4,4,3,14/05/2024,"$3,480,000"
261,Townhouse,"$3,257",1439 sqft,Yes,$943,R2883361,,Residential,2006,,"11 - 8080 Francis Rd, Richmond, BC",2,3,2,14/05/2024,"$1,358,000"
262,Apartment/Condominium,"$6,546",1874 sqft,Yes,"$1,487",R2883781,,Residential,2018,,"302 - 6611 Pearson Way, Richmond, BC",2,3,2,15/05/2024,"$2,788,000"
263,Single Family Residence,"$10,307",4236 sqft,Yes,$991,R2884490,,Residential,2015,,"7928 Goldstream Pl, Richmond, BC",5,5,6,12/05/2024,"$4,199,999"
264,Single Family Residence,"$6,142",2255 sqft,No,$931,R2882420,,Residential,1956,,"7911 Afton Dr, Richmond, BC",2,4,2,12/05/2024,"$2,100,000"
265,Apartment/Condominium,"$1,604",702 sqft,Yes,$853,R2882784,,Residential,2004,,"402 - 8060 Jones Rd, Richmond, BC",1,1,1,12/05/2024,"$599,000"
266,Apartment/Condominium,"$11,624",3480 sqft,Yes,"$1,402",R2882071,,Residential,2013,,"302 - 5131 Brighouse Way, Richmond, BC",4,4,3,12/05/2024,"$4,880,000"
267,Single Family Residence,"$6,383",3010 sqft,Yes,$763,R2882900,,Residential,1995,,"5580 Lackner Cres, Richmond, BC",5,5,4,12/05/2024,"$2,298,000"
268,Apartment/Condominium,"$2,305",864 sqft,Yes,$995,R2882146,,Residential,2013,,"407 - 5111 Brighouse Way, Richmond, BC",1,1,1,12/05/2024,"$860,000"
269,Apartment/Condominium,"$3,883",1002 sqft,Yes,"$1,395",R2881989,,Residential,2023,,"711 - 6811 Pearson Way, Richmond, BC",2,2,1,12/05/2024,"$1,398,000"
270,Single Family Residence,"$6,659",3634 sqft,No,$687,R2882357,,Residential,2007,,"10333 Bryson Dr, Richmond, BC",5,5,2,12/05/2024,"$2,499,000"
271,Apartment/Condominium,"$2,611",969 sqft,Yes,$988,R2881148,,Residential,2017,,"802 - 7708 Alderbridge Way, Richmond, BC",2,2,1,08/05/2024,"$958,000"
272,Apartment/Condominium,"$1,259",751 sqft,No,$649,R2881614,,Residential,1982,,"217 - 7340 Moffatt Rd, Richmond, BC",1,1,1,08/05/2024,"$488,000"
273,Apartment/Condominium,"$3,041",926 sqft,Yes,"$1,239",R2881559,,Residential,2022,,"1506 - 3280 Corvette Way, Richmond, BC",2,2,1,09/05/2024,"$1,147,900"
274,Apartment/Condominium,"$1,641",561 sqft,Yes,"$1,158",R2881804,,Residential,2014,,"1505 - 6951 Elmbridge Way, Richmond, BC",1,1,1,09/05/2024,"$650,000"
275,Apartment,"$2,334",1131 sqft,No,$855,R2881195,,Residential,2003,$452,"403 - 9333 Alberta Rd, Richmond, BC",2,3,1,09/05/2024,"$968,000"
276,Single Family Residence,"$8,202",4525 sqft,Yes,$817,R2882253,,Residential,2018,,"11680 Aztec St, Richmond, BC",6,5,8,09/05/2024,"$3,698,000"
277,Apartment/Condominium,"$1,412",1330 sqft,Yes,$443,R2881635,,Residential,1976,,"118 - 9151 No. 5 Rd, Richmond, BC",1,2,2,09/05/2024,"$589,500"
278,Apartment/Condominium,"$2,270",678 sqft,Yes,"$1,032",R2882296,,Residential,2021,,"510 - 8160 Mcmyn Way, Richmond, BC",1,1,1,09/05/2024,"$699,900"
279,Single Family Residence,"$4,933",2604 sqft,Yes,$652,R2879965,,Residential,1988,,"7435 No. 2 Rd, Richmond, BC",2,5,8,06/05/2024,"$1,699,000"
280,Townhouse,,1420 sqft,Yes,"$1,154",R2880443,,Residential,2024,,"4 - 9500 Garden City Rd, Richmond, BC",2,3,2,06/05/2024,"$1,639,000"
281,Apartment/Condominium,"$2,747",819 sqft,Yes,"$1,219",R2879247,,Residential,2022,,"862 - 6320 No. 3 Rd, Richmond, BC",2,2,1,05/05/2024,"$999,000"
282,Townhouse,"$2,977",1377 sqft,No,$898,R2880430,,Residential,2010,,"23 - 7373 Turnill St, Richmond, BC",2,4,1,06/05/2024,"$1,236,800"
283,Apartment/Condominium,"$2,340",1543 sqft,Yes,$582,R2879988,,Residential,1990,,"130 - 12875 Railway Ave, Richmond, BC",2,2,2,05/05/2024,"$899,000"
284,Apartment/Condominium,"$1,816",1122 sqft,Yes,$712,R2880813,,Residential,1990,,"117 - 8520 General Currie Rd, Richmond, BC",2,2,1,06/05/2024,"$799,900"
285,Single Family Residence,"$4,241",2317 sqft,Yes,"$1,034",R2880886,,Residential,2024,,"9379 Dayton Ave, Richmond, BC",4,4,4,06/05/2024,"$2,398,000"
286,Single Family Residence,"$7,267",3173 sqft,Yes,$784,R2879925,,Residential,1975,,"8231 Sunnycroft Rd, Richmond, BC",2,4,4,06/05/2024,"$2,488,000"
287,Apartment/Condominium,"$1,822",774 sqft,Yes,$888,R2878683,,Residential,2009,,"704 - 8120 Lansdowne Rd, Richmond, BC",1,1,1,02/05/2024,"$688,000"
288,Apartment/Condominium,"$1,621",640 sqft,Yes,$965,R2878672,,Residential,2006,,"1002 - 9188 Hemlock Dr, Richmond, BC",1,1,1,02/05/2024,"$618,000"
289,Apartment/Condominium,"$1,531",843 sqft,Yes,$756,R2878838,,Residential,1995,,"703 - 8246 Lansdowne Rd, Richmond, BC",1,2,1,02/05/2024,"$638,000"
290,Apartment/Condominium,,1302 sqft,Yes,"$1,603",R2878886,,Residential,2023,,"1005 - 6833 Pearson Way, Richmond, BC",3,3,2,02/05/2024,"$2,088,000"
291,Apartment/Condominium,"$1,685",565 sqft,Yes,"$1,148",R2880369,,Residential,2018,,"309 - 3333 Brown Rd, Richmond, BC",1,1,1,03/05/2024,"$649,000"
292,Single Family Residence,"$8,074",3810 sqft,Yes,$784,R2880144,,Residential,2008,,"3411 Semlin Dr, Richmond, BC",5,6,7,05/05/2024,"$2,990,000"
293,Apartment/Condominium,,860 sqft,Yes,"$1,311",R2878882,,Residential,2023,,"305 - 6833 Pearson Way, Richmond, BC",2,2,1,02/05/2024,"$1,128,000"
294,Apartment/Condominium,"$2,203",855 sqft,Yes,$968,R2879373,,Residential,2009,,"228 - 9373 Hemlock Dr, Richmond, BC",2,2,1,02/05/2024,"$828,000"
295,Apartment/Condominium,"$2,087",801 sqft,Yes,"$1,122",R2877244,,Residential,2004,,"309 - 4500 Westwater Dr, Richmond, BC",2,2,1,29/04/2024,"$899,000"
296,Single Family Residence,"$7,631",3445 sqft,Yes,$812,R2877880,,Residential,2013,,"8680 Kelmore Rd, Richmond, BC",5,5,6,30/04/2024,"$2,799,900"
297,Apartment/Condominium,"$5,026",1661 sqft,Yes,"$1,022",R2877729,,Residential,2009,,"1601 - 8120 Lansdowne Rd, Richmond, BC",3,3,2,30/04/2024,"$1,698,000"
298,Apartment/Condominium,,990 sqft,Yes,"$1,179",R2877664,,Residential,2023,,"212 - 6833 Pearson Way, Richmond, BC",2,2,1,30/04/2024,"$1,168,000"
299,Single Family Residence,"$8,598",3728 sqft,Yes,$987,R2877892,,Residential,2020,,"3400 Barmond Ave, Richmond, BC",5,5,7,30/04/2024,"$3,680,000"
300,Apartment/Condominium,"$1,884",615 sqft,Yes,"$1,086",R2878111,,Residential,2015,,"1701 - 7368 Gollner Ave, Richmond, BC",1,1,1,30/04/2024,"$668,000"
301,Single Family Residence,"$8,152",4265 sqft,Yes,$756,R2877721,,Residential,2011,,"5931 Puffin Crt, Richmond, BC",5,5,5,30/04/2024,"$3,227,000"
302,Townhouse,"$4,078",1933 sqft,Yes,$878,R2876979,,Residential,2004,,"20 - 12333 English Ave, Richmond, BC",3,4,2,29/04/2024,"$1,699,000"
303,Multi Family,"$4,369",1592 sqft,Yes,$972,R2877010,,Residential,2024,,"5506 Williams Rd, Richmond, BC",3,4,2,28/04/2024,"$1,549,000"
304,Single Family Residence,"$4,983",2532 sqft,Yes,$943,R2876823,,Residential,1987,,"3191 Chatham St, Richmond, BC",3,5,2,28/04/2024,"$2,388,000"
305,Single Family Residence,"$17,796",5874 sqft,Yes,"$1,222",R2876561,,Residential,2019,,"10691 Blundell Rd, Richmond, BC",6,6,3,28/04/2024,"$7,180,000"
306,Single Family Residence,"$5,571",3749 sqft,Yes,$716,R2876559,,Residential,1987,,"10500 Buttermere Dr, Richmond, BC",4,6,4,28/04/2024,"$2,688,000"
307,Apartment/Condominium,"$1,091",648 sqft,No,$722,R2876454,,Residential,1981,,"319 - 8651 Westminster Highway, Richmond, BC",1,1,1,28/04/2024,"$468,000"
308,Single Family Residence,"$10,794",4076 sqft,Yes,$902,R2876948,,Residential,2011,,"7720 Sunnymede Cres, Richmond, BC",5,5,3,28/04/2024,"$3,680,000"
309,Townhouse,"$2,625",1434 sqft,Yes,$732,R2876630,,Residential,1996,,"34 - 4933 Fisher Dr, Richmond, BC",3,4,1,28/04/2024,"$1,050,000"
310,Townhouse,"$4,421",1587 sqft,Yes,$855,R2876526,,Residential,2009,,"717 - 7080 No 3 Rd, Richmond, BC",3,3,2,28/04/2024,"$1,358,000"
311,Apartment/Condominium,"$2,206",948 sqft,Yes,$824,R2875321,,Residential,2016,,"317 - 5311 Cedarbridge Way, Richmond, BC",2,2,1,24/04/2024,"$782,000"
312,Apartment/Condominium,"$1,845",1042 sqft,Yes,$737,R2874705,,Residential,1994,,"203 - 8380 Jones Rd, Richmond, BC",2,2,1,23/04/2024,"$768,000"
